date_daily,year,FOMCused,dffr1_tick_wide_scaled,dffr2_tick_wide_scaled,ded2_tick_wide,ded3_tick_wide,ded4_tick_wide,path,path_intra_wide,dffr1_intra_wide,dffr1_intra_wide,DNY2_long,DNY3M,DNY6M,DNY1,DNY2,DNY3,DNY5,DNY10,DNF1,DNF2,DNF3,DNF5,DNF10,DRY2,DRY3,DRY5,DRY10,DRF2,DRF3,DRF5,DRF10,path_m,stratRF3,Dbkeveny2,Dbkeveny3,Dbkeveny5,Dbkeveny10,DIF2,DIF3,DIF5,DIF10
17jun2003,2003,0,-.0115497,.000385,.0199966,.0100021,.0199966,.062936,.0122901,-.0115497,-.0115497,.0663,.03,.03,.0378,,,.1138999,.0897999,.054,,,.1159999,.0461998,,,.1192999,.1095001,,,.158,.0592,,0,,,-.0054001,-.0197001,,,-.0420001,-.0130002
18jun2003,2003,0,0,.0057463,-.0149994,-.0049973,0,.012473,.0035209,0,0,.0289999,-.01,-.02,-.0041,,,.0888,.1042001,.0256001,,,.1355999,.1047001,,,.0747001,.0843999,,,.1331999,.0691998,,0,,,.0141001,.0197999,,,.0023999,.0355003
24jun2003,2003,0,.0049973,-.0084736,-.0100021,-.0049973,-.0200043,-.0036741,.0000174,.0049973,.0049973,-.0296,-.02,-.03,-.0088,,,-.0388999,-.0381999,-.0418,,,-.0380001,-.0392003,,,-.0466,-.0473,,,-.0631001,-.0507998,,0,,,.0077,.0091,,,.0251,.0115995
25jun2003,2003,1,.125,.1168466,.1049957,.1399994,.125,.1550172,.1020654,.125,.125,.1514001,.09,.1,.1394,,,.1185999,.0937998,.1712,,,.0651002,.0815001,,,.1363,.1007,,,.0699999,.0718999,.1550172,0,,,-.0177,-.0069,,,-.0048997,.0096002
01jul2003,2003,0,-.0051638,.014538,.0049973,0,.0049973,.0109257,.0094895,-.0051638,-.0051638,.0017,-.01,-.02,.0064,,,.0056,.0246,.0048001,,,.0321999,.0386,,,.0421,.0297,,,.1987,-.073,,0,,,-.0365,-.0051,,,-.1665001,.1115999
02jul2003,2003,0,0,-.0119347,.0049973,0,-.0049973,-.0012009,.0041728,0,0,-.0124,-.02,-.01,-.0095,,,-.0104001,-.0007,-.0105001,,,.0050001,.0007,,,.0111001,.0126001,,,.0091999,.0169001,,0,,,-.0215,-.0132999,,,-.0041997,-.0162001
08jul2003,2003,0,-.0067354,.0296359,.0050049,.0099945,.0050049,.0221236,.0135167,-.0067354,-.0067354,.0271,0,-.01,.0139999,,,.0253999,.0139999,.033,,,.0058999,.0086999,,,.0476,0,,,.0394001,-.0806,,0,,,-.0222,.0139999,,,-.0335002,.0892999
09jul2003,2003,0,-.0070416,.0344255,-.0049973,-.0049973,.0050049,.0025832,.0101774,-.0070416,-.0070416,-.0187,-.02,-.01,-.0161999,,,-.0263999,-.0247998,-.0196,,,-.0355,-.0096998,,,-.0458,-.0769,,,-.0934,-.0849001,,0,,,.0194,.0521001,,,.0579,.0752003
15jul2003,2003,0,0,.0049973,.0100021,.0050049,-.0050049,.0404051,.0089146,0,0,.1121,.01,.01,.0402,,,.2150998,.2038999,.1004,,,.2528,.1582999,,,.1458,.1431,,,.1950002,.1006999,,0,,,.0693001,.0608001,,,.0577998,.0576
16jul2003,2003,0,.0103277,-.0049973,.0049973,-.0050049,-.0100021,.0125206,.0054815,.0103277,.0103277,.0245,-.01,0,.0059,,,.0497,.0261002,.0235001,,,.0517998,-.0433998,,,.0254999,-.0087001,,,-.0571001,-.0300999,,0,,,.0242,.0348001,,,.1088998,-.0132999
22jul2003,2003,0,0,.0059967,-.0049973,-.0100021,-.0049973,-.0081197,.0040082,0,0,.0125999,0,-.02,-.0085001,,,.0654001,.0814004,-.0051,,,.1076999,.0830002,,,-.0189,-.046,,,-.1164999,-.0430999,,0,,,.0842999,.1273999,,,.2241998,.1261001
23jul2003,2003,0,0,-.0068248,-.0050049,.0050049,.0149994,-.0131732,.0065897,0,0,-.0381,0,0,-.0139999,,,-.0534,-.0457001,-.0368,,,-.0448999,-.0341001,,,-.0957999,-.0704999,,,-.0823002,-.0206001,,0,,,.0424,.0248001,,,.0374002,-.0135
29jul2003,2003,0,-.0049973,.0033315,0,0,.0100021,.0458726,.0072171,-.0049973,-.0049973,.0700999,.02,0,.0297,,,.1143999,.1124997,.0659001,,,.1261997,.0994,,,.1203001,.1197,,,.1621001,.0950999,,0,,,-.0059,-.0072,,,-.0359004,.0043001
30jul2003,2003,0,.0049973,.0049973,0,-.0050049,-.0100021,-.0088909,.0055898,.0049973,.0049973,-.046,-.01,0,-.0293,,,-.0569999,-.0545998,-.034,,,-.0436997,-.0656004,,,-.0703,-.1008999,,,-.1331999,-.1294999,,0,,,.0133001,.0462999,,,.0895002,.0638995
05aug2003,2003,0,-.0059674,.0103073,.0049973,-.0050049,.0049973,.0395846,.0078456,-.0059674,-.0059674,.1647999,-.01,0,.0969,,,.1355,.1034999,.2138001,,,.0597,.0904999,,,.1465,.1178,,,.0985999,.0850999,,0,,,-.011,-.0142999,,,-.0388999,.0053999
06aug2003,2003,0,.0061966,-.0170406,-.0049973,-.0099945,0,-.0221697,.0013974,.0061966,.0061966,-.109,-.01,-.01,-.0717,,,-.1341999,-.1754999,-.1523,,,-.1837997,-.2258997,,,-.1202,-.0841,,,-.0476,-.0494001,,0,,,-.0139999,-.0914001,,,-.1361997,-.1764996
12aug2003,2003,1,-.0081534,.0200266,-.0200043,-.0550003,-.0849991,-.0235966,-.014672,-.0081534,-.0081534,-.0764999,-.01,-.02,-.0726,,,-.0205002,.0016003,-.1213,,,.0332999,.0137,,,-.0461,.0095,,,-.0042999,.0659001,-.0235966,0,,,.0256,-.0079,,,.0375998,-.0522001
13aug2003,2003,0,.0086064,0,0,.0049973,.0200043,.0340943,.0106228,.0086064,.0086064,.1441,.01,.01,.0763999,,,.1932001,.2156,.1689,,,.2290998,.2306004,,,.1353999,.0962,,,.1352,.0381,,0,,,.0578001,.1194,,,.0938997,.1925004
19aug2003,2003,0,.0129293,-.0013853,0,-.0100021,-.0299988,-.0134494,.0022222,.0129293,.0129293,-.0745,0,-.02,-.0187,,,-.0936,-.1177001,-.0931001,,,-.1113,-.1594,,,-.1148001,-.1013999,,,-.0739,-.0955,,0,,,.0211999,-.0163,,,-.0374,-.0639
20aug2003,2003,0,0,0,-.0050049,-.0049973,.0049973,.0200426,.0049888,0,0,.0526,0,0,.0228,,,.076,.0725999,.0650001,,,.0851002,.0524998,,,.0203,.0251,,,.0355999,.0087001,,0,,,.0557001,.0474999,,,.0495002,.0437996
26aug2003,2003,0,0,.0073769,0,-.0049973,-.0050049,-.0099536,.0059512,0,0,-.0618,-.01,-.01,-.0362,,,-.0219002,-.0288,-.0916001,,,.0081,-.0651999,,,-.0188,-.0242,,,-.0374999,-.0106001,,0,,,-.0031,-.0046,,,.0455999,-.0545998
27aug2003,2003,0,-.0049973,.0041154,-.0050049,0,0,.0193902,.0051353,-.0049973,-.0049973,.0657001,-.01,0,.04,,,.0535002,.0381002,.0822001,,,.0242,.0237002,,,.0603,.0486999,,,.0479,.0323,,0,,,-.0068001,-.0105999,,,-.0237,-.0085998
02sep2003,2003,0,0,.0110653,0,.0099945,.0099945,.0604331,.0108552,0,0,.0954001,0,.01,.0363001,,,.1597998,.1679001,.0778999,,,.1893001,.1595001,,,.1308,.1261001,,,.1454,.0929999,,0,,,.029,.0418,,,.0439,.0665002
03sep2003,2003,0,0,0,0,.0050049,.0200043,-.009545,.0093938,0,0,-.0238001,-.01,-.03,-.0132,,,-.0153999,-.0023999,-.0282,,,.0028,.0203996,,,-.0107,-.0090001,,,-.0393,.0224001,,0,,,-.0047001,.0065999,,,.0421,-.0020006
09sep2003,2003,0,0,.0050049,-.0099945,-.0049973,0,-.0123987,.0043165,0,0,-.0404,-.01,-.02,-.026,,,-.0425,-.0333004,-.0446,,,-.0325003,-.0155001,,,-.0064,.0002,,,.0161998,.0016,,0,,,-.0360999,-.0335,,,-.0487001,-.0171001
10sep2003,2003,0,-.0075073,-.0049973,-.0049973,-.0099945,-.0100021,-.0298598,.0003114,-.0075073,-.0075073,-.0677,0,-.01,-.0255001,,,-.1128998,-.1044998,-.0701001,,,-.1264997,-.0743999,,,-.0755,-.0506999,,,-.0193999,-.0321002,,0,,,-.0374,-.0538001,,,-.1070998,-.0422997
16sep2003,2003,1,0,.0050049,-.0100021,-.0049973,-.0049973,.009343,.0036688,0,0,-.0115,-.03,-.01,-.0037,,,-.0091999,.0161996,-.0039999,,,.0196004,.0507002,,,.097,.0881,,,.1174002,.0386,.009343,0,,,-.1062,-.0718999,,,-.0977998,.0121002
17sep2003,2003,0,0,0,.0050049,.0149994,.0200043,.0057148,.0118565,0,0,-.0116,.02,0,.0089999,,,-.0763001,-.1121998,-.0136,,,-.1523004,-.1395001,,,-.0388,-.0732999,,,-.1057,-.0883999,,0,,,-.0375,-.0389001,,,-.0466003,-.0511003
23sep2003,2003,0,0,0,.0049973,0,0,-.0057609,.006966,0,0,-.0224999,-.02,-.01,-.0073,,,-.0316,-.0320997,-.0422,,,-.0383997,-.0327001,,,-.0387,-.0386,,,-.0204999,-.0506001,,0,,,.0071,.0065,,,-.0178998,.0179
24sep2003,2003,0,0,0,.0100021,.0099945,.0199966,-.0123987,.0120152,0,0,-.0338,.02,-.01,-.0143,,,-.0627,-.0816002,-.0302,,,-.0908003,-.1015997,,,-.092,-.0788,,,-.0910001,-.0540998,,0,,,.0293,-.0028,,,.0001998,-.0474999
30sep2003,2003,0,.0100021,-.0246118,-.0199966,-.0250015,-.0250015,-.0606651,-.0077416,.0100021,.0100021,-.1207,-.01,-.02,-.0678999,,,-.1415,-.1324,-.1410999,,,-.1294999,-.1201,,,-.0905,-.0784998,,,-.0974,-.0455,,0,,,-.051,-.0539,,,-.0321,-.0746
01oct2003,2003,0,0,0,.0100021,.0149994,.0250015,.003356,.0134306,0,0,-.0156,0,-.01,-.0126001,,,-.0074,.0030999,-.0198001,,,.0075998,.0180001,,,.0106,.0079999,,,.0086,.0300999,,0,,,-.018,-.0049,,,-.0010002,-.0120997
07oct2003,2003,0,0,0,0,.015007,.0100021,.0246027,.0096349,0,0,.0673,-.02,.04,.0352,,,.0945001,.1027002,.0770999,,,.1103997,.1100001,,,.0502,.05,,,.0571001,.0409,,0,,,.0443,.0527,,,.0532997,.0691001
08oct2003,2003,0,0,0,.0100021,.0100021,.015007,-.004334,.011371,0,0,-.0179,-.01,-.01,-.0069,,,-.0197001,.0009999,-.0187,,,-.0025997,.0407996,,,.0107,.0100002,,,-.0106001,.0274,,0,,,-.0303999,-.0090001,,,.0080004,.0133996
14oct2003,2003,0,0,.0051638,.0100021,.0100021,.0099945,.0501415,.0116515,0,0,.0626,.01,.01,.0373001,,,.0809,.1006002,.095,,,.1115999,.118,,,.0595,.0681999,,,.0785,.0545001,,0,,,.0214001,.0323999,,,.0330999,.0634999
15oct2003,2003,0,0,.00535,0,-.0149994,-.0149994,.0421229,.002759,0,0,.0683,0,0,.0238999,,,.0658,.0453,.0948,,,.0324001,.0222001,,,.0309,.0289001,,,.0165,.0207999,,0,,,.0349,.0164001,,,.0159001,.0014002
21oct2003,2003,0,0,.0067354,.0149994,.015007,.0299988,.0148317,.0162173,0,0,-.0075001,-.02,0,.0033,,,-.0215001,-.0256,.0021,,,-.0295997,-.0276003,,,.0189999,.0088999,,,-.0110998,.0013001,,0,,,-.0405,-.0344999,,,-.0184999,-.0289004
22oct2003,2003,0,0,-.0070523,-.0100021,.0100021,0,-.0312183,.0044479,0,0,-.0746,.03,-.01,-.0383999,,,-.0957999,-.1002002,-.0846,,,-.1036,-.0999999,,,-.0366,-.0606999,,,-.0613,-.0778,,0,,,-.0592,-.0395,,,-.0423,-.0221999
28oct2003,2003,1,0,0,-.0950012,-.1199951,-.1300049,-.0492814,-.0468256,0,0,-.1001999,-.02,-.02,-.0786999,,,-.0937002,-.0717001,-.1231,,,-.0706,-.0316,,,-.0679001,-.0483999,,,-.0457001,-.0200999,-.0492814,0,,,-.0258001,-.0232999,,,-.0249,-.0115001
29oct2003,2003,0,0,.0103277,.0149994,.0099945,.0149994,.0304677,.0141543,0,0,.0697999,0,.01,.0404999,,,.089,.0851002,.0803,,,.0941,.0674,,,.0686001,.0516,,,.0629001,.0191998,,0,,,.0203999,.0335,,,.0311999,.0482001
04nov2003,2003,0,0,.0172128,.0049973,0,-.0049973,-.0155303,.0094159,0,0,-.0399001,-.01,-.02,-.022,,,-.0627999,-.0648999,-.0634,,,-.0839,-.0499997,,,-.0311,-.0429001,,,-.0692,-.0468001,,0,,,-.0317001,-.0220001,,,-.0146999,-.0031996
05nov2003,2003,0,0,.0193644,.0049973,.0200043,.0149994,.0277343,.0154591,0,0,.0764,.01,.02,.0451,,,.0632999,.046,.1047,,,.0318999,.0314999,,,.1179,.0836999,,,.1001999,.0256,,0,,,-.0545999,-.0376999,,,-.0683,.0058999
12nov2003,2003,0,0,-.0049973,-.0050049,0,.0049973,-.0141034,.0048568,0,0,-.0365999,-.02,-.01,-.0202,,,-.0504,-.052,-.0253,,,-.053,-.0572,,,-.0308,-.0366998,,,-.0472,-.0402999,,0,,,-.0195999,-.0153,,,-.0058,-.0169001
18nov2003,2003,0,0,.0061966,0,-.0049973,-.0050049,.0117001,.0057388,0,0,.023,0,0,.0169001,,,-.0102,-.0243998,.035,,,-.0461998,-.0295,,,.0091,-.0022,,,-.0341001,.0002999,,0,,,-.0193,-.0221999,,,-.0120997,-.0297999
19nov2003,2003,0,0,.0064548,.0049973,.0099945,.0199966,.041664,.0122473,0,0,.0858999,-.01,-.01,.0638,,,.0829999,.0674996,.1127,,,.0640998,.0480003,,,.0898,.0800999,,,.0849001,.0617001,,0,,,-.0068001,-.0126002,,,-.0208004,-.0136998
25nov2003,2003,0,.0050049,.0049917,.0050049,0,.0049973,-.0040562,.0092271,.0050049,.0050049,-.0483,-.01,-.01,-.0333,,,-.0365999,-.0394998,-.0664999,,,-.0300002,-.0488,,,-.0505999,-.0607001,,,-.0736001,-.0685,,0,,,.0140001,.0211999,,,.0435998,.0197001
26nov2003,2003,0,.0100021,-.0082371,.0299988,.034996,.0500031,.0395846,.0233928,.0100021,.0100021,.0795001,-.01,.01,.0487,,,.0771,.0623999,.1145999,,,.0615001,.0348997,,,.0575,.0339001,,,.0497,-.0128999,,0,,,.0196,.0285001,,,.0118001,.0477996
02dec2003,2003,0,0,-.0140832,.0100021,.0099945,.0050049,-.0141034,.0075428,0,0,-.0376,-.01,-.02,-.0292,,,-.0283,-.0177002,-.0432,,,-.0106997,-.0056,,,-.0328,-.0184999,,,-.0401001,.0009999,,0,,,.0044999,.0008001,,,.0294003,-.0065999
03dec2003,2003,0,.0055411,.0038551,.0050049,.0049973,0,.0252552,.0092197,.0055411,.0055411,.0210001,0,0,.0075999,,,.0264001,.0272999,.0246,,,.0263,.0301003,,,.0092,.0210998,,,.0068002,.0430002,,0,,,.0172,.0061998,,,.0194998,-.0128999
09dec2003,2003,1,0,-.0050049,.0100021,.0500031,.0899963,.0371071,.0263084,0,0,.0339,0,.01,.0091,,,.0409,.0362,.0408,,,.0352998,.0275998,,,.0423,.0288,,,.0477998,-.0030999,.0371071,0,,,-.0014,.0074,,,-.0125,.0306997
10dec2003,2003,0,0,-.0049973,-.0049973,-.0149994,-.0199966,-.0266094,-.0006763,0,0,-.0362,0,-.01,-.023,,,-.0300999,-.0216002,-.0419,,,-.0155997,-.0106001,,,-.0613,-.0223,,,-.0554998,.0559001,,0,,,.0311999,.0007,,,.0399001,-.0665002
16dec2003,2003,0,0,-.0055739,.0049973,.0049973,.0049973,-.0040562,.0073766,0,0,-.0485001,.01,-.01,-.0405,,,-.0529001,-.0381999,-.0685,,,-.0474,-.0067997,,,.0074,.0218,,,-.0203001,.0757,,0,,,-.0603,-.0599999,,,-.0270998,-.0824997
17dec2003,2003,0,0,0,.0100021,.0250015,.0250015,.0005038,.0149654,0,0,-.0072,-.01,-.01,.0029,,,-.0309999,-.0523,-.0095,,,-.0626001,-.0784001,,,.0279,-.0035999,,,-.0195,-.0419002,,0,,,-.0589,-.0486999,,,-.0431001,-.0365
23dec2003,2003,0,.0193939,-.0102073,0,-.0100021,-.0049973,.041342,.0047931,.0193939,.0193939,.0972999,0,.01,.066,,,.1116998,.0944996,.1198001,,,.1057,.0511003,,,.0728,.0566001,,,.1001,-.0116,,0,,,.0389,.0379,,,.0056,.0627003
24dec2003,2003,0,0,0,.0049973,-.0099945,-.0100021,-.0430182,.0041386,0,0,-.1114,0,0,-.0895,,,-.0915999,-.0795999,-.1404001,,,-.0671,-.0623002,,,-.0693001,-.0699,,,-.0722001,-.0644,,0,,,-.0223,-.0096998,,,.0051,.0020998
30dec2003,2003,0,0,.0120951,.0049973,.0049973,.0100021,.0085685,.0112023,0,0,.0087,.04,-.01,-.0065,,,.0335,.0408998,-.0028,,,.0487003,.0483003,,,.0200001,.0318999,,,.0249,.0552001,,0,,,.0135,.0089998,,,.0238004,-.0068998
31dec2003,2003,0,0,0,.0049973,.0199966,.0250015,.0071417,.0132683,0,0,-.0081999,.01,0,-.0048,,,-.0207999,-.0193,.0014,,,-.0276003,-.0071001,,,-.0132,-.0227001,,,-.0302,-.0293,,0,,,-.0075999,.0034001,,,.0025997,.0221999
06jan2004,2004,0,-.0061966,.0049973,.0049973,.0100021,.0050049,-.046548,.0091614,-.0061966,-.0061966,-.1168001,0,-.02,-.0713999,-.1168001,-.1257,-.1244998,-.1197,-.1516,-.1570001,-.1317997,-.1197,-.1022997,-.0846,-.0899,-.0932001,-.0829999,-.0985,-.1013999,-.0929,-.053,,2,-.0322,-.0358,-.0313001,-.0367,-.0585001,-.0303998,-.0267999,-.0492997
07jan2004,2004,0,0,.0049973,0,0,.0050049,.0036354,.0075846,0,0,-.0042,0,-.01,.0063,-.0042,-.0130999,-.0246,-.0345001,-.0035001,-.0243001,-.0361001,-.0455999,-.0384002,.011,-.0007,-.0135,-.0177,-.0167999,-.0292001,-.033,-.0093999,,2,-.0152,-.0124,-.0110998,-.0167999,-.0075002,-.0069001,-.0125999,-.0290003
13jan2004,2004,0,-.0086064,.0002869,-.0050049,-.0099945,-.0199966,-.0123987,-.0001894,-.0086064,-.0086064,-.0552001,0,-.01,-.0345,-.0552001,-.0640001,-.0654001,-.0546002,-.0587001,-.0840001,-.0774,-.0587997,-.0304003,-.0577,-.0598,-.0602,-.0513,-.0637,-.0639,-.0567,-.0281,,2,.0024999,-.0042001,-.0052,-.0033,-.0203001,-.0135,-.0020998,-.0023003
14jan2004,2004,0,0,.00535,0,.0050049,0,.0154858,.0077688,0,0,.0256001,-.01,-.01,.0286,.0256001,.0075002,-.0186,-.0444999,.0543001,-.0083001,-.0441,-.0657001,-.0711999,.0009,-.014,-.018,.0146,-.0416,-.0421001,-.0012,.0733001,,2,.0247,.0215,-.0006,-.0590999,.0332999,-.002,-.0645001,-.1445
20jan2004,2004,0,0,.0059674,0,.0100021,.0149994,.0102732,.0105867,0,0,-.0009,0,.01,-.0125,-.0009,.0098999,.0235,.0326004,-.0023,.0228,.0384998,.0458002,.0367999,-.0236,-.0209,-.0124,.0073,-.0199,-.0105001,.0105,.0352001,,2,.0227,.0308,.0359,.0253,.0427,.0489999,.0353003,.0015998
21jan2004,2004,0,0,0,0,-.0049973,-.0049973,.0057148,.0046252,0,0,-.013,0,-.02,-.0139,-.013,-.0174999,-.0246999,-.0196004,-.0112,-.0182002,-.0335,-.0321002,-.0002999,-.0777,-.0647,-.052,-.0481,-.0456,-.0340999,-.0345998,-.0495,,2,.0647,.0472001,.0272999,.0284998,.0273998,.0006,.0024996,.0492001
27jan2004,2004,0,0,.0081659,.0050049,0,-.0049973,-.013451,.00779,0,0,-.0550001,.01,-.01,-.0287,-.0550001,-.0625,-.0576,-.0464997,-.0611,-.0871,-.0664001,-.0395999,-.0341997,-.0611,-.061,-.0597,-.0533,-.0613,-.0599,-.0548,-.0392001,,2,.0061001,-.0015,.0021,.0067999,-.0258,-.0065,.0152001,.0050004
28jan2004,2004,1,0,0,.1050034,.1800003,.2450027,.0848175,.0848413,0,0,.166,.03,.02,.1251999,.166,.1649001,.1389999,.1030002,.1983,.1926,.1343,.0791998,.0601997,.0831,.087,.0902001,.0846,.0927,.0959001,.0924001,.0644,.0848175,1,.0828999,.0779001,.0488,.0184002,.0999,.0383999,-.0132003,-.0042002
03feb2004,2004,0,.0055739,.004104,-.0049973,-.0050049,-.0050049,-.0211191,.0052303,.0055739,.0055739,-.0636001,0,-.01,-.0422001,-.0636001,-.0653999,-.0582001,-.0449004,-.082,-.0796001,-.0592999,-.0390997,-.0263,-.0154,-.0212,-.0284,-.0304999,-.029,-.0362999,-.04,-.0220001,,2,-.0482,-.0442001,-.0297999,-.0143998,-.0506001,-.023,.0009003,-.0042999
04feb2004,2004,0,0,0,0,-.0100021,-.0100021,.0071417,.0032098,0,0,.0193001,0,-.01,.0143,.0193001,.0230999,.0227001,.0153003,.0128,.0309999,.0288,.0158997,.0032997,.0124,.0122,.0112,.0063,.0123,.0114,.0079,-.0065999,,2,.0069001,.0109,.0115001,.0089998,.0186999,.0174,.0079997,.0098996
10feb2004,2004,0,-.0076274,0,0,0,-.0050049,.0283867,.0043008,-.0076274,-.0076274,.0584,.01,0,.0447,.0584,.0570998,.046,.0349998,.0674,.0671,.0427001,.0223999,.0272002,.0336,.0355,.0376,.0361,.0383,.0405,.0401001,.0275002,,2,.0248001,.0216,.0084,-.0011001,.0288001,.0022,-.0177002,-.0002999
11feb2004,2004,0,0,0,0,-.0049973,-.0049973,-.0518066,.0046252,0,0,-.0991,-.02,-.02,-.0754,-.0991,-.1029999,-.0990999,-.0784998,-.1250999,-.1171999,-.1048002,-.0815001,-.0395002,-.1071,-.0895,-.0671,-.0501001,-.0668,-.0443001,-.0276,-.0418,,2,.0079999,-.0135,-.0319998,-.0283999,-.0503999,-.0605001,-.0539,.0022998
17feb2004,2004,0,0,.0051696,-.0049973,0,.0049973,.0071417,.006687,0,0,.0079,.03,.02,.0073,.0079,.0062001,.0021,-.0023999,.0088,.0062001,-.0002999,-.0065999,-.0056,.0083,.012,.0158,.0141,.0174,.0210999,.0202999,.0043001,,2,-.0003999,-.0058,-.0137,-.0165,-.0112,-.0213999,-.0268998,-.0099001
18feb2004,2004,0,0,0,.0049973,.0049973,.0050049,.0071417,.0083802,0,0,.0147001,-.01,0,.0123,.0147001,.0141001,.0137999,.0117998,.0212001,.0138998,.0125999,.0141001,.0022998,.0098,.0035,-.0039,-.0067999,-.005,-.0123,-.0158999,-.0023,,2,.0049,.0105999,.0177,.0186,.0188998,.0249,.03,.0045998
24feb2004,2004,0,0,-.0068144,0,.0050049,0,-.0005484,.0055806,0,0,-.0082999,0,0,-.0060999,-.0082999,-.0086,-.0135999,-.0184002,-.0224,-.0053999,-.0140998,-.0251002,-.0193005,-.0187,-.0228,-.0287,-.033,-.0281,-.0341001,-.0393999,-.0321,,2,.0104001,.0142,.0151,.0146,.0227001,.0200002,.0142996,.0127995
25feb2004,2004,0,0,-.0083288,0,-.0100021,-.0149994,.0005022,.0010652,0,0,-.0277001,-.01,0,-.0184001,-.0277001,-.0293,-.0248001,-.0151,-.0297,-.0379,-.0269001,-.0114999,-.0028,-.0263,-.0294,-.0327,-.0326999,-.0335,-.0368999,-.0376999,-.0265999,,2,-.0014,.0001001,.0079,.0176001,-.0044,.0099999,.0262001,.0237999
02mar2004,2004,0,0,0,.0050049,.0049973,.0049973,.0346295,.0083806,0,0,.0534999,0,.01,.0411,.0534999,.0576999,.0589001,.053,.0626,.0671,.0645001,.0562,.0400996,.0316,.0352,.0373,.0292,.0411,.0429,.0361001,.0083001,,2,.0219002,.0225,.0215998,.0237999,.0260001,.0216001,.0200999,.0317996
03mar2004,2004,0,0,0,-.0049973,-.0149994,-.0199966,.0123526,.0002226,0,0,.0259,0,-.01,.0266,.0259,.0191,.0137,.0160003,.0404,.0116,.0026,.0107999,.02,.0274,.0287,.0246,.0017,.0331,.0286,.0067999,-.0416,,2,-.0015001,-.0096002,-.0108998,.0143001,-.0215,-.026,.0039999,.0616
09mar2004,2004,0,0,0,.0049973,.0049973,.0100021,.0109257,.0090266,0,0,-.0172,0,-.01,-.0017999,-.0172,-.0352,-.0533001,-.0546999,-.0058,-.0569,-.0802002,-.0755,-.04,-.0316,-.0333,-.0353,-.0362999,-.0353,-.0374001,-.0388,-.0346,,2,.0144,-.0019,-.0179999,-.0184,-.0216,-.0428001,-.0367,-.0053999
10mar2004,2004,0,0,0,.0050049,.0049973,.0049973,.0206983,.0083806,0,0,.0254999,0,0,.017,.0254999,.0213,.0128,.0058999,.0426,.0221999,.0054002,-.0014997,-.0011001,.0816,.079,.0721,.053,.0769,.0699,.0534999,.0165,,2,-.0560999,-.0577002,-.0592999,-.0471001,-.0547001,-.0644998,-.0549996,-.0176001
16mar2004,2004,1,0,0,-.0550003,-.0849991,-.0950012,-.0228238,-.0295025,0,0,-.0565001,0,-.01,-.0286,-.0565001,-.0729001,-.0822999,-.0775001,-.0546,-.1027,-.1049001,-.0879998,-.0599999,-.0991001,-.091,-.0828,-.0781,-.0792,-.0718,-.0709001,-.0718999,-.0228238,1,.0426002,.0181,.0005,.0006001,-.0235,-.0331001,-.0170997,.0118999
17mar2004,2004,0,0,0,-.0049973,0,0,.0102732,.0051107,0,0,.0125,-.03,0,.0096999,.0125,.013,.0105,.0032001,.0145,.0153,.0118999,.0018001,-.0049996,-.0831,-.0845,-.0797,-.0515,-.0893,-.0839,-.0591,.0079999,,2,.0955999,.0975001,.0901999,.0546999,.1046,.0957999,.0609001,-.0129995
23mar2004,2004,0,0,0,0,-.0049973,-.0100021,.0071417,.0039778,0,0,-.0054001,0,-.01,-.0081999,-.0054001,-.0036,-.0051999,-.0095,-.0102,.0014999,-.0024998,-.0118999,-.0134001,-.005,-.0046,-.0043,-.0062001,-.0036,-.0035,-.0048001,-.0118001,,2,-.0004001,.0010002,-.0008998,-.0033002,.0050999,.0010002,-.0070999,-.0016
24mar2004,2004,0,0,.0073769,0,.0050049,0,.0057148,.0081334,0,0,-.0114,-.02,-.01,-.0111001,-.0114,-.0086,-.0039999,.0002,-.016,-.007,0,.0046997,.0029001,-.0228,-.0238,-.0251,-.027,-.0253,-.0264001,-.0274999,-.0309,,2,.0114,.0151999,.0210998,.0272,.0183,.0264001,.0321996,.0338001
30mar2004,2004,0,0,.0182392,0,0,0,.0140573,.0093193,0,0,.0156,0,-.01,.0143,.0156,.0106001,.0045002,.0063996,.0235,.0077002,-.0045002,-.0011001,.0133004,.0385,.0344,.027,.017,.0303,.0222,.0112,.006,,2,-.0228999,-.0237999,-.0225,-.0105999,-.0225998,-.0267001,-.0123,.0073004
31mar2004,2004,0,.0049973,-.0171334,0,-.0050049,-.0100021,-.0155303,.0016089,.0049973,.0049973,-.0524,-.01,0,-.0201,-.0524,-.0664001,-.0668001,-.0547996,-.0495,-.1006,-.0846,-.0552001,-.0321002,-.0358,-.0509,-.0545,-.0289999,-.0805,-.0778999,-.0393,.0144,,2,-.0166001,-.0155001,-.0123,-.0258,-.0201,-.0067,-.0159001,-.0465002
06apr2004,2004,0,0,0,-.0049973,-.0100021,-.0100021,-.0196906,.0022822,0,0,-.0516,0,-.02,-.0384001,-.0516,-.0573001,-.0597999,-.0492001,-.0631,-.0669999,-.0688999,-.0565,-.0239,-.0135,-.0136,-.012,-.0112,-.0154,-.0118001,-.0088,-.0126998,,2,-.0381,-.0437,-.0478001,-.0380001,-.0515999,-.0570998,-.0476999,-.0112002
