date_daily,year,FOMCused,dffr1_tick_wide_scaled,dffr2_tick_wide_scaled,ded2_tick_wide,ded3_tick_wide,ded4_tick_wide,path,path_intra_wide,dffr1_intra_wide,dffr1_intra_wide,DNY2_long,DNY3M,DNY6M,DNY1,DNY2,DNY3,DNY5,DNY10,DNF1,DNF2,DNF3,DNF5,DNF10,DRY2,DRY3,DRY5,DRY10,DRF2,DRF3,DRF5,DRF10,path_m,stratRF3,Dbkeveny2,Dbkeveny3,Dbkeveny5,Dbkeveny10,DIF2,DIF3,DIF5,DIF10
14sep2005,2005,0,0,0,-.0100021,-.0049973,0,.0154858,.0034148,0,0,.0223,-.05,-.01,.0124998,.0223,.0268002,.0304,.0331001,.0268002,.0351999,.0360999,.0357003,.0344,-.0159,.0009999,.0191,.0117999,.017,.0486,.0326999,-.0081999,,2,.0381999,.0258,.0113001,.0213001,.0181999,-.0125,.0030004,.0425999
20sep2005,2005,1,.0450003,.0450001,.0100021,.0100021,.0099945,.0637407,.0252495,.0450003,.0450003,.0644999,.03,.05,.0604,.0644999,.0541,.0288,-.0030999,.079,.0524001,.0153999,-.026,-.0369,.0935,.0898999,.0677,.031,.0926,.0666,.0105,-.0107999,.0637407,1,-.029,-.0358,-.0389001,-.0341001,-.0401999,-.0512,-.0365,-.0261002
21sep2005,2005,0,0,0,.0050049,.0050049,0,-.0132149,.0077354,0,0,-.0397999,-.2,-.06,-.0427999,-.0397999,-.0411999,-.0495999,-.0678,-.0365999,-.039,-.0497999,-.0738001,-.0875001,-.0739,-.0666,-.0584,-.0470001,-.0624,-.0477999,-.0429999,-.0322001,,2,.0341001,.0253999,.0088,-.0207999,.0233999,-.002,-.0308002,-.0553
27sep2005,2005,0,0,0,0,0,.0049973,.032736,.0066847,0,0,.0253,-.03,-.01,.0220001,.0253,.0167999,.0107999,.0032001,.0472999,.0093999,-.0049,.0093999,-.0284004,-.0027,.0054001,.016,.0035,-.0163,.044,.0112,-.0152001,,2,.0279999,.0114,-.0051999,-.0002999,.0256999,-.0489,-.0018001,-.0132003
28sep2005,2005,0,0,0,0,-.0049973,0,.0147113,.0052715,0,0,.0012999,-.03,0,.0174,.0012999,-.0123,-.0222001,-.0421996,.0093999,-.0334001,-.0412002,-.0355997,-.0905995,-.0333,-.0254,-.0324,-.0522001,-.0093,-.0179,-.0619,-.0742998,,2,.0346,.0130999,.0102,.01,-.0241001,-.0233002,.0263003,-.0162997
04oct2005,2005,0,.0057406,-.0133947,.0049973,0,0,.013478,.005377,.0057406,.0057406,-.0063,.02,0,.0071001,-.0063,-.0103998,-.0096998,-.0120001,-.0140004,-.0212998,-.0145001,-.0053997,-.0265999,.0276,.0326999,.0279,.0129,.0365,.0401,.0055001,-.0037999,,2,-.0339,-.0430999,-.0376,-.0249,-.0577998,-.0546001,-.0108998,-.0228
05oct2005,2005,0,-.0059614,.0163938,.0049973,.0049973,.0049973,-.0012009,.0104761,-.0059614,-.0059614,-.0093002,-.05,-.02,-.0103002,-.0093002,-.0103002,-.0109,-.0177002,-.0049996,-.0113001,-.0128999,-.0118003,-.04,.0375999,.0242,.0088,-.0063,-.0008,-.0064,-.0195,-.0218,,2,-.0469,-.0345001,-.0197001,-.0114,-.0105001,-.0064999,.0076997,-.0181999
11oct2005,2005,0,.0077498,0,-.0149994,-.0149994,-.0149994,.0224014,.00012,.0077498,.0077498,.0363002,.1,.1,.0407,.0363002,.0381999,.0388999,.0345001,.0267997,.0381002,.0439,.0339999,.0332999,.0161999,.0027,.0038,.0447,.0076001,-.0391001,.0585001,.0582001,,2,.0201001,.0354998,.0351,-.0101998,.0305002,.0830001,-.0245001,-.0249002
12oct2005,2005,0,0,-.0050001,-.0100021,-.0099945,-.0149994,.0227776,-.0001915,0,0,.0247998,-.03,0,.0226002,.0247998,.0310998,.0407,.0542002,.0188999,.0362,.0497003,.0583,.0791001,.0535001,.05,.0484999,.0520999,.0433999,.0433,.0495999,.0592,,2,-.0287001,-.0188999,-.0078001,.0021,-.0071999,.0064002,.0087001,.0199001
18oct2005,2005,0,.0119228,.0036688,0,0,0,.0057148,.0084025,.0119228,.0119228,-.0157003,-.01,-.02,-.0151,-.0157003,-.0148001,-.0118999,-.0074997,-.0172,-.0147996,-.0107999,-.0050998,-.0027003,-.0098,-.0089999,-.0161,-.0239999,-.0003999,-.0144,-.0356002,-.0176001,,2,-.0059001,-.0058,.0042,.0165,-.0143996,.0036001,.0305004,.0148997
19oct2005,2005,0,0,0,.0049973,.0049973,.0049973,-.0012024,.0083792,0,0,-.0109,.01,0,-.0032001,-.0109,-.0162997,-.0214,-.0204,-.0119004,-.0241003,-.0292001,-.0274,-.0117998,-.0027,.0118999,.0127001,.0023,.0468,.0325,-.0012,-.0030999,,2,-.0081999,-.0281999,-.0341001,-.0227001,-.0709003,-.0617001,-.0262001,-.0086999
25oct2005,2005,0,0,.0081581,.0149994,.0149994,.0149994,.0398002,.014532,0,0,.0773997,.01,.01,.0543003,.0773997,.0854001,.0874,.0825,.0903001,.1040998,.0976005,.0847001,.0691004,.0676,.0718,.0686001,.0574,.0848,.0746,.0550001,.0420001,,2,.0098,.0135999,.0188,.0251,.0192997,.0230005,.0297,.0271003
26oct2005,2005,0,.0050001,.0050001,.0050049,.0149994,.0149994,.0458941,.0128233,.0050001,.0050001,.0543003,-.03,0,.0416999,.0543003,.0565996,.0567002,.0664001,.0644002,.0654001,.0577998,.0595999,.0879998,.0639,.0577999,.0496,.0401001,.0501001,.0419998,.0339999,.0288,,2,-.0095999,-.0012,.0071001,.0263,.0153,.0158,.0256,.0591998
01nov2005,2005,1,-.0051725,.0037357,.0099945,.0149994,.0149994,.0296932,.0120681,-.0051725,-.0051725,.0198998,-.02,-.01,.027,.0198998,.0113001,.0124002,.0144997,.0321002,-.0028,-.0032997,.0292997,-.0121002,.077,.0561,.0285,.0035,.0299,.0016,-.0221,-.0148001,.0296932,1,-.0571001,-.0447998,-.0161002,.0109999,-.0326999,-.0048997,.0513997,.0026999
02nov2005,2005,0,0,.0140912,.0049973,.0100021,.0100021,.0246831,.0123294,0,0,.0187001,-.02,0,.0096998,.0187001,.0278997,.0342999,.0340004,.0128999,.0405002,.0488,.0372,.0378003,.0418,.0288,.0192,.0163,.0055,.0017998,.0084999,.0149999,,2,-.0230999,-.0009,.0151,.0177002,.0350002,.0470002,.0287001,.0228004
08nov2005,2005,0,0,0,0,0,0,-.0109718,.0060384,0,0,-.0398002,0,-.01,-.0114002,-.0398002,-.0587001,-.0723,-.0769,-.0297999,-.0924997,-.0966001,-.0889997,-.0755,.0419,.0259,.0062001,-.0135,.0038,-.0144,-.0293999,-.0342999,,2,-.0817001,-.0846,-.0785,-.0634,-.0962998,-.0822001,-.0595999,-.0412002
09nov2005,2005,0,0,.0050001,.0049973,0,0,.0342517,.0078655,0,0,.0584002,.03,.02,.0471001,.0584002,.0653,.0697999,.0699,.0618,.0774999,.0789003,.0743999,.0665002,.0673,.0704999,.0675,.0546,.0797,.0729001,.0537999,.036,,2,-.0088999,-.0051999,.0023,.0153,-.0022001,.0060003,.0206001,.0305002
15nov2005,2005,0,0,.0055358,.0050049,.0100021,.0100021,-.0064134,.0107918,0,0,-.0243998,-.01,-.01,-.0088997,-.0243998,-.0339003,-.0418,-.0489001,-.0216002,-.0507002,-.0537,-.0539999,-.0588002,.0357999,.0111001,-.0143001,-.0256,-.0252001,-.0479,-.0509,-.0283,,2,-.0602,-.0450001,-.0275002,-.0232999,-.0255001,-.0058,-.0030999,-.0305002
16nov2005,2005,0,.0107145,-.0015873,0,0,-.0049973,-.0213969,.0066379,.0107145,.0107145,-.0503001,-.01,-.04,-.0549002,-.0503001,-.0678997,-.0798001,-.0738997,-.0092998,-.0879998,-.1077003,-.086,-.0577998,-.0609999,-.0667,-.0709,-.0637,-.0755,-.0793999,-.0729001,-.0425,,2,.0107,-.0012,-.0088999,-.0102,-.0124998,-.0283004,-.0130999,-.0152998
22nov2005,2005,0,.0187504,-.0163099,-.0199966,-.0300064,-.0199966,-.0387375,-.0051184,.0187504,.0187504,-.0532999,-.07,-.07,-.0643001,-.0532999,-.0527,-.0502,-.0235,-.0409999,-.0468998,-.0537,-.0335002,.0283003,-.0934999,-.0905,-.0764,-.0391002,-.0921,-.0755,-.0353999,.0183001,,2,.0402,.0377998,.0262001,.0156,.0452002,.0218,.0018997,.0100002
23nov2005,2005,0,.0049996,-.0027498,-.0050049,.0049973,.0050049,.0303393,.0067435,.0049996,.0049996,.0346999,.02,.06,.0447001,.0346999,.0336003,.0380998,.0470996,.0267,.0264001,.0365,.0511999,.0574999,.0848,.0652,.0529,.0612001,.0311999,.0247,.0472,.0778999,,2,-.0500998,-.0316,-.0147998,-.0141001,-.0047998,.0117999,.0039999,-.0204
29nov2005,2005,0,0,.0110717,.0049973,.0049973,.0100021,.0419434,.0110182,0,0,.0734,0,.01,.0507998,.0734,.0802999,.0798998,.0732002,.0871,.0983,.0888,.0721998,.0633001,.1195002,.0878999,.0890001,.0678,.0039999,.0508001,.1101999,-.0292001,,2,-.0461001,-.0076001,-.0091,.0053999,.0943,.0379999,-.0380001,.0925002
30nov2005,2005,0,0,0,0,-.0049973,-.0049973,.0242045,.0046252,0,0,.0194001,-.03,-.01,.0232,.0194001,.0153003,.0156002,.0176001,.0240998,.0086999,.0078001,.0242,.0042,.023,.0283,.0338999,.0051,.0274,.0468999,.0271001,-.0537,,2,-.0035999,-.013,-.0183001,.0125,-.0187001,-.0390998,-.0029001,.0579
06dec2005,2005,0,0,0,-.0049973,-.0149994,-.0100021,-.0013144,.0015153,0,0,-.0562997,0,-.02,-.0464001,-.0562997,-.0643001,-.0753999,-.0850997,-.0572,-.0742002,-.0856004,-.0962,-.0881,.0179,-.0060999,-.0302,-.0402999,-.0421001,-.0628999,-.0646,-.0395,,2,-.0741999,-.0581999,-.0451999,-.0447998,-.0321001,-.0227004,-.0316,-.0486
07dec2005,2005,0,0,0,-.0049973,.0049973,.0049973,.0123526,.0065239,0,0,.0141997,-.01,-.01,.0075002,.0141997,.0180998,.0242,.0334001,.0171003,.0237999,.0281,.0379,.0404,.0829999,.0748,.0611999,.0441,.0663,.0513999,.0324001,.0283,,2,-.0688,-.0567,-.0369999,-.0107,-.0425001,-.0232999,.0054998,.0121
13dec2005,2005,1,0,-.0050001,-.0200043,-.0350037,-.0350037,.0147674,-.0084734,0,0,-.0230999,.01,0,-.0090003,-.0230999,-.0258999,-.0215001,-.0124998,-.0328002,-.0366001,-.0254002,-.0068998,-.0061998,-.023,-.0207,-.0198998,-.0177,-.0157,-.0166999,-.0200002,-.0088,.0147674,1,-.0000999,-.0052001,-.0016,.0052001,-.0209001,-.0087003,.0131004,.0026002
14dec2005,2005,0,0,-.0051848,-.0049973,-.0099945,-.0049973,-.0339013,.001998,0,0,-.0609002,-.02,-.04,-.0511999,-.0609002,-.0689001,-.0808997,-.0932002,-.0618,-.0784998,-.0907998,-.1048999,-.0988002,-.0256002,-.0391998,-.0473001,-.0403001,-.0628,-.067,-.0496998,-.0286,,2,-.0353,-.0297,-.0336001,-.0529001,-.0156997,-.0237998,-.0552001,-.0702002
20dec2005,2005,0,0,.0066668,.0049973,.0100021,0,.0404726,.0097001,0,0,.0286999,-.01,0,.0230999,.0286999,.0302997,.0275998,.0167003,.0311999,.0354004,.0311999,.0159001,.0023003,.0178001,.0184,.0204,.0144999,.017,.0218,.0228,-.0072,,2,.0109,.0118999,.0072,.0021999,.0184004,.0093999,-.0068998,.0095003
21dec2005,2005,0,0,-.0070002,-.0049973,-.0050049,-.0049973,.0273361,.0024371,0,0,.0360999,.03,-.02,.0235,.0360999,.0335002,.0236998,.0204997,.0516,.0398998,.0181999,.0063,.0243998,.0130999,.0190001,.0218999,.0171001,.0299001,.0303,.0216,.0044999,,2,.023,.0144999,.0018001,.0034001,.0099998,-.0121001,-.0153,.0198998
27dec2005,2005,0,0,-.0093327,-.0099945,-.0100021,-.0149994,-.0095772,-.0009706,0,0,-.0103998,-.01,.03,-.0007,-.0103998,-.0135002,-.0217004,-.0433998,-.0193,-.0191002,-.0221,-.0478997,-.0668998,.0023,-.0049,-.0151999,-.029,-.0140001,-.0236,-.0365,-.0434999,,2,-.0126998,-.0086,-.0065,-.0144,-.0051001,.0015,-.0113997,-.0233998
28dec2005,2005,0,0,0,0,.0050049,.0049973,.0154842,.0074527,0,0,.0211,-.03,-.02,.0226998,.0211,.0272002,.0367002,.0377998,.0115004,.0300002,.0468998,.0497999,.0327997,.0089002,.0122001,.0204999,.0318,.0135,.0240999,.0398999,.0404999,,2,.0121999,.0150001,.0161998,.006,.0165002,.0227998,.0099,-.0077002
03jan2006,2006,0,0,0,.0199966,.0200043,.015007,-.0251809,.0147611,0,0,-.0610995,.08,.03,-.027,-.0610995,-.0615001,-.04,-.0114002,-.0916996,-.0843997,-.0399003,.0131001,.0170999,-.0892,-.0654001,-.0462,-.0325999,-.0246,-.0145,-.0212001,-.0093999,,2,.0281,.0039001,.0062001,.0211999,-.0597997,-.0254003,.0343002,.0264997
04jan2006,2006,0,0,-.0050001,0,0,-.0049973,-.0141511,.0044926,0,0,-.0273004,.03,-.03,-.0195999,-.0273004,-.0279999,-.0235,-.0166001,-.0334001,-.0336003,-.0244999,-.0109,-.0121999,-.0240998,-.0170999,-.0074999,-.0089002,-.0105,.0029,.0062001,-.0242,,2,-.0032001,-.0109,-.016,-.0077,-.0231004,-.0273999,-.0171001,.0120001
10jan2006,2006,0,0,0,0,0,0,.0350738,.0060384,0,0,.0407,.06,.02,.0326004,.0407,.0434003,.0448999,.0492001,.0454001,.0497003,.0476999,.0482998,.0549002,.0144,.0158,.016,.0179999,.0189999,.0175,.0163,.0227001,,2,.0263,.0275998,.0289001,.0311999,.0307003,.0301999,.0319998,.0322001
11jan2006,2006,0,0,0,.0050049,.0049973,.0049973,.0259092,.0083806,0,0,.0345001,.01,.03,.0320997,.0345001,.0345998,.0331001,.0304999,.0363998,.0363998,.0334001,.0286002,.0286999,.0150001,.0208001,.0179,.0072,.0365001,.0268,.0017002,.0019,,2,.0195,.0138001,.0151999,.0232999,-.0001003,.0066,.0269001,.0267999
17jan2006,2006,0,0,-.0055358,-.0100021,-.0099945,-.0099945,.0040101,.0003595,0,0,-.0061998,.05,.04,-.0074997,-.0061998,-.0085001,-.0151,-.0226002,-.0032001,-.0081,-.0174003,-.0306001,-.0243001,-.1066999,-.0724,-.0472001,-.0468,-.0149001,.0009999,-.0249001,-.0466001,,2,.1004999,.0639,.0321,.0242,.0068001,-.0184002,-.0057,.0223
18jan2006,2006,0,-.0119234,.0028616,0,.0049973,.0050049,.0085685,.0062631,-.0119234,-.0119234,.0078001,-.03,-.01,.0086999,.0078001,.0063,.0053,.0118003,.0090003,.0046,.0021,.0071998,.0250001,.0669,.0447,.0216,.013,.0122,-.0087,-.0115999,.0176001,,2,-.0590999,-.0383999,-.0163,-.0012,-.0075999,.0108,.0187997,.0074
24jan2006,2006,0,-.0050001,.002381,0,.0049973,0,.0154842,.0065188,-.0050001,-.0050001,.0209999,.02,.01,.0112,.0209999,.0256,.0286999,.0303001,.0246,.0342999,.0351,.0315003,.0354004,.0333,.043,.0516001,.0485998,.0579,.0654,.0606999,.0332999,,2,-.0123,-.0174,-.0229001,-.0183001,-.0236001,-.0303,-.0291996,.0021005
25jan2006,2006,0,0,0,.0100021,.0149994,.0149994,.0423196,.0121368,0,0,.0847001,.02,.03,.0643001,.0847001,.0907998,.0901003,.0915003,.0967002,.1073003,.0976,.0841999,.1029997,.1187999,.1035,.0870999,.0786002,.0814,.0664999,.0624,.0755,,2,-.0341001,-.0126998,.003,.0128999,.0259002,.0311,.0217999,.0274997
31jan2006,2006,1,.0050001,.0250001,.0250015,.034996,.034996,.0085685,.0257879,.0050001,.0050001,.0113001,-.01,-.03,.0137,.0113001,.0079999,.0005999,-.0151,.0118999,.0053997,-.0026999,-.0180001,-.0394001,-.0587,-.0502,-.0415,-.0441999,-.038,-.0296,-.0304999,-.0654001,.0085685,1,.0699999,.0581999,.0421,.0290999,.0433997,.0269002,.0124998,.026
01feb2006,2006,0,0,0,0,0,-.0049973,.0447779,.005392,0,0,.0524998,0,.01,.0407,.0524998,.0542998,.0468001,.0281,.0605001,.0636001,.0506001,.0225997,.0053,.0481,.0519,.0517,.0374,.0592999,.0583,.0434999,.0069001,,2,.0044,.0023999,-.0049,-.0093,.0043001,-.0077,-.0209002,-.0016
07feb2006,2006,0,0,.0050001,.0050049,.0049973,.0049973,.0005022,.0092801,0,0,-.0030003,.01,-.01,-.0023999,-.0030003,-.0010004,.0075002,.0304999,-.0043998,-.0014,.0079002,.0328002,.0636001,.0387,.0365,.0346999,.0362999,.0331,.0315001,.0332,.0416999,,2,-.0416999,-.0375001,-.0272,-.0058,-.0345,-.0235999,-.0003998,.0219002
08feb2006,2006,0,-.0070002,.0050001,-.0049973,0,0,.0284344,.0050096,-.0070002,-.0070002,.026,.01,0,.0262003,.026,.0268002,.0275002,.0229001,.0243001,.0271997,.0295,.0263,.0139003,.0417,.0431,.0433,.0388,.0454,.0453999,.0413001,.0285001,,2,-.0157001,-.0163,-.0158,-.0158999,-.0182003,-.0158999,-.0150001,-.0145998
14feb2006,2006,0,0,0,-.0049973,-.0050049,-.0049973,.0137811,.0036963,0,0,.0229001,0,.01,.0139003,.0229001,.0258999,.0271001,.0327001,.0283003,.033,.0302,.0293999,.0461998,.0554,.0530001,.05,.0471001,.0496001,.0467999,.0446999,.0430999,,2,-.0324998,-.0271001,-.0228999,-.0144,-.0166001,-.0165999,-.0153,.0030999
15feb2006,2006,0,-.0107695,-.0043591,-.0049973,-.0049973,-.0099945,.0137315,.0007277,-.0107695,-.0107695,-.0047998,0,-.02,-.0118003,-.0047998,-.0012999,-.0008998,-.0125003,-.0029001,.0053,.0050998,-.007,-.0372996,-.0159999,-.0157001,-.0145998,-.0123,-.0153,-.0142,-.0116999,-.0091,,2,.0112,.0144,.0137,-.0002,.0206001,.0192997,.0046999,-.0281997
21feb2006,2006,0,0,0,.0200043,.0249939,.0199966,.0290408,.0161736,0,0,.0409002,.02,.04,.0384002,.0409002,.0419998,.0391002,.0218997,.0412998,.0447001,.0422997,.0254998,-.0086999,-.0047001,-.0082,-.0078,.0081999,-.0152,-.0140001,.0016,.0419002,,2,.0455999,.0502,.0469,.0137,.0599002,.0562998,.0238998,-.0506001
22feb2006,2006,0,-.0049996,.0015216,-.0050049,-.0050049,0,.0005022,.0039004,-.0049996,-.0049996,-.0202003,.01,-.03,-.0153999,-.0202003,-.0244999,-.0313001,-.0397997,-.0204997,-.0293999,-.0365,-.0451999,-.0487003,-.0239,-.023,-.0242,-.0309999,-.0203,-.0222,-.0304,-.0410001,,2,.0037,-.0014999,-.0071001,-.0088,-.0090998,-.0143,-.0147998,-.0077002
28feb2006,2006,0,0,-.0088237,0,-.0049973,0,-.0116259,.0036843,0,0,-.0421,0,-.02,-.0355,-.0421,-.0465002,-.0502,-.0464001,-.0436001,-.0528998,-.0563998,-.0534997,-.0311999,-.0545001,-.0526,-.0511999,-.0513999,-.0493,-.0484,-.0504,-.0499001,,2,.0123999,.0060999,.0009999,.0049999,-.0035999,-.0079998,-.0030997,.0187001
01mar2006,2006,0,0,0,0,.0049973,.0049973,.0227782,.0074516,0,0,.0051999,-.02,.01,.0187998,.0051999,.0051003,.0172997,.0381999,-.0057001,-.0050001,.0155997,.0516996,.0527,-.0053999,.001,.0118999,.0284998,.0079,.0193,.0361001,.0481,,2,.0106001,.0041001,.0053999,.0097001,-.0129001,-.0037003,.0155995,.0046
07mar2006,2006,0,.0064585,-.0317368,0,0,0,.0106495,.0012526,.0064585,.0064585,.0100002,0,0,.0092998,.0100002,.0086002,.0042996,-.0015001,.0117002,.0086999,.0028,-.006,-.0050998,.0292,.0235,.0167,.0112,.0157999,.0093,.0051,.0058999,,2,-.0191998,-.0149,-.0123999,-.0127001,-.0071,-.0065,-.0111001,-.0109997
08mar2006,2006,0,.0067393,-.0050001,.0050049,.0149994,.0199966,-.0032818,.0119194,.0067393,.0067393,-.0186,-.02,0,-.0258999,-.0186,-.0160999,-.0134997,-.0008001,-.0139003,-.0105,-.0118003,-.0053,.0254998,.061,.0596,.0557001,.0465,.0589001,.0544999,.0449998,.0332999,,2,-.0796001,-.0757,-.0692,-.0473001,-.0694001,-.0663002,-.0502999,-.0078001
14mar2006,2006,0,.0091179,0,0,-.0049973,-.0050049,-.0562939,.0059274,.0091179,.0091179,-.0855999,-.02,-.03,-.0606999,-.0855999,-.0928001,-.0876002,-.0679998,-.0995998,-.1132002,-.0984998,-.0636001,-.0439,-.107,-.0989001,-.0883999,-.0771999,-.0882001,-.0781,-.0690999,-.0639,,2,.0214,.0060999,.0007999,.0092001,-.0250001,-.0203998,.0054998,.02
15mar2006,2006,0,0,-.0051668,0,-.0050049,-.0100021,.0175667,.0030472,0,0,.0095997,.04,.01,.0299001,.0095997,.0040998,.0082998,.0243998,-.0021,-.0125999,-.0001001,.0272999,.0478997,.0094,.0065,.0079999,.0237999,0,.0025001,.0193,.0539,,2,.0002,-.0023999,.0002999,.0005999,-.0125999,-.0026002,.0079999,-.0060003
21mar2006,2006,0,0,0,.0050049,-.0050049,0,.0612896,.0061994,0,0,.073,.03,.03,.0560999,.073,.0755,.0667,.0507998,.0848999,.0887003,.0709,.04,.0370998,.0987,.0999,.0922,.063,.1065001,.0967,.0638001,.0172,,2,-.0256999,-.0244,-.0255001,-.0121999,-.0177999,-.0258,-.0238001,.0198998
22mar2006,2006,0,0,0,0,.0050049,0,.0154858,.0068064,0,0,.0123997,0,-.01,.0053,.0123997,.0121999,.0046,-.0105,.0179,.0173998,.0056,-.0174999,-.0244999,.0194,.0098,-.0019002,-.0109999,-.0032001,-.0144999,-.0218999,-.0174,,2,-.007,.0023999,.0065,.0005,.0205998,.0200999,.0044,-.0070999
28mar2006,2006,1,.0050001,.0197617,.0550003,.0599976,.0649948,.0648578,.038131,.0050001,.0050001,.0770998,.02,.03,.0651002,.0770998,.0854001,.0906,.0767999,.0785003,.0977998,.1040001,.0890002,.046,.0507002,.0586998,.0632999,.0543001,.0720999,.0752001,.0627999,.0353,.0648578,1,.0264001,.0267,.0272999,.0225,.0256999,.0288,.0262003,.0107
29mar2006,2006,0,0,0,.0049973,.0100021,.0049973,.0221252,.0091472,0,0,.0179,-.02,0,.0077,.0179,.0177002,.0149999,.0324001,.0281,.0236001,.0117998,.0166001,.0770001,-.0202,-.0074999,.0112,.033,.0080001,.027,.0486002,.0539999,,2,.0381,.0251999,.0038002,-.0005999,.0156,-.0152001,-.0320001,.0230002
04apr2006,2006,0,0,0,-.0050049,-.0100021,-.0049973,-.0095465,.0029281,0,0,-.0249,.01,-.01,-.0127001,-.0249,-.0257001,-.0181003,-.0040998,-.0347004,-.0346003,-.0196996,.0033998,.0118999,.0034001,.0074,.0123,.0161002,.0128,.0176001,.0208001,.0187001,,2,-.0282998,-.0331001,-.0304,-.0202,-.0474002,-.0372996,-.0174003,-.0068002
05apr2006,2006,0,0,0,.0049973,.0050049,.0050049,-.0151321,.0083814,0,0,-.0311999,-.01,-.02,-.0256,-.0311999,-.0327997,-.0320997,-.0273004,-.0345998,-.0372,-.0343003,-.0285001,-.0149999,-.0543001,-.0548,-.0533998,-.0437,-.0567,-.0548999,-.0466001,-.0232,,2,.0230999,.0220001,.0213001,.0163999,.0195,.0205996,.0181,.0082002
11apr2006,2006,0,.0078949,0,-.0049973,0,0,-.0064134,.0062392,.0078949,.0078949,-.0185003,.01,-.01,-.0183001,-.0185003,-.0232,-.0314999,-.033,-.0131998,-.0256996,-.0388002,-.0447001,-.0265999,-.0419999,-.0411999,-.0388999,-.0323,-.0409,-.0384002,-.0323,-.0209,,2,.0235,.0180001,.0074,-.0007,.0152004,-.0004001,-.0124002,-.0056999
12apr2006,2006,0,0,0,0,.0049973,.0050049,.0206967,.0074526,0,0,.0307002,0,.03,.0334997,.0307002,.0322003,.0369997,.0415001,.0267,.0311999,.0391002,.0468001,.0453,.0072,.0153,.0267,.0402999,.0257001,.0369,.0486999,.0579998,,2,.0235,.0168998,.0102999,.0012,.0054998,.0022001,-.0018997,-.0126998
18apr2006,2006,0,0,0,.0049973,.0049973,.0049973,-.0383115,.0083792,0,0,-.0660996,0,-.03,-.0402999,-.0660996,-.0682998,-.0518999,-.0222998,-.0858998,-.0875001,-.0562997,-.0049,.0057001,-.1216,-.1039001,-.0794001,-.0534999,-.0813999,-.0569999,-.0325999,-.0296001,,2,.0555,.0355999,.0275002,.0311999,-.0061002,.0007002,.0276999,.0353003
19apr2006,2006,0,0,0,-.0049973,-.0100021,-.0100021,.0206983,.0022822,0,0,.0149999,.01,0,.0023999,.0149999,.0230999,.0338001,.0518999,.0186,.0345001,.0432,.0566001,.0791001,-.0550001,-.0391001,-.0191998,-.0002,-.0178001,.0012999,.0160999,.0203001,,2,.0699999,.0622001,.053,.0520999,.0523002,.0419002,.0405002,.0588
25apr2006,2006,0,0,0,.0049973,0,-.0049973,.0392876,.0063196,0,0,.0587001,.04,.03,.0395999,.0587001,.0675001,.0742002,.0842996,.0669999,.0839,.085,.0851002,.1025996,.0876,.0983,.0957,.0785,.1249001,.1115999,.0746,.0632,,2,-.0288999,-.0308001,-.0214999,.0057998,-.0410001,-.0265999,.0105002,.0393996
26apr2006,2006,0,0,0,0,0,-.0049973,.0379469,.005392,0,0,.0503998,0,.02,.0465999,.0503998,.0476003,.0395999,.0338001,.0569,.0489998,.0355,.0235,.0318003,.0227001,.0265999,.0249,.0177,.0372,.0304,.0155001,.0104001,,2,.0276999,.0210001,.0146999,.0161002,.0117998,.0051,.0079999,.0214002
02may2006,2006,0,0,-.0107145,-.0049973,0,0,.0109273,.0031834,0,0,-.0053,-.01,0,-.0029001,-.0053,-.0077004,-.0123,-.0204,-.0053,-.0103002,-.0149999,-.0230002,-.0313997,.0008999,-.0007999,.0002999,.0063999,-.0051999,-.0026,.0068002,.0138998,,2,-.0061998,-.0069001,-.0125999,-.0267999,-.0051003,-.0123999,-.0298004,-.0452995
03may2006,2006,0,0,.0136367,-.0049973,-.0049973,-.0049973,.0296645,.0061505,0,0,.0235,.01,.02,.0264001,.0235,.0264001,.0342002,.0376,.0181003,.0258002,.0383,.0495,.0299997,.0671,.0530999,.0442002,.052,.0293,.0237999,.0404,.0681002,,2,-.0436001,-.0267,-.01,-.0144,-.0034997,.0145001,.0091,-.0381005
09may2006,2006,0,0,0,0,0,0,.0071417,.0060384,0,0,-.0001998,.01,0,.0005002,-.0001998,.0014,.0044999,.0058999,-.0025001,.0016999,.007,.0100999,.0061002,-.0325,-.0288,-.0235999,-.0181,-.0242002,-.0188999,-.0135,-.0139999,,2,.0323,.0302,.0281,.0239999,.0259001,.0258999,.0235999,.0201001
10may2006,2006,1,0,.0250001,.0550003,.0699997,.0650024,.0130281,.0398945,0,0,.0216999,0,0,.0246997,.0216999,.0166001,.0064001,-.0079002,.0237002,.0127001,.0004001,-.0162001,-.0238004,-.0156,-.0097001,-.0031002,-.0019,-.0015998,.0049,.0068998,-.0095999,.0130281,1,.0373001,.0263,.0095,-.006,.0142999,-.0044999,-.0230999,-.0142004
16may2006,2006,0,0,0,.0049973,0,.0050049,-.013497,.0076134,0,0,-.0333996,-.03,-.03,-.0318999,-.0333996,-.0391998,-.0493002,-.0521998,-.0279999,-.0430999,-.0581999,-.0658998,-.0455003,-.0379,-.0392001,-.0407,-.0403998,-.0409999,-.0425,-.0427999,-.0369999,,2,.0044999,0,-.0086,-.0118001,-.0021,-.0156999,-.0230999,-.0085003
