date,r2y_prem,r3y_prem,r4y_prem,r5y_prem,r6y_prem,r7y_prem,r8y_prem,r9y_prem,r10y_prem,r11y_prem
1/29/1999,-0.536978139,0.016010148,0.477514817,0.83881657,1.120898288,1.346513244,1.533288948,1.693153897,1.833612454,1.959206602
2/1/1999,-0.564438236,-0.055307249,0.388560761,0.746041927,1.030936809,1.261900438,1.454367773,1.619233171,1.763628822,1.892074309
2/2/1999,-0.544926489,-0.047394827,0.390713619,0.745820001,1.030169651,1.261438854,1.454485708,1.619900458,1.764681627,1.893312641
2/3/1999,-0.483400812,0.014299738,0.449985424,0.802104565,1.083607586,1.312354254,1.503194164,1.666655624,1.809674299,1.936684892
2/4/1999,-0.480472498,0.001953095,0.433289945,0.785501657,1.0687546,1.299628267,1.492392475,1.657353892,1.801409491,1.929042551
2/5/1999,-0.479967043,-0.000386269,0.43133194,0.784838444,1.069493509,1.301596341,1.495335747,1.661018426,1.805573289,1.933525519
2/8/1999,-0.476751458,0.009441472,0.443646328,0.797783057,1.082237799,1.313819265,1.50697197,1.672120111,1.816234867,1.943844976
2/9/1999,-0.471703458,0.005952869,0.433423588,0.782674312,1.063787799,1.293188709,1.484984509,1.649345936,1.793067219,1.920556935
2/10/1999,-0.517222243,-0.049039658,0.37783883,0.729405964,1.013522204,1.245793164,1.440064029,1.606469739,1.751855163,1.880705539
2/11/1999,-0.511724582,-0.059437556,0.358482684,0.705629514,0.988056377,1.220116491,1.414864198,1.581982487,1.728085692,1.857560187
2/12/1999,-0.475651084,-0.081711476,0.307036247,0.643091821,0.924305004,1.159660261,1.359050086,1.530512207,1.67995341,1.811581695
2/16/1999,-0.504108213,-0.085499244,0.319429342,0.662728242,0.945415965,1.179375641,1.37641316,1.545627111,1.693413301,1.824130906
2/17/1999,-0.393792841,0.04475182,0.449884011,0.786251646,1.060101207,1.285484782,1.475013192,1.63796868,1.780662723,1.907270996
2/18/1999,-0.380224836,0.042395497,0.440193691,0.774605615,1.049290863,1.276607487,1.468197289,1.632866666,1.776749726,1.904008785
2/19/1999,-0.403064097,0.003929626,0.396369274,0.729881901,1.00555931,1.234533774,1.427861225,1.594095223,1.739290116,1.867613417
2/22/1999,-0.387660447,0.016954896,0.403425294,0.732346059,1.005297338,1.23289758,1.42564507,1.591693232,1.736850179,1.865146702
2/23/1999,-0.381672798,0.019066145,0.405808051,0.73610612,1.010581645,1.239543441,1.43340105,1.600304008,1.746089891,1.874829811
2/24/1999,-0.355888958,0.037674615,0.421080553,0.750320932,1.024960383,1.254610334,1.449259726,1.616836803,1.763086289,1.892060895
2/25/1999,-0.331665295,0.03847042,0.413581588,0.740797315,1.015986355,1.247041867,1.443132213,1.611832507,1.758783495,1.888059907
2/26/1999,-0.362533189,0.045372421,0.440896361,0.77820803,1.057634864,1.289897945,1.485865753,1.65404751,1.800535666,1.929576371
3/1/1999,-0.3673378,0.008313749,0.39092367,0.724620746,1.004790981,1.239541397,1.438373314,1.609147236,1.757711729,1.888282898
3/2/1999,-0.367100076,0.021104007,0.408224682,0.742270389,1.020918163,1.253568099,1.450392019,1.619546272,1.766964787,1.89684042
3/3/1999,-0.113172789,0.291202186,0.669328325,0.988623709,1.252793038,1.472777916,1.658822772,1.81874464,1.958092474,2.080737951
3/4/1999,-0.078352372,0.320520115,0.694071468,1.010367266,1.272759511,1.491710234,1.677091603,1.836485518,1.975313485,2.097390446
3/5/1999,-0.099781166,0.319115368,0.702708564,1.023601756,1.287629928,1.506734977,1.691657739,1.850450524,1.988757658,2.110474161
3/8/1999,-0.092611339,0.333732664,0.719620959,1.04041785,1.30334439,1.521057912,1.704651424,1.862326198,1.999766162,2.120851448
3/9/1999,-0.085768114,0.383822322,0.790619154,1.119758558,1.384241272,1.600231811,1.780858864,1.93540267,2.07004291,2.188826385
3/10/1999,0.010711624,0.457251537,0.845108052,1.160602912,1.41580318,1.625558666,1.801888676,1.95329766,2.085478527,2.20219535
3/11/1999,-0.018925736,0.442818359,0.842420535,1.165167824,1.424269187,1.635876386,1.812976272,1.964679091,2.097014069,2.213909009
3/12/1999,0.006383466,0.458987606,0.848769157,1.164494616,1.419247948,1.628350795,1.804046218,1.954933266,2.08673094,2.203195116
3/15/1999,-0.013285726,0.468428513,0.875578379,1.19987412,1.457782936,1.667190653,1.841980005,1.991673223,2.122441259,2.238212948
3/16/1999,-0.023277958,0.448147151,0.84826293,1.16788949,1.422846183,1.630505987,1.804369275,1.95369225,2.08446828,2.200508839
3/17/1999,0.07748267,0.5349994,0.919826853,1.227849651,1.474966117,1.677489737,1.847883275,1.994657589,2.123341654,2.237485732
3/18/1999,0.06336801,0.524258516,0.911060588,1.220319827,1.468213733,1.671226782,1.841938811,1.988936577,2.117794121,2.232086139
3/19/1999,0.086299586,0.522924965,0.89701269,1.200654628,1.446912368,1.650233461,1.821975669,1.970068964,2.099786212,2.214605544
3/22/1999,0.020435345,0.484383117,0.881518306,1.200752092,1.456530033,1.665351551,1.840226988,1.990185353,2.121154162,2.236968028
3/23/1999,0.075603863,0.529170425,0.916117954,1.228235642,1.479556883,1.685626531,1.858668897,2.007203159,2.136870567,2.251368185
3/24/1999,-0.041973566,0.420987311,0.820762039,1.143774963,1.403303207,1.615404655,1.792995692,1.945152087,2.07789082,2.195138688
3/25/1999,-0.03973011,0.410756188,0.805656434,1.127734138,1.388176399,1.601856659,1.781061617,1.934574697,2.068313688,2.186208237
3/26/1999,-0.023171663,0.436008231,0.834906792,1.158896024,1.420125168,1.633924923,1.812840261,1.965808527,2.098840309,2.215922431
3/29/1999,-0.011241075,0.436457753,0.830418924,1.153157667,1.414947077,1.629980968,1.810178053,1.964177558,2.097885581,2.215289055
3/30/1999,-0.012628297,0.448544233,0.84703312,1.169921613,1.429961537,1.642689661,1.820706401,1.972946045,2.105395412,2.222012683
3/31/1999,0.064126666,0.519664588,0.910301313,1.226621559,1.481795234,1.690979072,1.866308836,2.016361189,2.146891656,2.261725029
4/1/1999,0.083062229,0.543518782,0.93833576,1.256942742,1.512888009,1.721902575,1.896563763,2.04572832,2.175311667,2.289222313
4/5/1999,0.045764538,0.510243276,0.905193722,1.222539917,1.476951949,1.684669841,1.858476975,2.007276474,2.136948435,2.251328662
4/6/1999,-0.015226917,0.471823559,0.88101734,1.205888597,1.463596814,1.672389009,1.846364933,1.995174869,2.125060218,2.239985481
4/7/1999,-0.012887094,0.505790141,0.933780819,1.267782721,1.528663097,1.737474508,1.910104525,2.05720951,2.185526736,2.299216064
4/8/1999,0.001711953,0.548191848,0.985609496,1.320045961,1.57741526,1.781492964,1.949549257,2.092844664,2.218291116,2.330004305
4/9/1999,-0.048581163,0.498594784,0.941571506,1.281912409,1.544269227,1.752248232,1.923277217,2.06883334,2.196019837,2.309101155
4/12/1999,-0.09746982,0.446590598,0.891153027,1.233584211,1.497709218,1.707147641,1.879482539,2.026318175,2.154831379,2.269316772
4/13/1999,-0.048929756,0.474389506,0.906280286,1.242393362,1.504084921,1.713043946,1.885618485,2.032730454,2.161240406,2.275343379
4/14/1999,-0.026645378,0.507667638,0.945312344,1.283738688,1.545744954,1.753998342,1.925439611,2.071314565,2.198640702,2.311674975
4/15/1999,0.00606747,0.534457677,0.967407861,1.303216913,1.564098822,1.772025418,1.943437101,2.089286932,2.216450543,2.329136752
4/16/1999,-0.021146157,0.497399818,0.928611871,1.265976448,1.529589367,1.740444219,1.914548037,2.062696691,2.191745243,2.305943968
4/19/1999,-0.019188813,0.516209656,0.954374225,1.29399305,1.557610309,1.767500158,1.94034801,2.087282737,2.215295842,2.328668576
4/20/1999,-0.024195604,0.504840308,0.938467085,1.275499916,1.537909184,1.747410893,1.920298303,2.067461988,2.195763006,2.30941883
4/21/1999,0.028106273,0.563489599,0.996894231,1.331214781,1.590245423,1.796484695,1.966515449,2.1112899,2.237633708,2.349694328
4/22/1999,0.019372513,0.541607708,0.972424336,1.308893715,1.571806009,1.782132124,1.955742795,2.103328521,2.231688666,2.345056372
4/23/1999,0.049143435,0.566556145,0.991791583,1.3236108,1.583032027,1.790830454,1.962614738,2.108856371,2.236197409,2.348765308
4/26/1999,0.036727278,0.564126597,0.993962169,1.327711769,1.587747733,1.79557975,1.967214324,2.113320619,2.240621454,2.35326093
4/27/1999,0.00462314,0.527122136,0.955580105,1.289321361,1.549923965,1.758572792,1.931132973,2.078211399,2.206503477,2.32014061
4/28/1999,-0.097696637,0.40435727,0.831471668,1.170408942,1.437936047,1.653374973,1.831938414,1.984097258,2.116621406,2.233788994
4/29/1999,-0.089772171,0.420413264,0.84862487,1.185735876,1.450465993,1.663073633,1.839186002,1.989413345,2.120526056,2.236739231
4/30/1999,-0.05349806,0.414525917,0.823234728,1.154314572,1.420006324,1.636465693,1.816977339,1.97098386,2.104799045,2.222574285
5/3/1999,-0.069062409,0.38987489,0.794997684,1.125566662,1.392256879,1.610290205,1.792444077,1.947920398,2.082945398,2.201663737
5/4/1999,-0.08889942,0.340123939,0.732142505,1.059043891,1.326833678,1.547936004,1.73358155,1.892215718,2.029770362,2.150344913
5/5/1999,-0.068137328,0.369450518,0.763606909,1.089754815,1.355636626,1.574548077,1.758133845,1.915005192,2.05113072,2.170584708
5/6/1999,-0.047888516,0.346751597,0.719417514,1.03703871,1.301516123,1.522383927,1.70906378,1.868992914,2.007616365,2.128854171
5/7/1999,-0.047909258,0.346711523,0.72181866,1.042357744,1.30942157,1.532282843,1.720339793,1.881099651,2.020105733,2.141377545
5/10/1999,-0.026034589,0.373766809,0.749635727,1.068644336,1.333249152,1.553495359,1.739164042,1.897914358,2.035317289,2.155359735
5/11/1999,-0.015798147,0.375342981,0.748024917,1.066278629,1.331198653,1.552147594,1.738559126,1.897932497,2.035783863,2.156100623
5/12/1999,0.104791324,0.519908213,0.895683602,1.208535366,1.46521096,1.677652339,1.856374826,2.009221383,2.141705997,2.257668454
5/13/1999,0.098803175,0.544072353,0.932055017,1.247589624,1.502395433,1.711282168,1.886306523,2.036035393,2.166235104,2.280747046
5/14/1999,0.041117797,0.423044447,0.787588929,1.100499592,1.362387035,1.581761052,1.767357213,1.926219154,2.063606104,2.183381645
5/17/1999,0.027128054,0.385544668,0.741104994,1.05109945,1.312747708,1.533009789,1.719868132,1.880015794,2.018573769,2.139375645
5/18/1999,0.015058524,0.373920227,0.731815517,1.043294352,1.305545099,1.525943745,1.712811409,1.873038161,2.011834491,2.133056868
5/19/1999,-0.000115898,0.374968039,0.741859426,1.056233211,1.317809271,1.535977369,1.720306542,1.878337426,2.015548712,2.135847183
5/20/1999,0.019420068,0.399252542,0.768721166,1.084108027,1.345737846,1.563440423,1.747061027,1.904296928,2.040707956,2.160238539
