date,r2y_neut,r3y_neut,r4y_neut,r5y_neut,r6y_neut,r7y_neut,r8y_neut,r9y_neut,r10y_neut,r11y_neut
3/22/1999,1.342649763,1.366736836,1.280233146,1.16754051,1.053874144,0.947521552,0.850954327,0.764426492,0.687331257,0.618761414
3/23/1999,1.348950694,1.354978491,1.262140507,1.147429201,1.03353835,0.92775047,0.832087233,0.746587051,0.670536598,0.602976291
3/24/1999,1.286754346,1.325632294,1.247161896,1.139632257,1.029643564,0.92608473,0.831732017,0.747012274,0.671425431,0.60413466
3/25/1999,1.293043729,1.342243016,1.266863737,1.15976727,1.049176819,0.944617752,0.849140291,0.763294757,0.68663633,0.618350774
3/26/1999,1.259967242,1.306801605,1.23261419,1.127755079,1.019601616,0.917387,0.824063389,0.740157508,0.665230567,0.598485582
3/29/1999,1.261700168,1.316643617,1.24509684,1.140825583,1.03243757,0.929653696,0.835639093,0.751018702,0.675399454,0.608004646
3/30/1999,1.260962249,1.30090798,1.224373225,1.118850665,1.01072213,0.908825473,0.815938002,0.732504138,0.658045469,0.591746339
3/31/1999,1.295224394,1.314909918,1.229763015,1.120115053,1.009877969,0.90688045,0.813430074,0.72973241,0.655179986,0.588884364
4/1/1999,1.251583139,1.286423779,1.209036507,1.103999613,0.996784563,0.89590082,0.803999492,0.721478182,0.647844923,0.58228466
4/5/1999,1.262026329,1.282714498,1.199824201,1.092652711,0.984771315,0.88391053,0.79236256,0.710346462,0.637277431,0.572291246
4/6/1999,1.228161517,1.254595164,1.175493609,1.071229757,0.965686328,0.866751362,0.776815612,0.696165839,0.62426635,0.560289833
4/7/1999,1.185298073,1.220650177,1.147175863,1.046996141,0.944582066,0.848120165,0.760181719,0.681172622,0.610640035,0.547816329
4/8/1999,1.182354771,1.188406704,1.105335815,1.002877507,0.901120602,0.806519766,0.720889656,0.64428657,0.57609422,0.51547178
4/9/1999,1.137772785,1.169330377,1.097314613,1.000249129,0.901310988,0.808227599,0.723410691,0.647222887,0.579215109,0.518641917
4/12/1999,1.145769973,1.192018885,1.124354956,1.027921597,0.928172003,0.833720332,0.74735973,0.669624785,0.600143445,0.538201864
4/13/1999,1.16166465,1.205224414,1.13581301,1.038011089,0.937149417,0.841778465,0.754648284,0.676262264,0.60622501,0.543804825
4/14/1999,1.138623976,1.184143043,1.116847078,1.021005162,0.92186303,0.827974149,0.742115863,0.664822695,0.595727945,0.534124568
4/15/1999,1.162593317,1.199762989,1.128324252,1.030051915,0.929322049,0.834318512,0.747636197,0.669709652,0.60011304,0.53810221
4/16/1999,1.178113974,1.230055754,1.162586807,1.0644262,0.962352913,0.865481679,0.776802197,0.696922646,0.625491394,0.561791518
4/19/1999,1.159153687,1.197870854,1.127078031,1.02915091,0.928628288,0.833759056,0.747168983,0.669308814,0.599761841,0.537789353
4/20/1999,1.170088482,1.202539559,1.128951052,1.029610867,0.928325638,0.833035141,0.746215336,0.668237369,0.598639526,0.536656528
4/21/1999,1.199663801,1.215162974,1.13431874,1.031496368,0.928419864,0.832178864,0.744855834,0.66662309,0.59691213,0.53489776
4/22/1999,1.197096781,1.234180566,1.160703001,1.059941421,0.956756193,0.859484859,0.770761623,0.691018281,0.61981103,0.556373285
4/23/1999,1.216796793,1.241666989,1.163002389,1.059770657,0.955342582,0.857443614,0.768421346,0.688561,0.617339194,0.55394432
4/26/1999,1.225080287,1.240799616,1.158537216,1.053885322,0.948977546,0.851036201,0.762179946,0.682581632,0.611660209,0.548573906
4/27/1999,1.233504118,1.253761582,1.172428425,1.067473247,0.96183667,0.863043592,0.773334684,0.692932089,0.621272461,0.557517551
4/28/1999,1.190609066,1.259998667,1.197390222,1.099616829,0.996247595,0.897470883,0.80672813,0.724824489,0.651491767,0.586043397
4/29/1999,1.188074059,1.242190288,1.17462232,1.075698806,0.97271088,0.874945393,0.78544841,0.704841554,0.632770364,0.568509376
4/30/1999,1.236492453,1.308226065,1.243767111,1.142851092,1.036120531,0.934136399,0.840461313,0.755925723,0.680249246,0.61271944
5/3/1999,1.246154669,1.322511703,1.25896721,1.1576829,1.05014246,0.947223818,0.852617314,0.767204785,0.690724088,0.622466134
5/4/1999,1.255119011,1.348006347,1.289365522,1.188725861,1.080196261,0.975675476,0.87928723,0.792105017,0.713950047,0.644145547
5/5/1999,1.249321221,1.331540938,1.269728693,1.168634402,1.06070313,0.957184593,0.861924086,0.775870099,0.6987882,0.629979053
5/6/1999,1.328238659,1.418808021,1.355156944,1.248994762,1.135216256,1.025945761,0.925340214,0.834440183,0.753013569,0.680327391
5/7/1999,1.286325938,1.392237616,1.336208134,1.234452008,1.123496237,1.016165555,0.916962966,0.827118313,0.746510973,0.674477443
5/10/1999,1.270762909,1.371976816,1.315369559,1.21439879,1.104667212,0.99865647,0.900734506,0.812079514,0.732555083,0.661497711
5/11/1999,1.284167549,1.394426361,1.340111597,1.23899881,1.128214493,1.020832686,0.921472545,0.831422316,0.750592034,0.678334536
5/12/1999,1.324769271,1.389941347,1.318499422,1.210830934,1.097971734,0.990556606,0.892109921,0.80339116,0.724044272,0.653286292
5/13/1999,1.315258712,1.356949275,1.278199229,1.169210435,1.057388835,0.951941191,0.855774176,0.769366493,0.692234449,0.623541019
5/14/1999,1.359877492,1.450726577,1.385587914,1.277378176,1.161480346,1.050194665,0.947737571,0.855162928,0.772232861,0.698201047
5/17/1999,1.357351843,1.475033265,1.419033009,1.313319622,1.197214994,1.084583444,0.980330241,0.885831539,0.801003247,0.725170506
5/18/1999,1.377258855,1.505464835,1.451850796,1.345665107,1.228042684,1.113546726,1.007376776,0.911036223,0.824493105,0.747089318
5/19/1999,1.337086602,1.472577877,1.423803807,1.321235903,1.206458684,1.094265216,0.989995095,0.895245366,0.810050341,0.733800606
5/20/1999,1.318341491,1.457223666,1.410770926,1.309943393,1.196529667,1.085433076,0.982062057,0.88806025,0.803495093,0.7277815
5/21/1999,1.31615748,1.430373563,1.375841595,1.27308006,1.160198532,1.050647316,0.949199689,0.857205519,0.774594676,0.700720298
5/24/1999,1.338043292,1.438551071,1.378067739,1.272455704,1.158138491,1.047866102,0.94608146,0.853964211,0.771351099,0.697542195
5/25/1999,1.349852255,1.457115763,1.398166103,1.292257606,1.176983987,1.065542725,0.962562539,0.869301793,0.785628404,0.710851571
5/26/1999,1.352600408,1.474577968,1.420409888,1.315603644,1.199951805,1.087522902,0.983328048,0.888803312,0.803900256,0.727965856
5/27/1999,1.365259517,1.521214263,1.477645827,1.374842862,1.257797491,1.142622816,1.035217571,0.937423607,0.849378566,0.770509495
6/1/1999,1.409494155,1.591150687,1.553614749,1.449835102,1.329257594,1.209711019,1.097810428,0.995703651,0.903651436,0.821118734
6/2/1999,1.465781229,1.606818028,1.552604198,1.441391021,1.317453689,1.196518357,1.084233598,0.982264544,0.890617405,0.808618253
6/3/1999,1.460074749,1.596724643,1.541404263,1.430249757,1.306800776,1.186500615,1.074879469,0.973551529,0.882502107,0.80105038
6/4/1999,1.482394397,1.613285537,1.55472017,1.441420807,1.316424362,1.194946771,1.082397135,0.980317773,0.888647996,0.806675874
6/7/1999,1.473295983,1.61658296,1.56263561,1.451043281,1.326519401,1.204952057,1.092053757,0.989514235,0.897347331,0.814879233
6/8/1999,1.497116609,1.637655184,1.581384501,1.467779909,1.341537219,1.218506723,1.104360238,1.000751137,0.907662695,0.824395986
6/9/1999,1.542983721,1.665597392,1.600852598,1.482536542,1.353367411,1.228371183,1.112824504,1.008171358,0.914275484,0.830365601
6/10/1999,1.551378839,1.679570982,1.61624869,1.497865116,1.368064124,1.242233666,1.125805625,1.020293079,0.925589673,0.84093526
6/11/1999,1.59076716,1.718022921,1.652032666,1.530623147,1.397927561,1.269477141,1.150727214,1.043173143,0.946678193,0.860449981
6/14/1999,1.57087585,1.696823485,1.631548565,1.511478407,1.380243099,1.253197604,1.135738051,1.029345612,0.933887239,0.848580983
6/15/1999,1.581361345,1.702879092,1.635469828,1.514194951,1.382215156,1.254682612,1.136891481,1.030266363,0.93464062,0.849211372
6/16/1999,1.683046799,1.689295432,1.578107962,1.44009126,1.302847584,1.175291375,1.059911652,0.956775013,0.865029689,0.783522146
6/17/1999,1.656632819,1.618171823,1.493573224,1.353630386,1.218935066,1.095654339,0.98509394,0.886786523,0.799640931,0.72240531
6/18/1999,1.696179949,1.665913277,1.541802514,1.3997819,1.262204717,1.135895254,1.022418973,0.921407569,0.831799111,0.752339885
6/21/1999,1.759816313,1.711965627,1.578347883,1.430220707,1.288323296,1.158769415,1.042756423,0.939703175,0.848414618,0.767548737
6/22/1999,1.760219131,1.725128814,1.595670399,1.44853872,1.30637508,1.176041232,1.059059442,0.954997615,0.862729749,0.780944341
6/23/1999,1.861822094,1.750171898,1.589836966,1.429275807,1.281284146,1.148747921,1.031377283,0.927844451,0.836557063,0.755953096
6/24/1999,1.884883868,1.770947587,1.608560637,1.446180025,1.29660085,1.162686128,1.044118209,0.939542967,0.847344879,0.76594215
6/25/1999,1.917629187,1.788996456,1.619719953,1.453636005,1.30186928,1.166577148,1.047100661,0.941903937,0.849267764,0.76754807
6/28/1999,1.913483442,1.771088082,1.597405636,1.430413176,1.279130819,1.144883864,1.026650993,0.922729926,0.831324551,0.750757188
6/29/1999,1.923172811,1.770982721,1.593430639,1.424887285,1.27305447,1.138722513,1.020627318,0.916947728,0.825826725,0.745554777
6/30/1999,1.945009923,1.680919994,1.465224799,1.285851724,1.134303623,1.004960249,0.893736435,0.797490988,0.713736104,0.640467775
7/1/1999,1.973119184,1.712622825,1.496417516,1.315285805,1.161659032,1.03024897,0.91709201,0.819085687,0.733746468,0.659060379
7/2/1999,1.982773444,1.72694154,1.511620861,1.330081681,1.175612552,1.043244549,0.92914071,0.830248214,0.744100125,0.668684484
7/6/1999,1.991833226,1.749177108,1.537836356,1.356855142,1.201600819,1.067924389,0.952344447,0.851969998,0.764407507,0.687675754
7/7/1999,1.966375675,1.730575525,1.523223174,1.344857023,1.191458195,1.059165628,0.944654089,0.845126267,0.758248812,0.682081088
7/8/1999,1.96714023,1.714576718,1.501565902,1.321691472,1.168471648,1.037066873,0.923720942,0.825435014,0.739779734,0.664770012
7/9/1999,1.974969826,1.722097432,1.508446118,1.327920477,1.174107052,1.042179357,0.928378168,0.829697037,0.743698289,0.668389124
7/13/1999,1.961901912,1.680219977,1.457612901,1.275504003,1.123015963,0.993563077,0.882623337,0.786842541,0.703624348,0.630908407
7/14/1999,1.969345011,1.691829116,1.470287348,1.288102852,1.135101177,1.004974721,0.893322372,0.796844683,0.712969591,0.6396462
7/15/1999,1.958750657,1.684863949,1.465130427,1.284009319,1.131704842,1.002070271,0.890783659,0.794588806,0.710939183,0.637799905
7/16/1999,1.954496042,1.662722513,1.437278568,1.254933708,1.103192734,0.974845143,0.865105264,0.770503477,0.688394232,0.616699025
7/19/1999,1.943538003,1.646488899,1.41990967,1.237901556,1.087022306,0.95969875,0.850995422,0.757379923,0.676182465,0.605318079
7/20/1999,1.913262401,1.611535836,1.385257704,1.205102725,1.056497589,0.931462227,0.824910232,0.733259153,0.653831275,0.584551301
7/22/1999,1.8460123,1.646496617,1.45791151,1.291058608,1.145535471,1.019027327,0.908976996,0.813012549,0.729056344,0.655331636
7/23/1999,1.849144429,1.665538893,1.48208584,1.316376929,1.170403156,1.042794934,0.931407848,0.834060432,0.74876379,0.673780605
7/26/1999,1.865331309,1.684825272,1.501415214,1.334769984,1.187573563,1.058709309,0.946129163,0.847685775,0.761398009,0.685525019
7/27/1999,1.864799349,1.67230607,1.484961007,1.31735016,1.170381228,1.042236266,0.930560509,0.833064617,0.747700832,0.672698265
7/28/1999,1.909843038,1.691626252,1.493154887,1.320169936,1.170420435,1.040792095,0.928327254,0.830430314,0.744888087,0.669836325
7/29/1999,1.93203686,1.731634665,1.537879128,1.364864151,1.213297396,1.081215123,0.966147871,0.865714516,0.777793132,0.700552456
7/30/1999,1.92878654,1.736880871,1.546144008,1.37408234,1.222615092,1.090261958,0.97476788,0.873853196,0.785445338,0.707736815
8/2/1999,1.934622489,1.747217638,1.557580184,1.385445913,1.233475966,1.100473747,0.984302929,0.88273494,0.793718162,0.715451979
8/3/1999,1.954632685,1.767305758,1.576491626,1.402875476,1.249438145,1.115083659,0.997700686,0.895058342,0.80509312,0.725989917
8/4/1999,1.921356907,1.742725265,1.556719318,1.386213961,1.234997824,1.102330699,0.986283392,0.884729295,0.795669772,0.717332728
8/5/1999,1.912387155,1.715151361,1.523390131,1.351866366,1.201507002,1.070443136,0.956253901,0.856587105,0.769340301,0.692696568
8/6/1999,1.98916954,1.824741285,1.639405416,1.465080913,1.308696187,1.170666389,1.049505104,0.943244951,0.849926302,0.767764429
8/9/1999,2.000952735,1.86566621,1.689370662,1.51672587,1.359109142,1.218686464,1.094732985,0.985630265,0.889579122,0.804864129
8/10/1999,1.987851866,1.856339722,1.682111993,1.510774048,1.354064381,1.214310784,1.09087203,0.982177703,0.886458394,0.802018208
8/11/1999,1.960009138,1.82380374,1.649645795,1.479950162,1.325332022,1.187708331,1.06628321,0.959433062,0.865377938,0.782429421
8/12/1999,1.955368942,1.811747802,1.635388207,1.465395173,1.311218482,1.174320132,1.053708535,0.947671881,0.854390768,0.772160669
8/13/1999,1.951164196,1.785735793,1.602273207,1.43067006,1.277087284,1.141683607,1.022897401,0.918753345,0.827308913,0.746804617
8/16/1999,1.966456179,1.792373953,1.605021122,1.431512554,1.276934002,1.14099538,1.021923977,0.91763598,0.826129523,0.745611214
8/17/1999,1.968737242,1.772783638,1.577949115,1.402356893,1.247902619,1.113025681,0.995391583,0.892652319,0.802679093,0.72361889
8/18/1999,1.937642721,1.753902325,1.564946231,1.392635839,1.240217935,1.106701879,0.990029002,0.887998775,0.798567262,0.719933128
8/19/1999,1.919755607,1.741231605,1.555145778,1.38463226,1.233451516,1.100842563,0.984864457,0.883383721,0.794397665,0.716131832
8/20/1999,1.923503876,1.740400301,1.552530165,1.38133473,1.229944693,1.097343421,0.981474289,0.88014747,0.791331651,0.713237629
8/23/1999,1.965804173,1.773891532,1.580505353,1.405415484,1.251074174,1.11613995,0.99837477,0.895476016,0.805336926,0.726115155
8/24/1999,1.967466918,1.753579229,1.552714577,1.375585181,1.221421577,1.087601515,0.971321815,0.870014826,0.781446965,0.703716726
8/25/1999,1.937964608,1.711350736,1.507808471,1.33163765,1.179729494,1.048560451,0.934954692,0.836188533,0.74996841,0.674377209
8/26/1999,1.942438644,1.736063142,1.538963656,1.364192956,1.211674482,1.079078211,0.963749396,0.863204763,0.775262688,0.698055675
8/27/1999,1.942572394,1.761182693,1.572419552,1.399813187,1.246953804,1.112966381,0.995837437,0.893383736,0.803566581,0.724584548
8/30/1999,1.99546473,1.82415041,1.635668297,1.460056746,1.303214769,1.165119059,1.044081587,0.93803506,0.844967987,0.763068117
8/31/1999,1.965329053,1.802559468,1.618767778,1.446138085,1.291378283,1.154826598,1.034982331,0.929886167,0.837593811,0.75633729
9/1/1999,1.964504041,1.801837993,1.617992157,1.445325638,1.29055235,1.154005598,1.034179091,0.929108884,0.836847228,0.755623702
9/2/1999,1.966119275,1.7969894,1.610923455,1.437600306,1.282809936,1.146520526,1.027064208,0.92240076,0.83054552,0.749710491
9/3/1999,1.928179105,1.738525822,1.547845142,1.375531389,1.223776784,1.091169248,0.975468296,0.874391751,0.78585974,0.708056995
9/7/1999,1.93831908,1.759132148,1.57133669,1.399171123,1.246525765,1.112648883,0.995580612,0.893162578,0.803368171,0.724402019
9/8/1999,1.92386804,1.754039079,1.570021972,1.399566055,1.247729603,1.114228357,0.997314864,0.894935662,0.805118916,0.726098927
9/9/1999,1.938345912,1.772078222,1.58841511,1.417210682,1.264274934,1.129604935,1.011563604,0.908139189,0.817372058,0.737495758
9/10/1999,1.896181794,1.727500094,1.545462116,1.377106029,1.227239985,1.095512136,0.980169354,0.879173281,0.79057314,0.712624652
9/13/1999,1.900593214,1.735578148,1.554506532,1.386140023,1.235898345,1.103666693,0.987791816,0.886278782,0.797194989,0.71880249
9/14/1999,1.90104913,1.745899353,1.568126604,1.400598083,1.250196269,1.117388066,1.000776243,0.898485349,0.808639475,0.729526701
9/15/1999,1.830049676,1.709386339,1.547092182,1.387518198,1.241603354,1.111491592,0.996576658,0.895392642,0.806290376,0.727689962
9/16/1999,1.815956672,1.690036214,1.526845847,1.367878951,1.223080406,1.094218938,0.980537444,0.88050988,0.792466396,0.714824127
9/17/1999,1.818654564,1.689972265,1.525700229,1.366322483,1.221395549,1.092531621,0.978904423,0.878955212,0.790998103,0.713442304
9/20/1999,1.81731537,1.702532915,1.543037395,1.38499755,1.23999854,1.110461825,0.995919717,0.894982563,0.806046016,0.727557779
9/21/1999,1.813657631,1.704715013,1.547421741,1.390164764,1.245348639,1.115725647,1.000976574,0.89978324,0.810576968,0.73182336
9/22/1999,1.761947852,1.690242752,1.548124902,1.397598323,1.255808635,1.127428429,1.013017819,0.911695916,0.822123537,0.742890853
9/23/1999,1.763212489,1.680250847,1.534263486,1.382679946,1.240976833,1.113162301,0.999504928,0.898988172,0.810208586,0.731726775
9/24/1999,1.746921715,1.640026465,1.486946966,1.334430691,1.194195921,1.068776013,0.957802681,0.859971181,0.773748476,0.697641803
9/27/1999,1.749256196,1.660464982,1.513333471,1.362259707,1.221644889,1.0950871,0.982687117,0.883359301,0.795674574,0.718187783
9/28/1999,1.731853274,1.654560645,1.512388835,1.363619288,1.224112173,1.098070395,0.985876377,0.886587259,0.798850617,0.721264062
9/29/1999,1.724076098,1.69701483,1.571881159,1.427819557,1.288020286,1.159585701,1.044170695,0.941425379,0.850278947,0.769459128
9/30/1999,1.700138728,1.656526461,1.527316011,1.383616158,1.245809505,1.119917255,1.007142226,0.906940542,0.81816238,0.739510039
10/1/1999,1.730202931,1.714413628,1.592678371,1.449129644,1.308718307,1.179236231,1.062635242,0.958699473,0.866418271,0.784544155
10/4/1999,1.719354696,1.688673135,1.562601179,1.418575444,1.279174109,1.15126244,1.036395803,0.934181313,0.843530389,0.763164778
10/5/1999,1.745497233,1.733012525,1.611462658,1.467086005,1.325534277,1.194858678,1.077112396,0.972117445,0.878873719,0.796132266
10/6/1999,1.730665242,1.734787771,1.619712554,1.477972957,1.337373626,1.206844543,1.088846778,0.983407515,0.889634923,0.806338566
10/7/1999,1.730170371,1.732860719,1.617360344,1.475577668,1.335074742,1.204689199,1.086844823,0.981553504,0.887917555,0.804744875
10/8/1999,1.723409874,1.718751831,1.601160434,1.459197453,1.319252773,1.189705234,1.072780724,0.968401853,0.875631118,0.793260389
10/12/1999,1.736905757,1.733983212,1.616162364,1.473356951,1.33241112,1.201867009,1.084010249,0.978782462,0.885248255,0.802194637
10/13/1999,1.716789582,1.755298569,1.652258015,1.514263611,1.374011889,1.242370884,1.122655766,1.015294792,0.91958932,0.834440661
10/14/1999,1.720246548,1.772631165,1.674099792,1.537105463,1.396444049,1.263816495,1.142903104,1.034301387,0.937392031,0.851111884
10/15/1999,1.66728386,1.701721164,1.60031294,1.465651219,1.329079187,1.200994545,1.084552768,0.980141803,0.887070334,0.80426519
10/18/1999,1.676222434,1.717669721,1.618028972,1.483290889,1.34595959,1.216879618,1.099394242,0.99397274,0.899957539,0.816286916
10/19/1999,1.681451436,1.745559497,1.653108983,1.519880788,1.381807365,1.251080707,1.131629077,1.024189512,0.928227695,0.842735501
10/20/1999,1.779862871,1.774352295,1.653396832,1.50745608,1.363606717,1.230450421,1.110270709,1.002986141,0.907632376,0.822967455
10/21/1999,1.793790528,1.774618774,1.64830263,1.500164153,1.355491295,1.222161186,1.102125412,0.995137906,0.900148679,0.815870118
10/22/1999,1.804845035,1.793457821,1.669056577,1.520763846,1.375175117,1.240669983,1.119410768,1.01124233,0.915152071,0.829864725
10/25/1999,1.81757372,1.809292822,1.685154924,1.53619862,1.389653605,1.254134588,1.131896637,1.022820016,0.925902725,0.83986909
10/26/1999,1.840634827,1.831622094,1.705797362,1.555026892,1.406782064,1.269739973,1.146159904,1.035907376,0.937960554,0.851023952
10/27/1999,1.799814088,1.806597079,1.688282639,1.541718377,1.396103248,1.260836215,1.138524602,1.029219564,0.932005951,0.845653267
10/28/1999,1.801883532,1.79127246,1.667011694,1.518800027,1.373290547,1.238869564,1.117698145,1.009618516,0.913615715,0.828412747
11/1/1999,1.790232512,1.77007105,1.643347376,1.495198439,1.350690945,1.217598229,1.097823785,0.99109833,0.896360612,0.812317858
11/2/1999,1.804072584,1.773420504,1.642282332,1.492164807,1.346779626,1.21334105,1.093493278,0.986836376,0.892239596,0.808371939
