date,n1y_neut,n2y_neut,n3y_neut,n4y_neut,n5y_neut,n6y_neut,n7y_neut,n8y_neut,n9y_neut,n10y_neut,n11y_neut
1/4/1999,4.508970946,4.252906427,4.02962459,3.836884671,3.66974324,3.524302482,3.397395115,3.28635838,3.188929473,3.103180959,3.027471261
1/5/1999,4.545818224,4.293675548,4.068843476,3.873365331,3.703342818,3.555173577,3.425775701,3.312500742,3.213073955,3.125546644,3.048253618
1/6/1999,4.562064515,4.328936169,4.108073264,3.912282517,3.740528801,3.590162909,3.458477707,3.34298505,3.241478417,3.152034187,3.072991152
1/7/1999,4.591420489,4.375747975,4.157160267,3.959545476,3.784847381,3.631318728,3.496572749,3.378237859,3.274142082,3.182361256,3.101218722
1/8/1999,4.640755353,4.430262488,4.2097588,4.008598575,3.830116028,3.672975394,3.534915223,3.413590339,3.306817629,3.212647726,3.129374557
1/11/1999,4.703826514,4.505762332,4.28417255,4.078573693,3.894964905,3.73279516,3.590058973,3.464484093,3.353889065,3.256297782,3.169967226
1/12/1999,4.620829386,4.411658178,4.193031154,3.993584499,3.816594124,3.660741787,3.523793531,3.40343075,3.297493599,3.204052415,3.121417599
1/13/1999,4.559607351,4.332991697,4.113884243,3.918388505,3.746469768,3.595782143,3.463730758,3.347873339,3.246022269,3.156260911,3.07692957
1/14/1999,4.427548331,4.18623995,3.972514637,3.786795201,3.62520985,3.484328908,3.361240648,3.253445868,3.158796654,3.075450881,3.001832564
1/15/1999,4.511857526,4.278804049,4.061456985,3.869515926,3.701410981,3.554360353,3.425639481,3.312780275,3.213608013,3.126233047,3.049026572
1/19/1999,4.56067491,4.347705591,4.131879183,3.936757059,3.764238142,3.612604213,3.479505906,3.362606855,3.259766042,3.169085837,3.088912087
1/20/1999,4.594931905,4.388828376,4.172510996,3.975044789,3.799776347,3.645425663,3.509790057,3.390577544,3.285651059,3.193100436,3.111252744
1/21/1999,4.538505064,4.324855456,4.110284017,3.916802871,3.745915926,3.595795663,3.46406572,3.348390315,3.246638794,3.156926968,3.077614453
1/22/1999,4.51353158,4.294136857,4.079716122,3.887915123,3.719065016,3.57097845,3.441156811,3.327225682,3.227048943,3.138750614,3.060703829
1/25/1999,4.519820478,4.295303692,4.079328671,3.886955719,3.717886833,3.569733258,3.439915499,3.326022034,3.225898346,3.137658925,3.059671883
1/26/1999,4.55824957,4.34068332,4.123951866,3.928928526,3.756813063,3.605668435,3.47306505,3.356635325,3.254226893,3.163939443,3.084119982
1/27/1999,4.5349616,4.306861282,4.089109482,3.895549835,3.725567817,3.576668303,3.446222681,3.33179159,3.231202426,3.142556801,3.06421308
1/28/1999,4.548909021,4.323118273,4.104987392,3.910422648,3.739324329,3.58934422,3.457900136,3.342564628,3.241163699,3.151792382,3.072800715
1/29/1999,4.538979838,4.30245924,4.082397183,3.888265262,3.718324096,3.569705546,3.439632318,3.325598846,3.225401599,3.137127862,3.059129965
2/1/1999,4.608053361,4.395299375,4.176690372,3.978159424,3.802287469,3.647548006,3.511638671,3.392220667,3.287132531,3.194450311,3.112492742
2/2/1999,4.642636582,4.434462068,4.214653419,4.013607164,3.835010686,3.677659895,3.53935122,3.41776787,3.310741304,3.216329576,3.132830108
2/3/1999,4.642372301,4.432969628,4.212721427,4.011556203,3.832966876,3.675679772,3.537460499,3.415976754,3.309051721,3.214738982,3.13133361
2/4/1999,4.685655305,4.491896159,4.272533892,4.068498343,3.886082187,3.724867378,3.582917642,3.458002369,3.347967867,3.250857817,3.164943932
2/5/1999,4.717765503,4.528291418,4.307794512,4.101400463,3.916438642,3.752788969,3.608605265,3.48167611,3.369840342,3.271124293,3.18377944
2/8/1999,4.70329201,4.508629899,4.287829996,4.08238256,3.898688727,3.736343526,3.593400847,3.467614746,3.35681583,3.259033334,3.172526236
2/9/1999,4.692262182,4.49890233,4.279173663,4.074640406,3.891725747,3.730047057,3.587677177,3.462385735,3.352016083,3.254607899,3.168428742
2/10/1999,4.702263866,4.523003056,4.306111448,4.101283395,3.917089755,3.753832143,3.609843188,3.482999003,3.371185311,3.27245507,3.185075462
2/11/1999,4.732007083,4.556106811,4.338115737,4.131163714,3.944687393,3.779243802,3.633244658,3.504583995,3.391141996,3.290957118,3.20227921
2/12/1999,4.82415171,4.667411601,4.448226116,4.234981185,4.041075637,3.868275778,3.715399921,3.580466275,3.461367532,3.356108996,3.262890013
2/16/1999,4.82798415,4.678918089,4.460984996,4.247454269,4.052833682,3.879213255,3.725526188,3.589833327,3.470041219,3.364156824,3.270375959
2/17/1999,4.751610927,4.581202592,4.362904427,4.154422135,3.966176201,3.799006981,3.651414763,3.521315966,3.406588381,3.305258822,3.215562624
2/18/1999,4.776809713,4.611416255,4.392764791,4.182564075,3.992296974,3.823129338,3.673670538,3.541869986,3.425608444,3.32290347,3.231976531
2/19/1999,4.797525809,4.645857921,4.429219035,4.217885183,4.025566454,3.854128651,3.702438905,3.568545929,3.450364531,3.345917476,3.25341852
2/22/1999,4.772459825,4.605264007,4.386704423,4.176945792,3.987167313,3.818460603,3.669416005,3.537980973,3.422039925,3.319615662,3.228934973
2/23/1999,4.836107761,4.673324855,4.451512999,4.236955077,4.042298216,3.869035463,3.715862518,3.580733649,3.46150492,3.356159335,3.262882085
2/24/1999,4.899682888,4.736628487,4.510469729,4.291003096,4.091677784,3.914178486,3.757225827,3.618746974,3.496555199,3.388588175,3.292988211
2/25/1999,4.964095865,4.824266761,4.59933689,4.375555317,4.17051525,3.987163951,3.824660251,3.681079538,3.554267609,3.442146229,3.3428222
2/26/1999,4.954779909,4.794614565,4.565298592,4.341559402,4.13799253,3.956578221,3.796104095,3.654490649,3.529519673,3.419090488,3.321307214
3/1/1999,5.024396493,4.886319988,4.657786293,4.429418715,4.219874038,4.032375001,3.866140514,3.719236109,3.589474083,3.474736192,3.373089531
3/2/1999,5.003868319,4.857927238,4.628778131,4.401707465,4.193969028,4.008349314,3.843912362,3.69866878,3.570416346,3.457039587,3.356615656
3/3/1999,4.91058779,4.730518459,4.498895103,4.277687822,4.078014894,3.900771087,3.744346479,3.606510809,3.484997128,3.377701177,3.282743641
3/4/1999,4.916085119,4.734906159,4.502624071,4.280948121,4.080907192,3.903362862,3.746687543,3.608639738,3.486944654,3.379492247,3.284398781
3/5/1999,4.867244601,4.676057948,4.444620664,4.226389788,4.0303369,3.856709263,3.703677647,3.568942647,3.450227624,3.345443073,3.252733882
3/8/1999,4.844765106,4.648578183,4.417386605,4.20070555,4.006492208,3.834687781,3.683360537,3.550179856,3.43286597,3.329337684,3.237752519
3/9/1999,4.748671371,4.535816473,4.306807946,4.096856511,3.910283188,3.745940495,3.601541098,3.474654798,3.363002304,3.26454283,3.177488623
3/10/1999,4.733993798,4.524751313,4.297487639,4.088723723,3.903057019,3.739446838,3.595657624,3.469289045,3.358081281,3.260007338,3.173289777
3/11/1999,4.747456712,4.541173404,4.313615116,4.10382314,3.916998217,3.752267388,3.607446411,3.480147187,3.368107527,3.269292642,3.181915664
3/12/1999,4.705770633,4.491346251,4.26473346,4.057994786,3.874619153,3.713239411,3.571515406,3.447018888,3.337491675,3.24091995,3.155543397
3/15/1999,4.701036286,4.481454676,4.253701852,4.047029799,3.864128731,3.703359902,3.562275661,3.438401432,3.329459069,3.233427198,3.148544053
3/16/1999,4.689036257,4.472637225,4.246511912,4.040909237,3.858797443,3.69864532,3.558059015,3.434595641,3.325997706,3.230258202,3.145625814
3/17/1999,4.681343845,4.454124864,4.225858109,4.020517284,3.83940791,3.68047881,3.541140389,3.418870251,3.311379786,3.216652708,3.132938584
3/18/1999,4.661115976,4.432454435,4.205236105,4.001431003,3.821879413,3.664403425,3.526380562,3.405286725,3.298842656,3.205044961,3.122156604
3/19/1999,4.696784756,4.477379301,4.250098713,4.043887924,3.86137283,3.700922495,3.560101727,3.436446846,3.327688517,3.231812326,3.147061964
3/22/1999,4.742362902,4.528427964,4.299278456,4.089608123,3.903447086,3.739548688,3.595586296,3.469113042,3.357843023,3.259733704,3.172998011
3/23/1999,4.686098319,4.469432238,4.243434971,4.038037574,3.85613413,3.696179986,3.555777046,3.432481228,3.324035239,3.228432938,3.143924171
3/24/1999,4.705823152,4.496908305,4.271622104,4.06502659,3.881410103,3.719656968,3.57752346,3.452622094,3.342712133,3.245786524,3.16008661
3/25/1999,4.734800805,4.5329402,4.307484384,4.098908316,3.912894076,3.748749204,3.604373129,3.477423221,3.365664718,3.267080589,3.179896059
3/26/1999,4.697472795,4.491668959,4.267735653,4.061881797,3.878746578,3.717339099,3.575469796,3.450778794,3.341041138,3.244259603,3.158682059
3/29/1999,4.715812301,4.516050293,4.292403649,4.08534738,3.900630264,3.737604059,3.594198778,3.468095251,3.357077631,3.259144489,3.17253407
3/30/1999,4.67952472,4.470892852,4.247460922,4.042893925,3.861187818,3.70116329,3.560571186,3.437036489,3.328336195,3.232481646,3.147731484
3/31/1999,4.663376444,4.449649555,4.225975451,4.022444675,3.842099159,3.683469403,3.544204013,3.421892299,3.314302576,3.219449068,3.135598152
4/1/1999,4.659757094,4.453528765,4.231749826,4.028605693,3.848149394,3.689228831,3.549613792,3.42694479,3.319012367,3.223839875,3.139696604
4/5/1999,4.624317554,4.411463928,4.190547771,3.990005934,3.812475351,3.656390856,3.519392828,3.399089443,3.293275715,3.199993443,3.117534839
4/6/1999,4.614923111,4.397405392,4.175938294,3.97594656,3.799282048,3.644127113,3.508030324,3.388565763,3.283517889,3.190928179,3.109092973
4/7/1999,4.625166568,4.402710483,4.179061689,3.977929461,3.800592029,3.645011151,3.508633619,3.388979322,3.28380109,3.191120809,3.10922219
4/8/1999,4.557185039,4.317071254,4.093517534,3.896979154,3.725300745,3.575397699,3.444359535,3.329591294,3.228827298,3.140110803,3.061762546
4/9/1999,4.575477066,4.344229867,4.121667054,3.924017351,3.750648347,3.598946406,3.466170441,3.349787762,3.247551362,3.157504271,3.077958832
4/12/1999,4.621011439,4.396918464,4.173054089,3.972138265,3.795151875,3.639950992,3.50394327,3.384633896,3.279771001,3.187376137,3.105734598
4/13/1999,4.616556867,4.397744139,4.175536843,3.975168737,3.79831618,3.643074333,3.506948526,3.387488965,3.282465972,3.18991233,3.10811894
4/14/1999,4.607984424,4.387869512,4.165773509,3.965922661,3.789689951,3.635071321,3.499535912,3.380621012,3.27609382,3.183988372,3.102598748
4/15/1999,4.613709738,4.390634967,4.167465883,3.967101512,3.79057391,3.635767826,3.500105137,3.381099589,3.276505402,3.18434892,3.102919418
4/16/1999,4.670007486,4.453537316,4.22828737,4.023849026,3.842949439,3.683964545,3.544465695,3.42199879,3.314305713,3.21938379,3.13548825
4/19/1999,4.623214584,4.395845532,4.171058009,3.969865189,3.792830487,3.637679141,3.501764661,3.382566535,3.277819861,3.185539425,3.104007072
4/20/1999,4.608573806,4.380409932,4.156502022,3.956475182,3.780587394,3.626488347,3.491516146,3.373153799,3.269146006,3.177518613,3.09656421
4/21/1999,4.607302122,4.371797037,4.146030116,3.945782469,3.770230646,3.616669391,3.482296469,3.364533425,3.261097344,3.170002398,3.089537412
4/22/1999,4.662652269,4.43678797,4.209749218,4.005583819,3.825594633,3.667708564,3.529327318,3.407927829,3.301225034,3.207208319,3.124133839
4/23/1999,4.645056853,4.417483298,4.191179233,3.988305843,3.809675489,3.653076933,3.515871802,3.395530108,3.289772194,3.196597275,3.114272494
4/26/1999,4.638952299,4.403004237,4.175093565,3.972448362,3.794614212,3.638978042,3.502750572,3.383341108,3.278446667,3.186059892,3.10444908
4/27/1999,4.653474067,4.42057004,4.192498409,3.988883122,3.809894687,3.65310988,3.515804471,3.395408597,3.289622339,3.196433964,3.114104428
4/28/1999,4.715936817,4.507791255,4.281763701,4.074227164,3.889724276,3.727183203,3.584361521,3.458862132,3.348432429,3.251053989,3.164958102
4/29/1999,4.669827943,4.455219816,4.230661105,4.026450372,3.845587134,3.686548499,3.546951878,3.42436697,3.316548744,3.221501877,3.137485685
4/30/1999,4.754113914,4.555435168,4.329315637,4.119236437,3.931600919,3.765913846,3.620131098,3.491919962,3.379038771,3.279457788,3.191388171
5/3/1999,4.77091289,4.575239629,4.348836803,4.137628577,3.948678221,3.781692935,3.63469697,3.505378571,3.391498134,3.291020193,3.202147167
5/4/1999,4.799407567,4.617824825,4.393178206,4.180360055,3.988832541,3.819063765,3.669357337,3.537507654,3.421309852,3.318731672,3.227964715
5/5/1999,4.768083327,4.581241461,4.357327502,4.146703668,3.957659344,3.790312698,3.642853541,3.513044756,3.39868206,3.29774655,3.208447719
5/6/1999,4.855867464,4.682869503,4.456648779,4.239841707,4.043872134,3.869795593,3.716104258,3.580642086,3.461199888,3.355719939,3.262361109
5/7/1999,4.851048093,4.684001246,4.459547284,4.243272339,4.047397746,3.873239537,3.719393298,3.583749261,3.464120225,3.358459052,3.26492951
5/10/1999,4.81912585,4.652075584,4.429632372,4.215734589,4.022162402,3.850115954,3.698167729,3.56421525,3.446088857,3.34176166,3.249417358
5/11/1999,4.85807638,4.697282098,4.473723941,4.257005184,4.060308026,3.885242411,3.730509402,3.594038309,3.47365428,3.367311064,3.273168404
5/12/1999,4.8082822,4.626343206,4.400593781,4.186824552,3.994505243,3.824082093,3.67383378,3.5415327,3.424956042,3.322057313,3.231016919
5/13/1999,4.751166975,4.55243831,4.32628532,4.11631063,3.92882296,3.76329797,3.617678473,3.489625056,3.37689266,3.277450022,3.189507857
5/14/1999,4.898228961,4.730210603,4.502201507,4.282181002,4.082828194,3.905553196,3.748948779,3.610874211,3.489104645,3.381556035,3.286358536
5/17/1999,4.945589004,4.798827558,4.572800628,4.349787206,4.146100535,3.964272038,3.80329434,3.661170578,3.535716095,3.424842512,3.326656729
5/18/1999,5.003391931,4.861735553,4.632960207,4.405593091,4.197421382,4.011381291,3.846576301,3.701022048,3.572510736,3.458918768,3.358315392
5/19/1999,4.981869626,4.843407173,4.616623329,4.390870478,4.184077612,3.999231361,3.835466778,3.69082317,3.563111768,3.450224763,3.350244684
5/20/1999,4.975527613,4.838192078,4.612007187,4.386705625,4.180289194,3.995767973,3.832288042,3.687895422,3.560406195,3.447716412,3.347911836
5/21/1999,4.918204205,4.766004194,4.539952921,4.31854891,4.116912413,3.93717971,3.778199395,3.637922472,3.514150362,3.404797656,3.307981614
5/24/1999,4.90986487,4.748019472,4.520311943,4.299337386,4.098749817,3.920230573,3.762460815,3.623326375,3.500605362,3.392207462,3.296253281
5/25/1999,4.938249007,4.780745839,4.552200873,4.329188461,4.126350815,3.945657734,3.785881436,3.644930617,3.520580008,3.410725752,3.313471541
5/26/1999,4.981546844,4.831464937,4.601832756,4.375718041,4.169397413,3.985321881,3.822417075,3.678631852,3.551737509,3.43960979,3.340326255
5/27/1999,5.071561547,4.943877607,4.713672789,4.48133672,4.267512721,4.0759642,3.906058663,3.755882191,3.623223065,3.505924859,3.402014168
6/1/1999,5.18027913,5.070013991,4.836898804,4.596817966,4.374346005,4.174410222,3.996749419,3.839546364,3.700580095,3.577643643,3.46869907
6/2/1999,5.150694752,5.021720036,4.785861941,4.547383284,4.32778129,4.131016923,3.956472561,3.802193242,3.665910542,3.545410039,3.438664342
6/3/1999,5.13558622,5.003788535,4.768223844,4.530798257,4.312406332,4.116828758,3.943388549,3.790113622,3.654734995,3.535044356,3.429022851
6/4/1999,5.141235277,5.008196385,4.772017713,4.534165085,4.315434114,4.119573835,3.945892349,3.792408797,3.656848262,3.536998038,3.430835845
6/7/1999,5.166468092,5.037657596,4.80079735,4.561124375,4.34036741,4.142545186,3.967051114,3.811926172,3.674892862,3.553726423,3.446389349
6/8/1999,5.17217125,5.04685171,4.81055696,4.570619761,4.349341795,4.150930176,3.974849811,3.819170405,3.681625209,3.55999205,3.45223221
6/9/1999,5.181843265,5.052292155,4.814131085,4.573211775,4.351332033,4.152518939,3.976156217,3.820270714,3.682570699,3.560818444,3.452965074
6/10/1999,5.214303162,5.086024849,4.845973061,4.60257466,4.378242836,4.17716687,3.998767337,3.841067109,3.7017566,3.578576316,3.469455661
6/11/1999,5.246281688,5.119194088,4.8776046,4.631969626,4.405336397,4.202089788,4.021707698,3.862221989,3.721313756,3.596707461,3.486314645
6/14/1999,5.225759244,5.09582654,4.854835775,4.610640847,4.385604047,4.183903374,4.004950466,3.846759983,3.707014825,3.583448699,3.473984932
6/15/1999,5.215684701,5.086147197,4.846016162,4.602667949,4.378390515,4.177356088,3.998984208,3.841300165,3.701997238,3.578818418,3.46969505
6/16/1999,5.074424292,4.890658379,4.646089783,4.411510022,4.199542379,4.011361856,3.845315565,3.699041993,3.570126839,3.456326221,3.355636302
6/17/1999,4.952165321,4.736419145,4.492140148,4.26590312,4.064162516,3.886223793,3.729798476,3.592322716,3.471351636,3.364681581,3.270376495
6/18/1999,5.02545294,4.815147748,4.567160936,4.335390517,4.128014101,3.944807138,3.783605506,3.641854542,3.5170773,3.407024522,3.309712286
6/21/1999,5.03963788,4.827926342,4.578713989,4.345860227,4.137524906,3.953474539,3.791532535,3.649131375,3.523782199,3.413225166,3.315467129
6/22/1999,5.068636737,4.862473202,4.612838546,4.378024271,4.167387889,3.981061965,3.816993104,3.672651442,3.545551862,3.433424343,3.334260238
6/23/1999,5.016442841,4.778769908,4.524359413,4.292221375,4.086469136,3.905574406,3.746864385,3.607565595,3.485105824,3.377198188,3.281849316
6/24/1999,5.038556574,4.801120362,4.545262204,4.311417142,4.104021373,3.921627587,3.761576847,3.621088201,3.497575226,3.388735412,3.29256038
6/25/1999,5.036796319,4.791715005,4.53418586,4.300296016,4.093371849,3.911615875,3.752236713,3.612398987,3.489494204,3.381212355,3.285544368
6/28/1999,5.005778327,4.749586482,4.491396938,4.259533198,4.055328289,3.876370641,3.719653576,3.582267446,3.461586123,3.355305909,3.261433906
6/29/1999,5.001606834,4.736839594,4.476820508,4.24500343,4.041446106,3.863327443,3.707484459,3.570942818,3.451050036,3.345493495,3.252279605
6/30/1999,4.764690063,4.444920193,4.186866917,3.97124989,3.787115014,3.628319965,3.490580314,3.370572087,3.265598941,3.173430041,3.092201974
7/1/1999,4.815605249,4.493718197,4.231821968,4.01227673,3.824515795,3.662471845,3.52185213,3.399300258,3.292081866,3.197929014,3.114944402
7/2/1999,4.826497194,4.509062214,4.247631905,4.027465373,3.838775154,3.675740785,3.53416053,3.41071265,3.302674011,3.207777476,3.124121866
7/6/1999,4.862433303,4.557688868,4.296848203,4.074255033,3.882384069,3.716102369,3.57144609,3.445173325,3.334577796,3.237382926,3.151667525
7/7/1999,4.852931366,4.555387881,4.296703165,4.07490951,3.883356473,3.717189496,3.572554493,3.446258768,3.335619865,3.238373257,3.15260397
7/8/1999,4.81282322,4.506163758,4.247870571,4.028842716,3.840586795,3.677691159,3.53611515,3.412609158,3.304484848,3.209492576,3.125740078
7/9/1999,4.824940804,4.515015306,4.25520647,4.035202233,3.846219149,3.682743868,3.54068878,3.416778186,3.308307277,3.21301504,3.12900087
7/13/1999,4.753173668,4.420403731,4.159795655,3.944582662,3.761781826,3.604595176,3.468490229,3.350042424,3.246516287,3.155669597,3.075640462
7/14/1999,4.777298737,4.448114426,4.186631638,3.969592294,3.784827903,3.62576969,3.487952724,3.36796548,3.26306538,3.170995881,3.089878853
7/15/1999,4.773876288,4.446007106,4.185080665,3.968348514,3.783785289,3.624871468,3.48716407,3.367263129,3.262432862,3.170421038,3.089352425
7/16/1999,4.727225157,4.388685959,4.128266505,3.914778636,3.734062343,3.57895856,3.444810901,3.328154854,3.226248624,3.136857716,3.058133549
7/19/1999,4.707433361,4.36315174,4.102672783,3.890532102,3.711499775,3.558092594,3.425543157,3.310350852,3.209767577,3.121564886,3.043905124
7/20/1999,4.658020393,4.313184175,4.055801934,3.84738696,3.67197099,3.521881303,3.392312504,3.279775269,3.181549304,3.095438299,3.019636192
7/22/1999,4.791407348,4.505362692,4.253952025,4.037446112,3.850067489,3.687321566,3.545548849,3.421680831,3.31312208,3.21767256,3.13346679
7/23/1999,4.832917916,4.556023176,4.304108169,4.084718597,3.893935382,3.727822372,3.582906008,3.456173584,3.345034364,3.247272312,3.160998231
7/26/1999,4.861366207,4.584868536,4.331198221,4.109669116,3.916801177,3.748772605,3.60213374,3.47386622,3.361363653,3.262391644,3.175042842
7/27/1999,4.83002729,4.548522174,4.295641662,4.076317701,3.885927517,3.72030886,3.57590231,3.449659942,3.338976938,3.241632755,3.155738172
7/28/1999,4.832039109,4.535573212,4.278778252,4.058760514,3.868780239,3.703983406,3.56053725,3.435273726,3.325533371,3.229071742,3.143990952
7/29/1999,4.895982539,4.613265371,4.355535628,4.131026596,3.935795841,3.765825682,3.617559394,3.487909737,3.374221745,3.274224855,3.185983856
7/30/1999,4.911643706,4.633377994,4.375754607,4.150216657,3.953674687,3.782374352,3.632850319,3.502045933,3.38731246,3.286375343,3.197291238
8/2/1999,4.934395405,4.655682078,4.396483779,4.169218266,3.971043526,3.798263058,3.647417732,3.515440973,3.399669262,3.297812512,3.20791269
8/3/1999,4.95386997,4.675940936,4.415719147,4.187037987,3.987433143,3.813316272,3.661257366,3.528192055,3.411449164,3.308727594,3.218057643
8/4/1999,4.93173652,4.657970978,4.400332653,4.173526076,3.975401737,3.802501105,3.651462971,3.519266222,3.403269787,3.301194841,3.211088805
8/5/1999,4.874073506,4.588456188,4.331855752,4.109155854,3.9157661,3.747505785,3.600778664,3.47249748,3.360020562,3.261094439,3.173801099
8/6/1999,5.026525789,4.765713138,4.505134677,4.271610774,4.066102352,3.886073411,3.728455131,3.5902999,3.4689556,3.362099444,3.26772388
8/9/1999,5.119560162,4.8725255,4.609110846,4.368877588,4.155989289,3.968845063,3.804668446,3.660582865,3.533922624,3.422318955,3.32370787
8/10/1999,5.115739421,4.87024849,4.607472336,4.367574902,4.154897209,3.967900424,3.803834474,3.659835908,3.533246338,3.421701428,3.323140067
8/11/1999,5.081225446,4.829729735,4.567724725,4.330242034,4.120310176,3.935996301,3.77442158,3.632686463,3.508132645,3.398410312,3.301478046
8/12/1999,5.064962356,4.805906343,4.543227388,4.306796931,4.098376049,3.91564578,3.755590125,3.615260448,3.491984979,3.383415696,3.287519431
8/13/1999,5.010097528,4.737228215,4.474752895,4.24206364,4.038208951,3.860043928,3.704272648,3.567858187,3.448116271,3.342717492,3.24965931
8/16/1999,5.023774123,4.737951171,4.471507518,4.237426156,4.033119072,3.854902958,3.699263696,3.563063818,3.44356921,3.338424861,3.245615029
8/17/1999,4.972706406,4.674302254,4.408167878,4.177606168,3.977551278,3.803571356,3.651900382,3.519322787,3.403094863,3.30087996,3.210691351
8/18/1999,4.961496518,4.670440536,4.406856032,4.177384979,3.977859534,3.804148763,3.652612394,3.520095481,3.403886309,3.30166614,3.211458682
8/19/1999,4.948849218,4.66335654,4.401941675,4.173586998,3.974747213,3.801505037,3.650311705,3.518058109,3.402058127,3.300008509,3.20994293
8/20/1999,4.947891528,4.657166175,4.394555951,4.166122761,3.967569293,3.794736589,3.643982931,3.512160109,3.396565503,3.294889696,3.205165136
8/23/1999,4.979353298,4.681291898,4.414875582,4.183862044,3.983333077,3.808901311,3.656814646,3.523860638,3.407294449,3.304776611,3.214317012
8/24/1999,4.935318521,4.621086823,4.353717226,4.125609954,3.928975147,3.758547793,3.610268849,3.480820321,3.367432607,3.26777557,3.179882439
8/25/1999,4.88541117,4.555261734,4.28735374,4.062591258,3.870266736,3.704220852,3.560085368,3.434439304,3.32449227,3.227927645,3.142805915
8/26/1999,4.944848885,4.623945833,4.354303201,4.12525719,3.928199593,3.757581886,3.609227949,3.47976466,3.366394133,3.266770908,3.178919618
8/27/1999,5.015902329,4.70517311,4.433322887,4.199160091,3.996486246,3.82045789,3.667118824,3.533148831,3.415739147,3.312509059,3.221440137
8/30/1999,5.084147426,4.785651363,4.512390857,4.273474615,4.065358757,3.884000645,3.725707103,3.58723286,3.465770518,3.358911264,3.264597908
8/31/1999,5.072647078,4.778670358,4.507236887,4.269304298,4.061823454,3.880920524,3.72297484,3.584777809,3.463542851,3.356874039,3.262722705
9/1/1999,5.078125018,4.778178646,4.505122962,4.266699709,4.059117834,3.878269262,3.720441644,3.582385997,3.461296892,3.354769502,3.26075114
9/2/1999,5.067001557,4.762211188,4.488802988,4.251123571,4.044566808,3.86478067,3.707967062,3.570846959,3.450607318,3.34484524,3.251513938
9/3/1999,4.97575771,4.658877553,4.388457619,4.157314735,3.957891715,3.7849681,3.634474975,3.503068862,3.387951239,3.286763946,3.197514622
9/7/1999,5.013303491,4.701433878,4.42982875,4.196014651,3.993662364,3.817915268,3.664818789,3.531057433,3.413827499,3.310752861,3.219819017
9/8/1999,5.024180789,4.710942826,4.43846327,4.20388289,4.000851022,3.824500535,3.670868323,3.536631291,3.418978799,3.315528417,3.224259962
9/9/1999,5.04512552,4.735551989,4.462631031,4.226594089,4.021896748,3.843915986,3.688768772,3.553154718,3.434263472,3.329703926,3.237443995
9/10/1999,5.000294792,4.684760757,4.41329903,4.18046511,3.979268987,3.804658905,3.652617528,3.519812127,3.403439102,3.301129102,3.210876644
9/13/1999,5.01234647,4.69942618,4.427831418,4.194173299,3.991997837,3.816416406,3.663466507,3.529832228,3.41271176,3.309731417,3.218879043
9/14/1999,5.037513287,4.730106819,4.45821693,4.222814995,4.018576138,3.840953087,3.686096997,3.550726036,3.432041267,3.327659263,3.235553433
9/15/1999,5.032578229,4.740628794,4.47299754,4.238544145,4.034100543,3.855825119,3.700150598,3.563921007,3.444396298,3.339220176,3.24637724
9/16/1999,5.004568932,4.710474323,4.44406127,4.21161684,4.009276683,3.832994671,3.679143135,3.544555296,3.426498956,3.322632515,3.230957148
9/17/1999,5.007362661,4.710370903,4.442966985,4.210164473,4.007709577,3.831419547,3.677609873,3.543086937,3.425104897,3.321314953,3.229714461
9/20/1999,5.037450362,4.750317673,4.483266477,4.24843214,4.043356713,3.864403199,3.708075279,3.571241856,3.451169583,3.345501315,3.252217738
9/21/1999,5.040890444,4.759859435,4.494064382,4.259152676,4.053577389,3.873993111,3.717014188,3.579554874,3.458899939,3.352698036,3.25892988
9/22/1999,5.07093015,4.803032557,4.5387048,4.302053448,4.093838597,3.911438047,3.751730102,3.61172829,3.488748784,3.380441733,3.284776108
9/23/1999,5.055147573,4.777702898,4.51199467,4.276202316,4.069503287,3.888771576,3.730700086,3.592231273,3.470657267,3.36362491,3.269109112
9/24/1999,4.975201362,4.683774176,4.420002988,4.189923218,3.989660635,3.815188568,3.662911427,3.529695009,3.412836521,3.310019829,3.219267795
9/27/1999,5.030480966,4.747186913,4.481687963,4.247597028,4.042936212,3.864230548,3.708055556,3.571317485,3.451304286,3.345671704,3.252408537
9/28/1999,5.029988192,4.756914602,4.49396955,4.260237539,4.055197073,3.875848413,3.718951799,3.581492575,3.460793275,3.354523703,3.260676792
9/29/1999,5.127576903,4.883060235,4.620831337,4.38065973,4.167407432,3.979724477,3.814944247,3.670244645,3.542988077,3.430819953,3.331682708
9/30/1999,5.063218333,4.809354477,4.548993796,4.313382348,4.10517998,3.922383122,3.762117217,3.621506878,3.497920948,3.38903456,3.292827731
10/1/1999,5.157336291,4.920761164,4.658506606,4.416314302,4.20056999,4.010386112,3.84325387,3.696401915,3.567200857,3.453286702,3.352585573
10/4/1999,5.116560675,4.868930414,4.606641497,4.36719783,4.154868388,3.968120134,3.804223014,3.660333813,3.533810748,3.422302139,3.323756191
10/5/1999,5.189960217,4.952638745,4.688060509,4.443361721,4.225263639,4.032954439,3.863930344,3.715403423,3.584721595,3.469497649,3.367636039
10/6/1999,5.241785184,5.006400787,4.738598705,4.489831316,4.267768284,4.071828623,3.899553091,3.748139557,3.614902833,3.497418169,3.393553622
10/7/1999,5.248688476,5.009410545,4.740149936,4.49069767,4.268263021,4.072104935,3.89969511,3.7481969,3.614906146,3.497386971,3.393500606
