Mnemonic,EDE2C.D7,EDB3C.D7,EDE3C.D7,EDB4C.D7,EDE4C.D7,EDB5C.D7,EDE5C.D7,EDB6C.D7,EDE6C.D7,EDB1C.D7,EDE1C.D7
8/6/1982,85.67,85.62,85.62,85.62,85.62,#N/A,#N/A,#N/A,#N/A,86.34,86.34
8/7/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/8/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/9/1982,85.81,85.70,85.70,85.65,85.65,#N/A,#N/A,#N/A,#N/A,86.55,86.55
8/10/1982,85.70,85.67,85.67,85.60,85.60,#N/A,#N/A,#N/A,#N/A,86.44,86.44
8/11/1982,85.65,85.55,85.55,85.52,85.52,#N/A,#N/A,#N/A,#N/A,86.41,86.41
8/12/1982,85.89,85.78,85.78,85.75,85.75,#N/A,#N/A,#N/A,#N/A,86.83,86.83
8/13/1982,86.12,85.93,85.93,85.84,85.84,#N/A,#N/A,#N/A,#N/A,87.10,87.10
8/14/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/15/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/16/1982,86.51,86.21,86.21,86.11,86.11,#N/A,#N/A,#N/A,#N/A,87.70,87.70
8/17/1982,86.92,86.46,86.46,86.35,86.35,#N/A,#N/A,#N/A,#N/A,88.22,88.22
8/18/1982,87.50,86.90,86.90,86.72,86.72,#N/A,#N/A,#N/A,#N/A,88.70,88.70
8/19/1982,87.45,86.91,86.91,86.72,86.72,#N/A,#N/A,#N/A,#N/A,88.80,88.80
8/20/1982,87.60,86.97,86.97,86.80,86.80,#N/A,#N/A,#N/A,#N/A,89.28,89.28
8/21/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/22/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/23/1982,87.35,86.75,86.75,86.58,86.58,#N/A,#N/A,#N/A,#N/A,89.01,89.01
8/24/1982,87.56,86.97,86.97,86.83,86.83,#N/A,#N/A,#N/A,#N/A,89.18,89.18
8/25/1982,87.31,86.83,86.83,86.70,86.70,#N/A,#N/A,#N/A,#N/A,88.98,88.98
8/26/1982,87.17,86.80,86.80,86.75,86.75,#N/A,#N/A,#N/A,#N/A,88.91,88.91
8/27/1982,86.46,86.09,86.09,86.09,86.09,#N/A,#N/A,#N/A,#N/A,88.31,88.31
8/28/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/29/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/30/1982,86.61,86.22,86.22,86.26,86.26,#N/A,#N/A,#N/A,#N/A,88.50,88.50
8/31/1982,86.44,86.02,86.02,86.07,86.07,#N/A,#N/A,#N/A,#N/A,88.50,88.50
9/1/1982,86.25,86.00,85.89,#N/A,86.00,#N/A,#N/A,#N/A,#N/A,86.25,88.20
9/2/1982,86.40,86.19,86.11,#N/A,86.19,#N/A,#N/A,#N/A,#N/A,86.40,88.39
9/3/1982,86.67,86.34,86.33,#N/A,86.34,#N/A,#N/A,#N/A,#N/A,86.67,88.57
9/4/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/5/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/7/1982,86.67,86.41,86.36,#N/A,86.41,#N/A,#N/A,#N/A,#N/A,86.67,88.59
9/8/1982,86.72,86.40,86.36,#N/A,86.40,#N/A,#N/A,#N/A,#N/A,86.72,88.56
9/9/1982,86.64,86.33,86.30,#N/A,86.33,#N/A,#N/A,#N/A,#N/A,86.64,88.47
9/10/1982,86.03,85.78,85.72,#N/A,85.78,#N/A,#N/A,#N/A,#N/A,86.03,87.97
9/11/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/12/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/13/1982,86.34,85.93,85.97,#N/A,85.93,#N/A,#N/A,#N/A,#N/A,86.34,87.59
9/14/1982,86.02,86.05,86.05,86.03,86.03,#N/A,#N/A,#N/A,#N/A,86.46,86.46
9/15/1982,85.80,85.80,85.80,85.80,85.80,#N/A,#N/A,#N/A,#N/A,86.28,86.28
9/16/1982,85.96,85.94,85.94,85.94,85.94,#N/A,#N/A,#N/A,#N/A,86.42,86.42
9/17/1982,86.19,86.08,86.08,86.00,86.00,#N/A,#N/A,#N/A,#N/A,86.85,86.85
9/18/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/19/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/20/1982,86.38,86.22,86.22,86.22,86.22,#N/A,#N/A,#N/A,#N/A,87.04,87.04
9/21/1982,86.80,86.58,86.58,86.48,86.48,#N/A,#N/A,#N/A,#N/A,87.41,87.41
9/22/1982,86.85,86.65,86.65,86.55,86.55,#N/A,#N/A,#N/A,#N/A,87.41,87.41
9/23/1982,86.98,86.75,86.75,86.62,86.62,#N/A,#N/A,#N/A,#N/A,87.53,87.53
9/24/1982,87.05,86.82,86.82,86.67,86.67,#N/A,#N/A,#N/A,#N/A,87.62,87.62
9/25/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/26/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/27/1982,87.07,86.86,86.86,86.76,86.76,#N/A,#N/A,#N/A,#N/A,87.59,87.59
9/28/1982,87.32,87.09,87.09,86.88,86.88,#N/A,#N/A,#N/A,#N/A,87.88,87.88
9/29/1982,87.36,87.15,87.15,87.00,87.00,#N/A,#N/A,#N/A,#N/A,87.86,87.86
9/30/1982,87.45,87.25,87.25,87.06,87.06,#N/A,#N/A,#N/A,#N/A,87.98,87.98
10/1/1982,88.29,87.91,87.91,87.62,87.62,#N/A,#N/A,#N/A,#N/A,88.25,88.25
10/2/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/3/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/4/1982,87.05,86.80,86.80,86.64,86.64,#N/A,#N/A,#N/A,#N/A,87.65,87.65
10/5/1982,87.13,86.90,86.90,86.74,86.74,#N/A,#N/A,#N/A,#N/A,87.76,87.76
10/6/1982,87.32,87.05,87.05,86.90,86.90,#N/A,#N/A,#N/A,#N/A,87.93,87.93
10/7/1982,88.16,87.80,87.80,87.55,87.55,#N/A,#N/A,#N/A,#N/A,88.85,88.85
10/8/1982,88.38,87.99,87.99,87.73,87.73,#N/A,#N/A,#N/A,#N/A,89.12,89.12
10/9/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/10/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/11/1982,89.38,88.99,88.99,88.72,88.72,#N/A,#N/A,#N/A,#N/A,90.11,90.11
10/12/1982,89.29,88.96,88.96,88.74,88.74,#N/A,#N/A,#N/A,#N/A,90.00,90.00
10/13/1982,89.29,88.97,88.97,88.70,88.70,#N/A,#N/A,#N/A,#N/A,89.99,89.99
10/14/1982,89.08,88.75,88.75,88.48,88.48,#N/A,#N/A,#N/A,#N/A,89.70,89.70
10/15/1982,89.03,88.67,88.67,88.41,88.41,#N/A,#N/A,#N/A,#N/A,89.68,89.68
10/16/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/17/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/18/1982,89.34,88.98,88.98,88.68,88.68,#N/A,#N/A,#N/A,#N/A,90.00,90.00
10/19/1982,89.33,88.96,88.96,88.69,88.69,#N/A,#N/A,#N/A,#N/A,89.93,89.93
10/20/1982,89.38,89.01,89.01,88.74,88.74,#N/A,#N/A,#N/A,#N/A,89.97,89.97
10/21/1982,89.45,89.06,89.06,88.78,88.78,#N/A,#N/A,#N/A,#N/A,90.06,90.06
10/22/1982,89.31,88.90,88.90,88.60,88.60,#N/A,#N/A,#N/A,#N/A,89.85,89.85
10/23/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/24/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/25/1982,89.02,88.65,88.65,88.35,88.35,#N/A,#N/A,#N/A,#N/A,89.60,89.60
10/26/1982,89.05,88.62,88.62,88.34,88.34,#N/A,#N/A,#N/A,#N/A,89.66,89.66
10/27/1982,89.08,88.70,88.70,88.46,88.46,#N/A,#N/A,#N/A,#N/A,89.67,89.67
10/28/1982,89.15,88.77,88.77,88.50,88.50,#N/A,#N/A,#N/A,#N/A,89.68,89.68
10/29/1982,89.19,88.81,88.81,88.53,88.53,#N/A,#N/A,#N/A,#N/A,89.74,89.74
10/30/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/31/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/1982,89.63,89.15,89.15,88.81,88.81,#N/A,#N/A,#N/A,#N/A,90.22,90.22
11/2/1982,89.82,89.37,89.37,89.03,89.03,#N/A,#N/A,#N/A,#N/A,90.43,90.43
11/3/1982,89.87,89.38,89.38,89.08,89.08,#N/A,#N/A,#N/A,#N/A,90.35,90.35
11/4/1982,89.99,89.61,89.61,89.31,89.31,#N/A,#N/A,#N/A,#N/A,90.39,90.39
11/5/1982,89.93,89.54,89.54,89.28,89.28,#N/A,#N/A,#N/A,#N/A,90.30,90.30
11/6/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/8/1982,89.82,89.45,89.45,89.20,89.20,#N/A,#N/A,#N/A,#N/A,90.23,90.23
11/9/1982,89.88,89.51,89.51,89.25,89.25,#N/A,#N/A,#N/A,#N/A,90.27,90.27
11/10/1982,89.88,89.53,89.53,89.27,89.27,#N/A,#N/A,#N/A,#N/A,90.26,90.26
11/11/1982,89.68,89.34,89.34,89.09,89.09,#N/A,#N/A,#N/A,#N/A,90.07,90.07
11/12/1982,89.48,89.17,89.17,89.00,89.00,#N/A,#N/A,#N/A,#N/A,89.84,89.84
11/13/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/1982,89.44,89.17,89.17,89.01,89.01,#N/A,#N/A,#N/A,#N/A,89.83,89.83
11/16/1982,89.20,88.95,88.95,88.79,88.79,#N/A,#N/A,#N/A,#N/A,89.64,89.64
11/17/1982,89.38,89.13,89.13,88.92,88.92,#N/A,#N/A,#N/A,#N/A,89.84,89.84
11/18/1982,89.63,89.33,89.33,89.10,89.10,#N/A,#N/A,#N/A,#N/A,90.07,90.07
11/19/1982,89.69,89.39,89.39,89.15,89.15,#N/A,#N/A,#N/A,#N/A,90.11,90.11
11/20/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/1982,89.85,89.48,89.48,89.21,89.21,#N/A,#N/A,#N/A,#N/A,90.21,90.21
11/23/1982,89.83,89.48,89.48,89.19,89.19,#N/A,#N/A,#N/A,#N/A,90.17,90.17
11/24/1982,89.97,89.59,89.59,89.24,89.24,#N/A,#N/A,#N/A,#N/A,90.30,90.30
11/25/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/26/1982,89.78,89.44,89.44,89.14,89.14,#N/A,#N/A,#N/A,#N/A,90.17,90.17
11/27/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/28/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/1982,89.39,89.09,89.09,88.83,88.83,#N/A,#N/A,#N/A,#N/A,89.87,89.87
11/30/1982,89.41,88.98,88.98,88.68,88.68,#N/A,#N/A,#N/A,#N/A,89.98,89.98
12/1/1982,89.51,88.72,89.03,#N/A,88.72,#N/A,#N/A,#N/A,#N/A,89.51,90.06
12/2/1982,89.75,88.92,89.24,#N/A,88.92,#N/A,#N/A,#N/A,#N/A,89.75,90.25
12/3/1982,90.18,89.16,89.63,#N/A,89.16,#N/A,#N/A,#N/A,#N/A,90.18,90.49
12/4/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/5/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/6/1982,90.17,89.20,89.63,#N/A,89.20,#N/A,#N/A,#N/A,#N/A,90.17,90.45
12/7/1982,90.20,89.31,89.71,#N/A,89.31,#N/A,#N/A,#N/A,#N/A,90.20,90.58
12/8/1982,90.08,89.14,89.56,#N/A,89.14,#N/A,#N/A,#N/A,#N/A,90.08,90.48
12/9/1982,90.12,89.18,89.63,#N/A,89.18,#N/A,#N/A,#N/A,#N/A,90.12,90.50
12/10/1982,89.81,88.97,89.37,#N/A,88.97,#N/A,#N/A,#N/A,#N/A,89.81,90.21
12/11/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/1982,89.96,89.02,89.45,#N/A,89.02,#N/A,#N/A,#N/A,#N/A,89.96,90.06
12/14/1982,89.87,89.42,89.42,89.00,89.00,#N/A,#N/A,#N/A,#N/A,90.36,90.36
12/15/1982,89.85,89.43,89.43,89.02,89.02,#N/A,#N/A,#N/A,#N/A,90.36,90.36
12/16/1982,89.72,89.35,89.35,89.02,89.02,#N/A,#N/A,#N/A,#N/A,90.17,90.17
12/17/1982,89.67,89.25,89.25,88.90,88.90,#N/A,#N/A,#N/A,#N/A,90.13,90.13
12/18/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/1982,89.71,89.27,89.27,88.87,88.87,#N/A,#N/A,#N/A,#N/A,90.21,90.21
12/21/1982,89.93,89.53,89.53,89.14,89.14,#N/A,#N/A,#N/A,#N/A,90.42,90.42
12/22/1982,89.95,89.61,89.61,89.29,89.29,#N/A,#N/A,#N/A,#N/A,90.43,90.43
12/23/1982,90.02,89.68,89.68,89.36,89.36,#N/A,#N/A,#N/A,#N/A,90.47,90.47
12/24/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/1982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/1982,90.09,89.77,89.77,89.45,89.45,#N/A,#N/A,#N/A,#N/A,90.54,90.54
12/28/1982,90.07,89.74,89.74,89.47,89.47,#N/A,#N/A,#N/A,#N/A,90.49,90.49
12/29/1982,90.12,89.79,89.79,89.53,89.53,#N/A,#N/A,#N/A,#N/A,90.50,90.50
12/30/1982,90.17,89.86,89.86,89.63,89.63,#N/A,#N/A,#N/A,#N/A,90.58,90.58
12/31/1982,90.25,89.90,89.90,89.66,89.66,#N/A,#N/A,#N/A,#N/A,90.70,90.70
1/1/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/1983,90.32,89.94,89.94,89.70,89.70,#N/A,#N/A,#N/A,#N/A,90.77,90.77
1/4/1983,90.26,89.94,89.94,89.74,89.74,#N/A,#N/A,#N/A,#N/A,90.65,90.65
1/5/1983,90.37,90.06,90.06,89.82,89.82,#N/A,#N/A,#N/A,#N/A,90.74,90.74
1/6/1983,90.43,90.13,90.13,89.89,89.89,#N/A,#N/A,#N/A,#N/A,90.77,90.77
1/7/1983,90.49,90.13,90.13,89.85,89.85,#N/A,#N/A,#N/A,#N/A,90.88,90.88
1/8/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/9/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/1983,90.56,90.18,90.18,89.87,89.87,#N/A,#N/A,#N/A,#N/A,90.94,90.94
1/11/1983,90.57,90.17,90.17,89.83,89.83,#N/A,#N/A,#N/A,#N/A,90.97,90.97
1/12/1983,90.50,90.14,90.14,89.83,89.83,#N/A,#N/A,#N/A,#N/A,90.90,90.90
1/13/1983,90.55,90.18,90.18,89.89,89.89,#N/A,#N/A,#N/A,#N/A,90.93,90.93
1/14/1983,90.61,90.21,90.21,89.95,89.95,#N/A,#N/A,#N/A,#N/A,90.98,90.98
1/15/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/1983,90.59,90.21,90.21,89.95,89.95,#N/A,#N/A,#N/A,#N/A,90.96,90.96
1/18/1983,90.58,90.20,90.20,89.96,89.96,#N/A,#N/A,#N/A,#N/A,90.98,90.98
1/19/1983,90.41,90.07,90.07,89.82,89.82,#N/A,#N/A,#N/A,#N/A,90.81,90.81
1/20/1983,90.37,90.03,90.03,89.76,89.76,#N/A,#N/A,#N/A,#N/A,90.77,90.77
1/21/1983,90.17,89.84,89.84,89.69,89.69,#N/A,#N/A,#N/A,#N/A,90.54,90.54
1/22/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/1983,89.91,89.60,89.60,89.45,89.45,#N/A,#N/A,#N/A,#N/A,90.25,90.25
1/25/1983,89.88,89.58,89.58,89.37,89.37,#N/A,#N/A,#N/A,#N/A,90.25,90.25
1/26/1983,89.91,89.59,89.59,89.42,89.42,#N/A,#N/A,#N/A,#N/A,90.31,90.31
1/27/1983,89.91,89.62,89.62,89.41,89.41,#N/A,#N/A,#N/A,#N/A,90.35,90.35
1/28/1983,89.88,89.58,89.58,89.38,89.38,#N/A,#N/A,#N/A,#N/A,90.28,90.28
1/29/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/1983,89.74,89.48,89.48,89.32,89.32,#N/A,#N/A,#N/A,#N/A,90.12,90.12
2/1/1983,89.67,89.40,89.40,89.23,89.23,#N/A,#N/A,#N/A,#N/A,90.06,90.06
2/2/1983,89.74,89.47,89.47,89.29,89.29,#N/A,#N/A,#N/A,#N/A,90.15,90.15
2/3/1983,89.79,89.52,89.52,89.33,89.33,#N/A,#N/A,#N/A,#N/A,90.17,90.17
2/4/1983,89.68,89.43,89.43,89.24,89.24,#N/A,#N/A,#N/A,#N/A,90.10,90.10
2/5/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/7/1983,89.80,89.54,89.54,89.35,89.35,#N/A,#N/A,#N/A,#N/A,90.22,90.22
2/8/1983,89.88,89.62,89.62,89.41,89.41,#N/A,#N/A,#N/A,#N/A,90.31,90.31
2/9/1983,89.93,89.67,89.67,89.45,89.45,#N/A,#N/A,#N/A,#N/A,90.34,90.34
2/10/1983,90.12,89.80,89.80,89.57,89.57,#N/A,#N/A,#N/A,#N/A,90.55,90.55
2/11/1983,90.21,89.88,89.88,89.63,89.63,#N/A,#N/A,#N/A,#N/A,90.58,90.58
2/12/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/14/1983,90.15,89.82,89.82,89.56,89.56,#N/A,#N/A,#N/A,#N/A,90.53,90.53
2/15/1983,90.13,89.81,89.81,89.55,89.55,#N/A,#N/A,#N/A,#N/A,90.49,90.49
2/16/1983,90.31,89.96,89.96,89.73,89.73,#N/A,#N/A,#N/A,#N/A,90.63,90.63
2/17/1983,90.42,90.06,90.06,89.78,89.78,#N/A,#N/A,#N/A,#N/A,90.72,90.72
2/18/1983,90.50,90.14,90.14,89.86,89.86,#N/A,#N/A,#N/A,#N/A,90.78,90.78
2/19/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/20/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/1983,90.58,90.27,90.27,89.98,89.98,#N/A,#N/A,#N/A,#N/A,90.83,90.83
2/23/1983,90.52,90.24,90.24,89.98,89.98,#N/A,#N/A,#N/A,#N/A,90.79,90.79
2/24/1983,90.64,90.35,90.35,90.05,90.05,#N/A,#N/A,#N/A,#N/A,90.89,90.89
2/25/1983,90.92,90.64,90.64,90.35,90.35,#N/A,#N/A,#N/A,#N/A,91.04,91.04
2/26/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/28/1983,90.89,90.64,90.64,90.39,90.39,#N/A,#N/A,#N/A,#N/A,91.02,91.02
3/1/1983,90.86,90.38,90.61,#N/A,90.38,#N/A,#N/A,#N/A,#N/A,90.86,90.99
3/2/1983,90.87,90.41,90.65,#N/A,90.41,#N/A,#N/A,#N/A,#N/A,90.87,91.03
3/3/1983,90.95,90.45,90.70,#N/A,90.45,#N/A,#N/A,#N/A,#N/A,90.95,91.00
3/4/1983,90.88,90.40,90.64,#N/A,90.40,#N/A,#N/A,#N/A,#N/A,90.88,91.07
3/5/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/1983,90.69,90.21,90.45,#N/A,90.21,#N/A,#N/A,#N/A,#N/A,90.69,90.89
3/8/1983,90.41,90.02,90.22,#N/A,90.02,#N/A,#N/A,#N/A,#N/A,90.41,90.66
3/9/1983,90.38,90.01,90.20,#N/A,90.01,#N/A,#N/A,#N/A,#N/A,90.38,90.68
3/10/1983,90.38,90.17,90.16,#N/A,90.17,#N/A,#N/A,#N/A,#N/A,90.38,90.72
3/11/1983,90.26,89.85,90.04,#N/A,89.85,#N/A,#N/A,#N/A,#N/A,90.26,90.68
3/12/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/1983,90.43,90.53,90.22,#N/A,90.53,#N/A,#N/A,#N/A,#N/A,90.43,90.67
3/15/1983,90.17,89.95,89.95,89.76,89.76,#N/A,#N/A,#N/A,#N/A,90.38,90.38
3/16/1983,90.07,89.86,89.86,89.68,89.68,#N/A,#N/A,#N/A,#N/A,90.28,90.28
3/17/1983,89.95,89.76,89.76,89.59,89.59,#N/A,#N/A,#N/A,#N/A,90.16,90.16
3/18/1983,89.89,89.70,89.70,89.52,89.52,#N/A,#N/A,#N/A,#N/A,90.11,90.11
3/19/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/21/1983,89.85,89.66,89.66,89.47,89.47,#N/A,#N/A,#N/A,#N/A,90.07,90.07
3/22/1983,89.80,89.62,89.62,89.44,89.44,#N/A,#N/A,#N/A,#N/A,90.00,90.00
3/23/1983,89.94,89.77,89.77,89.59,89.59,#N/A,#N/A,#N/A,#N/A,90.16,90.16
3/24/1983,89.91,89.74,89.74,89.57,89.57,#N/A,#N/A,#N/A,#N/A,90.11,90.11
3/25/1983,89.74,89.58,89.58,89.45,89.45,#N/A,#N/A,#N/A,#N/A,89.90,89.90
3/26/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/1983,89.69,89.52,89.52,89.39,89.39,#N/A,#N/A,#N/A,#N/A,89.88,89.88
3/29/1983,89.85,89.68,89.68,89.54,89.54,#N/A,#N/A,#N/A,#N/A,90.02,90.02
3/30/1983,89.82,89.64,89.64,89.54,89.54,#N/A,#N/A,#N/A,#N/A,90.00,90.00
3/31/1983,89.73,89.53,89.53,89.46,89.46,#N/A,#N/A,#N/A,#N/A,89.93,89.93
4/1/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/1983,89.81,89.62,89.62,89.48,89.48,#N/A,#N/A,#N/A,#N/A,90.03,90.03
