Mnemonic,FFB2C.D7,FFE2C.D7,FFB3C.D7,FFE3C.D7,FFB4C.D7,FFE4C.D7,FFB5C.D7,FFE5C.D7,FFB6C.D7,FFE6C.D7,FFB7C.D7,FFE7C.D7,FFB1C.D7,FFE1C.D7
10/13/1989,91.35,91.27,91.53,91.35,91.68,91.53,91.83,91.68,#N/A,91.83,#N/A,#N/A,91.27,91.11
10/14/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/15/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/16/1989,91.52,91.43,91.70,91.52,91.80,91.70,91.90,91.80,#N/A,91.90,#N/A,#N/A,91.43,91.21
10/17/1989,91.58,91.46,91.73,91.58,91.83,91.73,91.93,91.83,#N/A,91.93,#N/A,#N/A,91.46,91.18
10/18/1989,91.56,91.42,91.73,91.56,91.83,91.73,91.93,91.83,#N/A,91.93,#N/A,#N/A,91.42,91.18
10/19/1989,91.56,91.42,91.70,91.56,91.81,91.70,91.92,91.81,#N/A,91.92,#N/A,#N/A,91.42,91.17
10/20/1989,91.55,91.40,91.71,91.55,91.83,91.71,91.93,91.83,#N/A,91.93,#N/A,#N/A,91.40,91.16
10/21/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/22/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/23/1989,91.55,91.41,91.73,91.55,91.85,91.73,91.95,91.85,#N/A,91.95,#N/A,#N/A,91.41,91.17
10/24/1989,91.60,91.45,91.79,91.60,91.88,91.79,91.98,91.88,#N/A,91.98,#N/A,#N/A,91.45,91.17
10/25/1989,91.58,91.44,91.77,91.58,91.86,91.77,91.96,91.86,#N/A,91.96,#N/A,#N/A,91.44,91.17
10/26/1989,91.53,91.43,91.74,91.53,91.84,91.74,91.94,91.84,#N/A,91.94,#N/A,#N/A,91.43,91.17
10/27/1989,91.51,91.41,91.72,91.51,91.85,91.72,91.95,91.85,#N/A,91.95,#N/A,#N/A,91.41,91.17
10/28/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/29/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/30/1989,91.49,91.38,91.69,91.49,91.82,91.69,91.92,91.82,#N/A,91.92,#N/A,#N/A,91.38,91.17
10/31/1989,91.47,91.35,91.69,91.47,91.80,91.69,91.90,91.80,#N/A,91.90,#N/A,#N/A,91.35,91.16
11/1/1989,91.67,91.46,91.80,91.67,91.96,91.80,#N/A,91.96,#N/A,#N/A,#N/A,#N/A,91.46,91.34
11/2/1989,91.69,91.47,91.81,91.69,91.96,91.81,91.97,91.96,#N/A,91.97,#N/A,#N/A,91.47,91.36
11/3/1989,91.60,91.39,91.70,91.60,91.80,91.70,91.81,91.80,#N/A,91.81,#N/A,#N/A,91.39,91.32
11/4/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/5/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/1989,91.54,91.36,91.65,91.54,91.75,91.65,91.76,91.75,#N/A,91.76,#N/A,#N/A,91.36,91.29
11/7/1989,91.68,91.47,91.80,91.68,91.90,91.80,91.93,91.90,#N/A,91.93,#N/A,#N/A,91.47,91.37
11/8/1989,91.72,91.51,91.83,91.72,92.00,91.83,92.02,92.00,#N/A,92.02,#N/A,#N/A,91.51,91.42
11/9/1989,91.72,91.50,91.80,91.72,91.95,91.80,91.97,91.95,#N/A,91.97,#N/A,#N/A,91.50,91.42
11/10/1989,91.70,91.50,91.80,91.70,91.95,91.80,91.97,91.95,#N/A,91.97,#N/A,#N/A,91.50,91.43
11/11/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/12/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/1989,91.72,91.51,91.83,91.72,91.99,91.83,92.00,91.99,#N/A,92.00,#N/A,#N/A,91.51,91.45
11/14/1989,91.76,91.54,91.88,91.76,92.06,91.88,92.09,92.06,#N/A,92.09,#N/A,#N/A,91.54,91.46
11/15/1989,91.79,91.54,91.91,91.79,92.08,91.91,92.12,92.08,#N/A,92.12,#N/A,#N/A,91.54,91.47
11/16/1989,91.78,91.52,91.90,91.78,92.05,91.90,92.08,92.05,#N/A,92.08,#N/A,#N/A,91.52,91.46
11/17/1989,91.78,91.51,91.90,91.78,92.05,91.90,92.07,92.05,#N/A,92.07,#N/A,#N/A,91.51,91.46
11/18/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/19/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/1989,91.78,91.50,91.90,91.78,92.05,91.90,92.07,92.05,#N/A,92.07,#N/A,#N/A,91.50,91.47
11/21/1989,91.79,91.48,91.91,91.79,92.06,91.91,92.09,92.06,#N/A,92.09,#N/A,#N/A,91.48,91.47
11/22/1989,91.87,91.57,92.00,91.87,92.15,92.00,92.18,92.15,#N/A,92.18,#N/A,#N/A,91.57,91.49
11/23/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/1989,91.93,91.63,92.04,91.93,92.17,92.04,92.20,92.17,#N/A,92.20,#N/A,#N/A,91.63,91.51
11/25/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/26/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/27/1989,91.82,91.51,91.93,91.82,92.07,91.93,92.09,92.07,#N/A,92.09,#N/A,#N/A,91.51,91.48
11/28/1989,91.79,91.46,91.89,91.79,92.02,91.89,92.04,92.02,#N/A,92.04,#N/A,#N/A,91.46,91.45
11/29/1989,91.75,91.44,91.84,91.75,91.98,91.84,92.03,91.98,#N/A,92.03,#N/A,#N/A,91.44,91.46
11/30/1989,91.74,91.44,91.85,91.74,92.01,91.85,92.06,92.01,#N/A,92.06,#N/A,#N/A,91.44,91.45
12/1/1989,91.87,91.76,92.04,91.87,92.08,92.04,#N/A,92.08,#N/A,#N/A,#N/A,#N/A,91.76,91.45
12/2/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/4/1989,91.87,91.76,92.05,91.87,92.09,92.05,#N/A,92.09,#N/A,#N/A,#N/A,#N/A,91.76,91.44
12/5/1989,91.88,91.76,92.04,91.88,92.13,92.04,#N/A,92.13,#N/A,#N/A,#N/A,#N/A,91.76,91.44
12/6/1989,91.86,91.73,92.01,91.86,92.10,92.01,#N/A,92.10,#N/A,#N/A,#N/A,#N/A,91.73,91.43
12/7/1989,91.82,91.68,91.92,91.82,92.00,91.92,#N/A,92.00,#N/A,#N/A,#N/A,#N/A,91.68,91.42
12/8/1989,91.88,91.74,92.02,91.88,92.10,92.02,#N/A,92.10,#N/A,#N/A,#N/A,#N/A,91.74,91.41
12/9/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/10/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/11/1989,91.85,91.70,92.00,91.85,92.08,92.00,#N/A,92.08,#N/A,#N/A,#N/A,#N/A,91.70,91.42
12/12/1989,91.84,91.68,91.99,91.84,92.07,91.99,#N/A,92.07,#N/A,#N/A,#N/A,#N/A,91.68,91.42
12/13/1989,91.84,91.67,91.97,91.84,92.05,91.97,#N/A,92.05,#N/A,#N/A,#N/A,#N/A,91.67,91.41
12/14/1989,91.89,91.70,92.02,91.89,92.10,92.02,#N/A,92.10,#N/A,#N/A,#N/A,#N/A,91.70,91.40
12/15/1989,91.88,91.67,91.99,91.88,92.07,91.99,#N/A,92.07,#N/A,#N/A,#N/A,#N/A,91.67,91.38
12/16/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/17/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/1989,91.89,91.67,92.02,91.89,92.10,92.02,#N/A,92.10,#N/A,#N/A,#N/A,#N/A,91.67,91.37
12/19/1989,91.86,91.67,91.97,91.86,92.05,91.97,#N/A,92.05,#N/A,#N/A,#N/A,#N/A,91.67,91.37
12/20/1989,91.91,91.77,92.04,91.91,92.10,92.04,#N/A,92.10,#N/A,#N/A,#N/A,#N/A,91.77,91.43
12/21/1989,91.92,91.80,92.06,91.92,92.15,92.06,#N/A,92.15,#N/A,#N/A,#N/A,#N/A,91.80,91.45
12/22/1989,91.89,91.78,92.03,91.89,92.12,92.03,#N/A,92.12,#N/A,#N/A,#N/A,#N/A,91.78,91.45
12/23/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/24/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/1989,91.86,91.76,91.97,91.86,92.05,91.97,#N/A,92.05,#N/A,#N/A,#N/A,#N/A,91.76,91.46
12/27/1989,91.86,91.75,91.96,91.86,92.04,91.96,#N/A,92.04,#N/A,#N/A,#N/A,#N/A,91.75,91.40
12/28/1989,91.85,91.74,91.97,91.85,92.05,91.97,#N/A,92.05,#N/A,#N/A,#N/A,#N/A,91.74,91.36
12/29/1989,91.86,91.77,91.96,91.86,92.05,91.96,#N/A,92.05,#N/A,#N/A,#N/A,#N/A,91.77,91.45
12/30/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/31/1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/1990,91.91,91.83,92.01,91.91,92.09,92.01,92.09,92.09,#N/A,92.09,#N/A,#N/A,91.83,91.74
1/3/1990,91.89,91.84,92.00,91.89,92.05,92.00,92.09,92.05,92.19,92.09,#N/A,92.19,91.84,91.76
1/4/1990,91.92,91.86,92.02,91.92,92.07,92.02,92.11,92.07,92.21,92.11,#N/A,92.21,91.86,91.78
1/5/1990,91.95,91.90,92.04,91.95,92.06,92.04,92.10,92.06,92.19,92.10,#N/A,92.19,91.90,91.78
1/6/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/7/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/8/1990,91.96,91.90,92.04,91.96,92.06,92.04,92.10,92.06,92.18,92.10,#N/A,92.18,91.90,91.79
1/9/1990,91.98,91.91,92.04,91.98,92.07,92.04,92.11,92.07,92.19,92.11,#N/A,92.19,91.91,91.77
1/10/1990,91.99,91.90,92.04,91.99,92.08,92.04,92.12,92.08,92.19,92.12,#N/A,92.19,91.90,91.77
1/11/1990,91.99,91.91,92.04,91.99,92.07,92.04,92.12,92.07,92.19,92.12,#N/A,92.19,91.91,91.78
1/12/1990,91.99,91.91,92.08,91.99,92.11,92.08,92.12,92.11,92.19,92.12,#N/A,92.19,91.91,91.78
1/13/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/14/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/1990,91.96,91.88,92.03,91.96,92.07,92.03,92.11,92.07,92.18,92.11,#N/A,92.18,91.88,91.78
1/16/1990,91.92,91.85,91.96,91.92,92.00,91.96,92.04,92.00,92.10,92.04,#N/A,92.10,91.85,91.76
1/17/1990,91.91,91.84,91.93,91.91,91.96,91.93,91.99,91.96,92.04,91.99,#N/A,92.04,91.84,91.77
1/18/1990,91.76,91.76,91.79,91.76,91.76,91.79,91.79,91.76,91.83,91.79,#N/A,91.83,91.76,91.73
1/19/1990,91.84,91.79,91.86,91.84,91.85,91.86,91.85,91.85,91.87,91.85,#N/A,91.87,91.79,91.75
1/20/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/21/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/22/1990,91.85,91.80,91.88,91.85,91.87,91.88,91.88,91.87,91.89,91.88,#N/A,91.89,91.80,91.76
1/23/1990,91.86,91.80,91.87,91.86,91.87,91.87,91.87,91.87,91.89,91.87,#N/A,91.89,91.80,91.76
1/24/1990,91.86,91.81,91.87,91.86,91.87,91.87,91.87,91.87,91.89,91.87,#N/A,91.89,91.81,91.76
1/25/1990,91.84,91.80,91.87,91.84,91.86,91.87,91.87,91.86,91.90,91.87,#N/A,91.90,91.80,91.77
1/26/1990,91.85,91.79,91.85,91.85,91.86,91.85,91.85,91.86,91.88,91.85,#N/A,91.88,91.79,91.77
1/27/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/29/1990,91.83,91.79,91.83,91.83,91.86,91.83,91.85,91.86,91.88,91.85,#N/A,91.88,91.79,91.76
1/30/1990,91.82,91.80,91.81,91.82,91.81,91.81,91.82,91.81,91.82,91.82,#N/A,91.82,91.80,91.77
1/31/1990,91.82,91.79,91.83,91.82,91.84,91.83,91.84,91.84,91.84,91.84,#N/A,91.84,91.79,91.77
2/1/1990,91.85,91.83,91.86,91.85,91.86,91.86,91.86,91.86,#N/A,91.86,91.79,#N/A,91.83,91.80
2/2/1990,91.81,91.81,91.82,91.81,91.82,91.82,91.82,91.82,#N/A,91.82,91.75,#N/A,91.81,91.78
2/3/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/4/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/5/1990,91.79,91.78,91.80,91.79,91.80,91.80,91.80,91.80,#N/A,91.80,91.74,#N/A,91.78,91.78
2/6/1990,91.79,91.79,91.78,91.79,91.78,91.78,91.76,91.78,#N/A,91.76,91.71,#N/A,91.79,91.78
2/7/1990,91.77,91.77,91.77,91.77,91.77,91.77,91.75,91.77,#N/A,91.75,91.70,#N/A,91.77,91.78
2/8/1990,91.79,91.79,91.79,91.79,91.78,91.79,91.75,91.78,#N/A,91.75,91.71,#N/A,91.79,91.79
2/9/1990,91.81,91.81,91.85,91.81,91.85,91.85,91.84,91.85,#N/A,91.84,91.80,#N/A,91.81,91.79
2/10/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/1990,91.81,91.82,91.83,91.81,91.83,91.83,91.82,91.83,#N/A,91.82,91.77,#N/A,91.82,91.79
2/13/1990,91.83,91.82,91.84,91.83,91.83,91.84,91.84,91.83,#N/A,91.84,91.79,#N/A,91.82,91.80
2/14/1990,91.84,91.83,91.85,91.84,91.84,91.85,91.84,91.84,#N/A,91.84,91.79,#N/A,91.83,91.81
2/15/1990,91.80,91.80,91.82,91.80,91.81,91.82,91.81,91.81,#N/A,91.81,91.76,#N/A,91.80,91.80
2/16/1990,91.81,91.80,91.82,91.81,91.82,91.82,91.82,91.82,#N/A,91.82,91.77,#N/A,91.80,91.80
2/17/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/20/1990,91.77,91.76,91.76,91.77,91.76,91.76,91.76,91.76,#N/A,91.76,91.70,#N/A,91.76,91.79
2/21/1990,91.77,91.76,91.77,91.77,91.77,91.77,91.76,91.77,#N/A,91.76,91.70,#N/A,91.76,91.77
2/22/1990,91.78,91.76,91.78,91.78,91.76,91.78,91.77,91.76,#N/A,91.77,91.72,#N/A,91.76,91.77
2/23/1990,91.77,91.77,91.77,91.77,91.78,91.77,91.77,91.78,#N/A,91.77,91.71,#N/A,91.77,91.77
2/24/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/25/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/1990,91.78,91.77,91.79,91.78,91.80,91.79,91.78,91.80,#N/A,91.78,91.72,#N/A,91.77,91.77
2/27/1990,91.79,91.76,91.80,91.79,91.82,91.80,91.81,91.82,#N/A,91.81,91.78,#N/A,91.76,91.77
2/28/1990,91.78,91.77,91.78,91.78,91.79,91.78,91.79,91.79,#N/A,91.79,91.74,#N/A,91.77,91.77
3/1/1990,91.76,91.75,91.75,91.76,91.74,91.75,#N/A,91.74,91.71,#N/A,#N/A,91.71,91.75,91.75
3/2/1990,91.75,91.75,91.75,91.75,91.75,91.75,#N/A,91.75,91.72,#N/A,#N/A,91.72,91.75,91.73
3/3/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/4/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/1990,91.73,91.73,91.70,91.73,91.70,91.70,#N/A,91.70,91.67,#N/A,#N/A,91.67,91.73,91.73
3/6/1990,91.73,91.73,91.70,91.73,91.69,91.70,#N/A,91.69,91.66,#N/A,#N/A,91.66,91.73,91.75
3/7/1990,91.73,91.73,91.72,91.73,91.70,91.72,#N/A,91.70,91.66,#N/A,#N/A,91.66,91.73,91.75
3/8/1990,91.73,91.73,91.71,91.73,91.71,91.71,#N/A,91.71,91.66,#N/A,#N/A,91.66,91.73,91.75
3/9/1990,91.65,91.69,91.56,91.65,91.56,91.56,#N/A,91.56,91.56,#N/A,#N/A,91.56,91.69,91.71
3/10/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/11/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/12/1990,91.65,91.68,91.59,91.65,91.55,91.59,91.51,91.55,91.50,91.51,#N/A,91.50,91.68,91.70
3/13/1990,91.59,91.63,91.53,91.59,91.49,91.53,91.43,91.49,91.40,91.43,#N/A,91.40,91.63,91.70
3/14/1990,91.64,91.67,91.56,91.64,91.54,91.56,91.47,91.54,91.42,91.47,#N/A,91.42,91.67,91.72
3/15/1990,91.63,91.67,91.56,91.63,91.54,91.56,91.47,91.54,91.42,91.47,#N/A,91.42,91.67,91.72
3/16/1990,91.67,91.68,91.61,91.67,91.59,91.61,91.50,91.59,91.42,91.50,#N/A,91.42,91.68,91.71
3/17/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/1990,91.63,91.66,91.57,91.63,91.55,91.57,91.48,91.55,91.42,91.48,#N/A,91.42,91.66,91.71
3/20/1990,91.64,91.66,91.59,91.64,91.55,91.59,91.49,91.55,91.43,91.49,#N/A,91.43,91.66,91.72
3/21/1990,91.64,91.68,91.56,91.64,91.53,91.56,91.47,91.53,91.42,91.47,#N/A,91.42,91.68,91.72
3/22/1990,91.68,91.71,91.63,91.68,91.59,91.63,91.53,91.59,91.46,91.53,#N/A,91.46,91.71,91.72
3/23/1990,91.68,91.70,91.63,91.68,91.60,91.63,91.54,91.60,91.48,91.54,#N/A,91.48,91.70,91.72
3/24/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/25/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/1990,91.69,91.72,91.64,91.69,91.61,91.64,91.55,91.61,91.52,91.55,#N/A,91.52,91.72,91.72
3/27/1990,91.67,91.71,91.62,91.67,91.59,91.62,91.52,91.59,91.51,91.52,#N/A,91.51,91.71,91.72
3/28/1990,91.68,91.71,91.64,91.68,91.60,91.64,91.54,91.60,91.51,91.54,#N/A,91.51,91.71,91.72
3/29/1990,91.66,91.72,91.61,91.66,91.59,91.61,91.53,91.59,91.50,91.53,#N/A,91.50,91.72,91.72
3/30/1990,91.65,91.71,91.59,91.65,91.56,91.59,91.51,91.56,91.48,91.51,#N/A,91.48,91.71,91.72
3/31/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/1990,91.59,91.65,91.54,91.59,91.50,91.54,91.45,91.50,#N/A,91.45,#N/A,#N/A,91.65,91.72
4/3/1990,91.60,91.65,91.54,91.60,91.50,91.54,91.45,91.50,#N/A,91.45,#N/A,#N/A,91.65,91.70
4/4/1990,91.65,91.66,91.63,91.65,91.54,91.63,91.50,91.54,#N/A,91.50,#N/A,#N/A,91.66,91.71
4/5/1990,91.65,91.69,91.60,91.65,91.57,91.60,91.53,91.57,#N/A,91.53,#N/A,#N/A,91.69,91.71
4/6/1990,91.69,91.69,91.65,91.69,91.64,91.65,91.58,91.64,#N/A,91.58,#N/A,#N/A,91.69,91.71
4/7/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/8/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/1990,91.69,91.71,91.66,91.69,91.65,91.66,91.59,91.65,#N/A,91.59,#N/A,#N/A,91.71,91.71
4/10/1990,91.69,91.71,91.66,91.69,91.64,91.66,91.59,91.64,#N/A,91.59,#N/A,#N/A,91.71,91.72
4/11/1990,91.69,91.71,91.66,91.69,91.64,91.66,91.59,91.64,#N/A,91.59,#N/A,#N/A,91.71,91.72
4/12/1990,91.69,91.71,91.66,91.69,91.64,91.66,91.59,91.64,#N/A,91.59,#N/A,#N/A,91.71,91.72
4/13/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/14/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/15/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/16/1990,91.70,91.72,91.67,91.70,91.64,91.67,91.59,91.64,#N/A,91.59,#N/A,#N/A,91.72,91.73
4/17/1990,91.63,91.70,91.59,91.63,91.54,91.59,91.52,91.54,#N/A,91.52,#N/A,#N/A,91.70,91.72
4/18/1990,91.56,91.67,91.54,91.56,91.50,91.54,91.47,91.50,#N/A,91.47,#N/A,#N/A,91.67,91.72
4/19/1990,91.56,91.67,91.50,91.56,91.49,91.50,91.46,91.49,#N/A,91.46,#N/A,#N/A,91.67,91.72
4/20/1990,91.59,91.69,91.53,91.59,91.52,91.53,91.49,91.52,#N/A,91.49,#N/A,#N/A,91.69,91.73
4/21/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/22/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/23/1990,91.57,91.66,91.48,91.57,91.45,91.48,91.43,91.45,#N/A,91.43,#N/A,#N/A,91.66,91.73
4/24/1990,91.53,91.63,91.44,91.53,91.39,91.44,91.40,91.39,#N/A,91.40,#N/A,#N/A,91.63,91.72
4/25/1990,91.50,91.63,91.40,91.50,91.36,91.40,91.32,91.36,#N/A,91.32,#N/A,#N/A,91.63,91.73
4/26/1990,91.46,91.60,91.36,91.46,91.30,91.36,91.25,91.30,#N/A,91.25,#N/A,#N/A,91.60,91.73
4/27/1990,91.51,91.63,91.41,91.51,91.33,91.41,91.28,91.33,#N/A,91.28,#N/A,#N/A,91.63,91.73
4/28/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/29/1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/30/1990,91.53,91.65,91.42,91.53,91.34,91.42,91.29,91.34,#N/A,91.29,#N/A,#N/A,91.65,91.74
