,TIPSY02,TIPSY03,TIPSY04,TIPSY05,TIPSY06,TIPSY07,TIPSY08,TIPSY09,TIPSY10,TIPSY11,TIPSY12,TIPSY13,TIPSY14,TIPSY15,TIPSY16,TIPSY17,TIPSY18,TIPSY19,TIPSY20,TIPSPY02,TIPSPY03,TIPSPY04,TIPSPY05,TIPSPY06,TIPSPY07,TIPSPY08,TIPSPY09,TIPSPY10,TIPSPY11,TIPSPY12,TIPSPY13,TIPSPY14,TIPSPY15,TIPSPY16,TIPSPY17,TIPSPY18,TIPSPY19,TIPSPY20,TIPSF02,TIPSF03,TIPSF04,TIPSF05,TIPSF06,TIPSF07,TIPSF08,TIPSF09,TIPSF10,TIPSF11,TIPSF12,TIPSF13,TIPSF14,TIPSF15,TIPSF16,TIPSF17,TIPSF18,TIPSF19,TIPSF20,TIPS1F04,TIPS1F09,TIPS5F5,BKEVENY02,BKEVENY03,BKEVENY04,BKEVENY05,BKEVENY06,BKEVENY07,BKEVENY08,BKEVENY09,BKEVENY10,BKEVENY11,BKEVENY12,BKEVENY13,BKEVENY14,BKEVENY15,BKEVENY16,BKEVENY17,BKEVENY18,BKEVENY19,BKEVENY20,BKEVEN02,BKEVEN03,BKEVEN04,BKEVEN05,BKEVEN06,BKEVEN07,BKEVEN08,BKEVEN09,BKEVEN10,BKEVEN11,BKEVEN12,BKEVEN13,BKEVEN14,BKEVEN15,BKEVEN16,BKEVEN17,BKEVEN18,BKEVEN19,BKEVEN20,BKEVENF02,BKEVENF03,BKEVENF04,BKEVENF05,BKEVENF06,BKEVENF07,BKEVENF08,BKEVENF09,BKEVENF10,BKEVENF11,BKEVENF12,BKEVENF13,BKEVENF14,BKEVENF15,BKEVENF16,BKEVENF17,BKEVENF18,BKEVENF19,BKEVENF20,BKEVEN1F4,BKEVEN1F9,BKEVEN5F5,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2001-03-26,,,,3.0833,3.1563,3.209,3.2487,3.2797,3.3044,3.3247,3.3416,3.3559,3.3682,3.3788,3.3881,3.3963,3.4036,3.4101,3.416,,,,3.0851,3.1564,3.2078,3.2465,3.2765,3.3005,3.3201,3.3364,3.3501,3.3619,3.372,3.3809,3.3887,3.3956,3.4017,3.4072,,,,3.5168,3.5239,3.5263,3.5271,3.5274,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5275,3.5392,3.5587,3.5564,,,,1.5388,1.5976,1.6679,1.7409,1.8116,1.878,1.9386,1.9928,2.0406,2.0821,2.1175,2.147,2.1712,2.1902,2.2046,2.2146,,,,1.5438,1.5934,1.6526,1.7132,1.7711,1.8244,1.8721,1.914,1.9505,1.9815,2.0077,2.0294,2.047,2.0611,2.0721,2.0802,,,,1.7805,1.9971,2.1765,2.3202,2.4313,2.5136,2.5706,2.6053,2.6207,2.6194,2.6037,2.5756,2.5371,2.4898,2.435,2.3743,1.6671,2.5012,2.2203,3.5275,-2.4198,0.0218,,0.9303,
2001-03-23,,,,3.0439,3.1188,3.1732,3.2143,3.2463,3.272,3.293,3.3105,3.3253,3.338,3.3491,3.3587,3.3672,3.3747,3.3815,3.3876,,,,3.0455,3.1187,3.1716,3.2115,3.2426,3.2674,3.2876,3.3045,3.3187,3.3308,3.3413,3.3505,3.3585,3.3657,3.372,3.3777,,,,3.4877,3.4975,3.5011,3.5024,3.5029,3.5031,3.5031,3.5032,3.5032,3.5032,3.5032,3.5032,3.5032,3.5032,3.5032,3.5032,3.507,3.5339,3.5307,,,,1.5313,1.5832,1.6478,1.7162,1.7835,1.8471,1.9055,1.9583,2.0051,2.0459,2.0809,2.1105,2.1348,2.1543,2.1692,2.18,,,,1.5375,1.5807,1.635,1.6917,1.7465,1.7975,1.8435,1.8842,1.9198,1.9503,1.9762,1.9978,2.0156,2.0297,2.041,2.0494,,,,1.7349,1.9449,2.121,2.2635,2.375,2.4587,2.5179,2.5554,2.5742,2.5765,2.5647,2.5407,2.5063,2.4631,2.4126,2.3559,1.6263,2.4447,2.1652,3.5032,-2.3173,0.0141,,1.0038,
2001-03-22,,,,3.0131,3.0922,3.15,3.1937,3.2279,3.2552,3.2776,3.2963,3.3121,3.3257,3.3374,3.3477,3.3568,3.3648,3.372,3.3785,,,,3.0139,3.0911,3.1472,3.1896,3.2226,3.249,3.2706,3.2885,3.3036,3.3165,3.3277,3.3374,3.346,3.3536,3.3603,3.3664,,,,3.4806,3.4935,3.4986,3.5006,3.5014,3.5017,3.5018,3.5018,3.5018,3.5019,3.5019,3.5019,3.5019,3.5019,3.5019,3.5019,3.4968,3.5324,3.5279,,,,1.4889,1.5379,1.6005,1.6678,1.7344,1.7979,1.8566,1.9097,1.9571,1.9986,2.0344,2.0648,2.09,2.1103,2.1262,2.1378,,,,1.4955,1.536,1.5884,1.6441,1.6985,1.7493,1.7954,1.8365,1.8724,1.9034,1.9298,1.952,1.9702,1.9849,1.9967,2.0055,,,,1.6745,1.8849,2.0631,2.2084,2.3231,2.41,2.4724,2.513,2.5346,2.5396,2.5302,2.5084,2.476,2.4346,2.3856,2.3302,1.5669,2.3943,2.1088,3.5019,-2.3132,0.0137,,1.0726,
2001-03-21,,,,3.0607,3.1369,3.1919,3.2333,3.2655,3.2913,3.3124,3.33,3.3449,3.3577,3.3687,3.3784,3.387,3.3946,3.4013,3.4075,,,,3.061,3.1355,3.1892,3.2295,3.2608,3.2858,3.3062,3.3232,3.3375,3.3497,3.3603,3.3695,3.3776,3.3848,3.3912,3.397,,,,3.514,3.5205,3.5226,3.5233,3.5235,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5236,3.5367,3.5548,3.5528,,,,1.4952,1.5458,1.6097,1.6775,1.7444,1.8076,1.8659,1.9185,1.9653,2.0062,2.0415,2.0713,2.0959,2.1158,2.1313,2.1425,,,,1.5027,1.5446,1.598,1.6541,1.7086,1.7593,1.8051,1.8457,1.8813,1.9119,1.9379,1.9596,1.9776,1.9921,2.0035,2.0121,,,,1.6903,1.9018,2.0783,2.2208,2.3325,2.4167,2.4766,2.5153,2.5352,2.539,2.5288,2.5064,2.4738,2.4323,2.3835,2.3285,1.5797,2.402,2.1221,3.5236,-2.6002,0.0415,,0.9079,
2001-03-20,,,,3.1102,3.1824,3.2345,3.2736,3.3041,3.3285,3.3484,3.365,3.3791,3.3912,3.4016,3.4108,3.4188,3.426,3.4324,3.4382,,,,3.1119,3.1826,3.2334,3.2715,3.3011,3.3248,3.3441,3.3601,3.3737,3.3853,3.3953,3.404,3.4117,3.4184,3.4245,3.4299,,,,3.5405,3.5457,3.5473,3.5478,3.5479,3.5479,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.548,3.5649,3.5796,3.578,,,,1.4803,1.5281,1.5874,1.6504,1.7125,1.7715,1.8262,1.8759,1.9205,1.9598,1.9943,2.0237,2.0487,2.0693,2.086,2.0988,,,,1.4871,1.5266,1.5763,1.6285,1.6792,1.7264,1.7695,1.808,1.8418,1.8713,1.8966,1.9181,1.9361,1.9511,1.9631,1.9727,,,,1.6675,1.8604,2.0224,2.1547,2.26,2.3413,2.4009,2.4418,2.4661,2.4758,2.4728,2.4587,2.4352,2.4035,2.3649,2.3205,1.5669,2.3246,2.0644,3.548,-2.5134,0.2038,,0.9503,
2001-03-19,,,,3.0925,3.1647,3.2169,3.2562,3.2869,3.3114,3.3315,3.3483,3.3624,3.3746,3.3851,3.3943,3.4025,3.4097,3.4161,3.422,,,,3.0949,3.1654,3.2163,3.2545,3.2843,3.308,3.3274,3.3436,3.3572,3.3688,3.3789,3.3876,3.3953,3.4022,3.4083,3.4137,,,,3.5209,3.5285,3.5312,3.532,3.5323,3.5324,3.5325,3.5325,3.5325,3.5325,3.5325,3.5325,3.5325,3.5325,3.5325,3.5325,3.5427,3.5638,3.5612,,,,1.554,1.5956,1.6494,1.7074,1.765,1.8203,1.8717,1.9186,1.961,1.9985,2.0315,2.0599,2.084,2.1041,2.1205,2.1333,,,,1.5612,1.5953,1.6399,1.6877,1.7345,1.7786,1.8189,1.8551,1.8871,1.9151,1.9392,1.9598,1.9772,1.9915,2.0032,2.0126,,,,1.7113,1.8928,2.0468,2.1739,2.2757,2.3548,2.4137,2.4548,2.4802,2.4916,2.491,2.4799,2.4596,2.4315,2.3966,2.3561,1.6184,2.3396,2.0885,3.5325,-2.3306,0.1314,,1.0052,
2001-03-16,,,,3.0752,3.1496,3.2026,3.2422,3.2729,3.2974,3.3173,3.3339,3.348,3.36,3.3705,3.3796,3.3877,3.3948,3.4012,3.407,,,,3.0759,3.1487,3.2006,3.2392,3.2691,3.2928,3.3122,3.3283,3.3419,3.3535,3.3635,3.3722,3.3799,3.3867,3.3928,3.3982,,,,3.52,3.5216,3.5203,3.5188,3.5178,3.5172,3.5169,3.5167,3.5166,3.5166,3.5165,3.5165,3.5165,3.5165,3.5165,3.5165,3.5456,3.5486,3.5504,,,,1.5273,1.5678,1.6217,1.6802,1.7388,1.7952,1.8481,1.8966,1.9405,1.9798,2.0145,2.0448,2.0708,2.093,2.1113,2.126,,,,1.5353,1.5682,1.6128,1.661,1.7086,1.7538,1.7952,1.8326,1.8659,1.8951,1.9205,1.9425,1.9611,1.9767,1.9897,2.0003,,,,1.6746,1.8623,2.0217,2.1533,2.2594,2.3428,2.4061,2.4517,2.4816,2.4977,2.5018,2.4952,2.4794,2.4556,2.4249,2.3884,1.5787,2.3258,2.0647,3.5165,-2.4808,0.6469,,1.1945,
2001-03-15,,,,3.1087,3.1848,3.2373,3.2751,3.3034,3.3254,3.3429,3.3573,3.3693,3.3795,3.3883,3.3959,3.4027,3.4087,3.414,3.4189,,,,3.1093,3.1837,3.2351,3.2721,3.2999,3.3215,3.3388,3.3529,3.3647,3.3748,3.3834,3.3909,3.3975,3.4034,3.4086,3.4132,,,,3.5694,3.5593,3.5459,3.5344,3.5259,3.5201,3.5164,3.514,3.5126,3.5117,3.5112,3.5109,3.5107,3.5106,3.5105,3.5105,3.5996,3.554,3.5738,,,,1.5154,1.5601,1.6191,1.6829,1.7463,1.8066,1.8624,1.913,1.9582,1.9981,2.0326,2.0623,2.0871,2.1075,2.1239,2.1364,,,,1.5224,1.5591,1.6082,1.661,1.7128,1.7613,1.8053,1.8447,1.8792,1.9091,1.9347,1.9565,1.9746,1.9895,2.0015,2.0111,,,,1.6798,1.8836,2.0562,2.1963,2.3061,2.3891,2.4488,2.4885,2.5108,2.5184,2.5131,2.4968,2.4713,2.4377,2.3975,2.3516,1.5761,2.3723,2.0995,3.5104,-2.3115,1.1689,,1.6026,
2001-03-14,,,,3.1373,3.2093,3.2584,3.2934,3.3196,3.3398,3.3559,3.3691,3.3802,3.3896,3.3977,3.4048,3.411,3.4165,3.4215,3.4259,,,,3.1383,3.2089,3.2571,3.2916,3.3174,3.3374,3.3533,3.3664,3.3774,3.3867,3.3947,3.4017,3.4078,3.4132,3.4181,3.4224,,,,3.5763,3.561,3.5453,3.533,3.5245,3.519,3.5156,3.5135,3.5122,3.5115,3.5111,3.5108,3.5107,3.5106,3.5106,3.5105,3.6112,3.5528,3.5742,,,,1.5415,1.579,1.6314,1.6892,1.7472,1.8026,1.8542,1.9011,1.9431,1.9802,2.0126,2.0404,2.064,2.0835,2.0993,2.1116,,,,1.5511,1.5812,1.6245,1.672,1.7192,1.7636,1.8042,1.8406,1.8726,1.9005,1.9245,1.9448,1.962,1.9762,1.9877,1.9969,,,,1.6671,1.8615,2.025,2.1572,2.2607,2.3392,2.3963,2.4348,2.4576,2.4665,2.4637,2.4508,2.4291,2.4001,2.3647,2.3242,1.5675,2.3226,2.065,3.5105,-2.3505,1.2471,,1.5331,
2001-03-13,,,,3.1621,3.2291,3.2752,3.3081,3.3327,3.3516,3.3666,3.3789,3.3891,3.3978,3.4053,3.4118,3.4176,3.4227,3.4272,3.4313,,,,3.1658,3.2314,3.2766,3.309,3.3331,3.3518,3.3667,3.3788,3.389,3.3976,3.405,3.4114,3.417,3.422,3.4265,3.4305,,,,3.5689,3.5583,3.5449,3.5334,3.5249,3.5191,3.5153,3.5128,3.5113,3.5104,3.5098,3.5095,3.5093,3.5092,3.5091,3.5091,3.6001,3.553,3.573,,,,1.6306,1.6667,1.7162,1.7707,1.8252,1.8773,1.9256,1.9695,2.0087,2.0432,2.0731,2.0987,2.1202,2.1378,2.1519,2.1627,,,,1.6395,1.6685,1.7093,1.754,1.7983,1.84,1.878,1.912,1.9418,1.9677,1.9899,2.0087,2.0244,2.0373,2.0476,2.0558,,,,1.7552,1.935,2.0874,2.211,2.3078,2.3808,2.4332,2.468,2.4875,2.4939,2.4891,2.4746,2.452,2.4224,2.387,2.3466,1.6649,2.366,2.1258,3.509,-2.0335,1.0822,,1.6335,
2001-03-12,,,,3.1384,3.2068,3.2535,3.2868,3.3114,3.3303,3.3453,3.3574,3.3676,3.3762,3.3836,3.39,3.3956,3.4007,3.4051,3.4092,,,,3.1413,3.2083,3.2541,3.2868,3.3111,3.3298,3.3447,3.3568,3.3669,3.3754,3.3828,3.3891,3.3947,3.3997,3.4041,3.408,,,,3.5542,3.5416,3.5263,3.5134,3.5038,3.4973,3.4929,3.4902,3.4884,3.4874,3.4867,3.4863,3.4861,3.4859,3.4859,3.4858,3.586,3.5312,3.5538,,,,1.6286,1.6631,1.7129,1.7682,1.8241,1.8775,1.9269,1.9719,2.0117,2.0467,2.0769,2.1026,2.1239,2.1411,2.1547,2.1647,,,,1.6392,1.6664,1.7073,1.7528,1.798,1.8407,1.8796,1.9143,1.9447,1.971,1.9934,2.0123,2.0279,2.0406,2.0507,2.0586,,,,1.7387,1.9286,2.089,2.2182,2.3187,2.3936,2.4467,2.4807,2.4987,2.5027,2.495,2.4771,2.4507,2.4172,2.3775,2.3328,1.6432,2.379,2.1281,3.4857,-2.0818,1.1546,,1.6515,
2001-03-09,,,,3.1324,3.2011,3.248,3.2814,3.306,3.3249,3.3398,3.352,3.3621,3.3707,3.378,3.3844,3.3901,3.3951,3.3995,3.4035,,,,3.1352,3.2025,3.2485,3.2813,3.3056,3.3243,3.3391,3.3512,3.3613,3.3698,3.3771,3.3835,3.3891,3.394,3.3984,3.4023,,,,3.5504,3.5374,3.5217,3.5084,3.4985,3.4917,3.4872,3.4843,3.4825,3.4814,3.4807,3.4803,3.4801,3.4799,3.4799,3.4798,3.5823,3.5256,3.549,,,,1.6591,1.693,1.7415,1.7954,1.8498,1.9016,1.9496,1.9929,2.0315,2.0651,2.0942,2.1188,2.139,2.1554,2.1682,2.1776,,,,1.6697,1.6963,1.7361,1.7803,1.8243,1.8657,1.9034,1.9369,1.9662,1.9916,2.0131,2.0311,2.0461,2.0582,2.0678,2.0751,,,,1.7678,1.9525,2.1081,2.2333,2.3302,2.4022,2.4527,2.4847,2.501,2.5038,2.4952,2.4769,2.4502,2.4168,2.3773,2.3332,1.6747,2.3887,2.1462,3.4797,-2.0892,1.171,,1.6594,
2001-03-08,,,,3.1171,3.1906,3.241,3.2767,3.3027,3.3223,3.3375,3.3497,3.3596,3.3679,3.375,3.3811,3.3865,3.3912,3.3954,3.3992,,,,3.1195,3.1913,3.2406,3.2755,3.3012,3.3206,3.3357,3.3479,3.3579,3.3663,3.3734,3.3796,3.3849,3.3897,3.3939,3.3977,,,,3.5619,3.552,3.5348,3.5181,3.5042,3.4937,3.4862,3.4809,3.4773,3.475,3.4734,3.4723,3.4717,3.4713,3.471,3.4708,3.5893,3.5295,3.5596,,,,1.6186,1.6504,1.6989,1.7543,1.811,1.8658,1.917,1.9637,2.0055,2.0423,2.0741,2.1012,2.1238,2.1423,2.1569,2.1679,,,,1.6295,1.6542,1.6938,1.7391,1.7849,1.8287,1.869,1.905,1.9368,1.9644,1.9881,2.008,2.0247,2.0382,2.0491,2.0576,,,,1.7111,1.904,2.0711,2.2082,2.3164,2.398,2.4564,2.4948,2.5158,2.522,2.5158,2.4989,2.4728,2.4392,2.3992,2.354,1.6161,2.3808,2.1141,3.4705,-1.9934,1.2403,,1.8941,
2001-03-07,,,,3.1144,3.1925,3.2459,3.2836,3.3108,3.3312,3.347,3.3594,3.3695,3.378,3.3851,3.3912,3.3966,3.4013,3.4055,3.4092,,,,3.1155,3.1918,3.244,3.2809,3.3077,3.328,3.3437,3.3562,3.3664,3.3749,3.3822,3.3884,3.3939,3.3986,3.4029,3.4067,,,,3.587,3.5761,3.5568,3.5375,3.5214,3.5089,3.4998,3.4934,3.489,3.4859,3.4839,3.4826,3.4817,3.4811,3.4808,3.4805,3.6141,3.5459,3.5808,,,,1.6441,1.6721,1.7181,1.7717,1.8272,1.8811,1.9314,1.9774,2.0186,2.0546,2.0858,2.1123,2.1342,2.152,2.1659,2.1763,,,,1.656,1.677,1.7141,1.7576,1.8023,1.8451,1.8845,1.9199,1.9512,1.9782,2.0012,2.0207,2.0367,2.0499,2.0603,2.0683,,,,1.7141,1.9074,2.0756,2.2139,2.3227,2.4047,2.4628,2.5003,2.5202,2.5253,2.5176,2.4991,2.4715,2.4365,2.3949,2.3484,1.6201,2.3865,2.119,3.4801,-2.0783,1.352,,1.9507,
2001-03-06,,,,3.1359,3.2156,3.2708,3.3098,3.3382,3.3593,3.3754,3.3881,3.3983,3.4067,3.4138,3.4199,3.4251,3.4297,3.4338,3.4374,,,,3.1376,3.2153,3.2691,3.3072,3.335,3.3559,3.3719,3.3847,3.395,3.4036,3.4108,3.417,3.4223,3.4271,3.4312,3.435,,,,3.6157,3.61,3.5927,3.5735,3.5564,3.5425,3.5318,3.524,3.5183,3.5143,3.5116,3.5097,3.5084,3.5075,3.5069,3.5065,3.639,3.5808,3.616,,,,1.6885,1.7173,1.7632,1.8166,1.8717,1.9253,1.9756,2.0214,2.0624,2.0984,2.1294,2.1556,2.1774,2.1949,2.2085,2.2186,,,,1.6996,1.7212,1.7581,1.8013,1.8456,1.888,1.9273,1.9625,1.9935,2.0203,2.0432,2.0624,2.0784,2.0912,2.1015,2.1093,,,,1.7657,1.9536,2.1191,2.2564,2.365,2.447,2.5053,2.5427,2.5625,2.5669,2.5584,2.5391,2.5106,2.4745,2.432,2.3844,1.6761,2.4293,2.1635,3.5058,-1.9856,1.3325,,2.0901,
2001-03-05,,,,3.1361,3.2154,3.2704,3.3094,3.3379,3.3592,3.3756,3.3885,3.399,3.4077,3.415,3.4213,3.4268,3.4316,3.4358,3.4396,,,,3.1379,3.2152,3.2688,3.3069,3.3348,3.3558,3.3721,3.385,3.3956,3.4044,3.4118,3.4182,3.4237,3.4286,3.4329,3.4368,,,,3.6132,3.6081,3.5918,3.5737,3.5576,3.5446,3.5348,3.5276,3.5225,3.5189,3.5164,3.5147,3.5136,3.5128,3.5123,3.512,3.6366,3.5826,3.6154,,,,1.685,1.7101,1.7528,1.8034,1.8562,1.9078,1.9564,2.001,2.0409,2.076,2.1065,2.1323,2.1538,2.1713,2.1851,2.1953,,,,1.6971,1.7154,1.7495,1.7903,1.8325,1.8734,1.9112,1.9453,1.9754,2.0015,2.0239,2.0428,2.0585,2.0712,2.0814,2.0892,,,,1.7421,1.9258,2.088,2.2229,2.3301,2.4115,2.4697,2.5079,2.5288,2.5348,2.5284,2.5112,2.485,2.4514,2.4115,2.3663,1.6539,2.3941,2.1319,3.5113,-1.9935,1.2965,,2.0559,
2001-03-02,,,,3.1275,3.2061,3.2611,3.3006,3.3298,3.3518,3.369,3.3828,3.394,3.4034,3.4113,3.4182,3.4242,3.4294,3.4341,3.4383,,,,3.1298,3.2064,3.2599,3.2984,3.3269,3.3485,3.3655,3.3791,3.3903,3.3996,3.4075,3.4144,3.4203,3.4256,3.4303,3.4344,,,,3.5982,3.597,3.5845,3.5697,3.5562,3.5454,3.5371,3.531,3.5267,3.5237,3.5217,3.5203,3.5193,3.5187,3.5183,3.518,3.6195,3.5823,3.609,,,,1.6645,1.6951,1.7432,1.7988,1.856,1.9115,1.9634,2.0106,2.0528,2.0897,2.1215,2.1483,2.1704,2.1882,2.2019,2.2117,,,,1.6762,1.6994,1.7383,1.7834,1.8293,1.8733,1.9137,1.9499,1.9817,2.0092,2.0327,2.0522,2.0684,2.0813,2.0915,2.0993,,,,1.7489,1.9442,2.1149,2.2557,2.367,2.4505,2.5097,2.5475,2.5669,2.5705,2.5606,2.5393,2.5086,2.4698,2.4243,2.3734,1.6541,2.4345,2.1599,3.5175,-1.9615,1.1804,,2.0273,
2001-03-01,,,,3.1039,3.1834,3.2392,3.2795,3.3095,3.3326,3.3507,3.3653,3.3774,3.3876,3.3962,3.4038,3.4104,3.4162,3.4214,3.4261,,,,3.1056,3.183,3.2373,3.2766,3.3059,3.3284,3.3462,3.3606,3.3726,3.3826,3.3912,3.3986,3.4051,3.4108,3.4159,3.4204,,,,3.5793,3.5789,3.5682,3.5556,3.5443,3.5355,3.5288,3.5241,3.5209,3.5186,3.5171,3.5162,3.5155,3.5151,3.5148,3.5146,3.6006,3.5712,3.5936,,,,1.5986,1.623,1.666,1.7174,1.7712,1.8238,1.8736,1.9195,1.9607,1.9973,2.0292,2.0565,2.0794,2.0983,2.1133,2.1248,,,,1.6118,1.6296,1.664,1.7054,1.7484,1.7901,1.8289,1.8639,1.895,1.9221,1.9455,1.9653,1.9818,1.9954,2.0063,2.0149,,,,1.6496,1.8389,2.0051,2.1435,2.2541,2.3388,2.4007,2.4425,2.4668,2.4762,2.4728,2.4582,2.4344,2.4026,2.3641,2.3201,1.5577,2.3202,2.0497,3.5143,-2.0356,1.1202,,1.9282,
2001-02-28,,,,3.1113,3.1934,3.2508,3.2922,3.323,3.3467,3.3655,3.3807,3.3932,3.4039,3.413,3.4209,3.4278,3.4339,3.4394,3.4443,,,,3.1118,3.1918,3.2477,3.2881,3.3182,3.3414,3.3598,3.3748,3.3872,3.3976,3.4066,3.4143,3.4211,3.4271,3.4325,3.4373,,,,3.6042,3.6009,3.5887,3.5756,3.5645,3.5561,3.55,3.5457,3.5429,3.541,3.5397,3.5389,3.5384,3.5381,3.5379,3.5378,3.6278,3.592,3.6149,,,,1.6285,1.6565,1.7029,1.7572,1.8134,1.868,1.9191,1.9659,2.0079,2.0446,2.0765,2.1036,2.1261,2.1444,2.1587,2.1693,,,,1.6413,1.6621,1.6994,1.7431,1.7881,1.8313,1.8711,1.9067,1.9382,1.9656,1.9888,2.0085,2.0248,2.038,2.0484,2.0564,,,,1.6963,1.8934,2.0643,2.2048,2.3156,2.3993,2.4592,2.4983,2.5195,2.5254,2.5183,2.4999,2.4721,2.4362,2.3937,2.3455,1.599,2.3823,2.1086,3.5376,-2.1878,1.1765,,1.8437,
2001-02-27,,,,3.124,3.2082,3.2669,3.3089,3.3399,3.3634,3.3817,3.3963,3.4083,3.4183,3.4269,3.4342,3.4406,3.4463,3.4513,3.4559,,,,3.1244,3.2064,3.2635,3.3045,3.3348,3.3578,3.3759,3.3904,3.4023,3.4123,3.4208,3.4281,3.4345,3.4402,3.4452,3.4496,,,,3.629,3.6258,3.6114,3.5951,3.5807,3.5693,3.5607,3.5545,3.5502,3.5472,3.5452,3.5438,3.5429,3.5423,3.5419,3.5417,3.6515,3.6069,3.6361,,,,1.6671,1.6847,1.7207,1.7656,1.8135,1.8612,1.9067,1.9489,1.9873,2.0215,2.0515,2.0776,2.0998,2.1182,2.1333,2.1451,,,,1.6798,1.6912,1.7193,1.755,1.793,1.8305,1.8656,1.8977,1.9264,1.9516,1.9735,1.9923,2.0081,2.0212,2.0319,2.0406,,,,1.6855,1.8578,2.0123,2.1426,2.2479,2.3296,2.3903,2.4326,2.4589,2.4714,2.4721,2.4628,2.4449,2.4196,2.3882,2.3515,1.6047,2.3111,2.056,3.5412,-2.1426,1.2836,,1.9858,
2001-02-26,,,,3.1516,3.2372,3.2968,3.3391,3.3699,3.3928,3.4104,3.4241,3.4351,3.4442,3.4517,3.4582,3.4638,3.4687,3.473,3.4769,,,,3.1522,3.2356,3.2935,3.3347,3.3648,3.3874,3.4048,3.4186,3.4297,3.4389,3.4466,3.4532,3.459,3.464,3.4684,3.4724,,,,3.6651,3.6621,3.6454,3.6254,3.607,3.5918,3.5798,3.5709,3.5643,3.5596,3.5563,3.554,3.5524,3.5513,3.5506,3.5501,3.6865,3.6317,3.6683,,,,1.7165,1.7428,1.7862,1.8375,1.891,1.9436,1.993,2.0386,2.0795,2.1157,2.1472,2.1741,2.1966,2.215,2.2297,2.2407,,,,1.7264,1.7456,1.7803,1.8216,1.8643,1.9057,1.9441,1.9788,2.0096,2.0364,2.0595,2.079,2.0952,2.1086,2.1194,2.1277,,,,1.7825,1.9635,2.1257,2.2625,2.3722,2.4562,2.5173,2.5579,2.5811,2.5892,2.5844,2.5688,2.5441,2.5118,2.473,2.429,1.6983,2.4378,2.1719,3.5491,-2.0707,1.4015,,2.1536,
2001-02-23,,,,3.1808,3.2575,3.3115,3.3509,3.3807,3.404,3.4226,3.4379,3.4507,3.4616,3.471,3.4792,3.4864,3.4928,3.4985,3.5037,,,,3.183,3.2579,3.3105,3.3489,3.378,3.4006,3.4188,3.4338,3.4463,3.4569,3.466,3.4739,3.4809,3.4871,3.4926,3.4975,,,,3.6408,3.6393,3.6312,3.6227,3.6158,3.6108,3.6074,3.6052,3.6038,3.6029,3.6023,3.602,3.6018,3.6016,3.6016,3.6015,3.6663,3.646,3.6604,,,,1.7334,1.7697,1.8198,1.875,1.9302,1.9827,2.0311,2.0747,2.1132,2.1467,2.1752,2.199,2.2184,2.2337,2.2451,2.253,,,,1.7427,1.7711,1.8119,1.8566,1.9008,1.9424,1.9799,2.0131,2.042,2.0667,2.0876,2.1049,2.1189,2.13,2.1386,2.145,,,,1.8572,2.0406,2.196,2.3212,2.4179,2.4891,2.5379,2.5676,2.5807,2.5798,2.5669,2.5437,2.512,2.4732,2.4282,2.3785,1.7665,2.4785,2.2349,3.6015,-2.1507,0.9811,,1.6717,
2001-02-22,,,,3.2124,3.2838,3.3343,3.3714,3.3998,3.4221,3.4402,3.4551,3.4676,3.4783,3.4876,3.4957,3.5028,3.5092,3.5148,3.5199,,,,3.2162,3.2859,3.3351,3.3714,3.399,3.4207,3.4383,3.4528,3.465,3.4754,3.4843,3.4921,3.4989,3.505,3.5104,3.5152,,,,3.6402,3.6398,3.6344,3.6289,3.6246,3.6217,3.6198,3.6186,3.6179,3.6174,3.6172,3.617,3.6169,3.6169,3.6169,3.6169,3.6668,3.6561,3.665,,,,1.7683,1.8059,1.8563,1.9111,1.9653,2.0168,2.064,2.1064,2.1439,2.1764,2.204,2.227,2.2457,2.2603,2.2714,2.2789,,,,1.778,1.8078,1.8489,1.8932,1.9367,1.9773,2.0139,2.0462,2.0742,2.0981,2.1183,2.135,2.1486,2.1593,2.1675,2.1735,,,,1.9023,2.0814,2.2314,2.3514,2.4438,2.5115,2.5579,2.5858,2.5979,2.5964,2.5832,2.5601,2.5287,2.4902,2.4458,2.3967,1.8127,2.502,2.2686,3.6168,-2.0936,0.8284,,1.5318,
