year,month,day,FOMCused,dffr1_tick_wide_scaled,dffr2_tick_wide_scaled,ded2_tick_wide,ded3_tick_wide,ded4_tick_wide,DNY1
1999,6,2,0,-.021425,.0389545,-.0149994,-.0149994,-.0199966,.0086999
1999,6,3,0,0,0,0,0,0,-.0088
1999,6,4,0,0,-.0387583,.0100021,.0049973,.0100021,.0105
1999,6,7,0,0,0,0,.0149994,.0049973,.0074
1999,6,8,0,-.0068144,.0100021,.0149994,.0099945,.0149994,.0077
1999,6,9,0,-.0071389,.0200043,0,-.0050049,-.0050049,.0240998
1999,6,10,0,.0150032,.0100021,0,-.0049973,0,.0372
1999,6,11,0,0,.0100021,0,.0149994,.0100021,.0414004
1999,6,14,0,-.0093699,.0113381,.0049973,-.0049973,.0049973,-.0227003
1999,6,15,0,.0099945,.0099945,.0050049,.0050049,.0049973,-.0092998
1999,6,16,0,-.0107084,.0130616,-.0050049,-.0049973,.0049973,-.0318999
1999,6,17,0,0,-.0119165,0,-.0149994,-.0149994,-.0816002
1999,6,18,0,-.0124931,.0153915,.0149994,.0149994,.0149994,.0599999
1999,6,21,0,-.0166575,-.0072687,-.0099945,-.0049973,-.015007,.0327001
1999,6,22,0,.0187397,.0058414,0,0,-.0050049,.0306001
1999,6,23,0,.0100021,.0254936,.0149994,.0200043,.0149994,.0246997
1999,6,24,0,-.0099945,.0063123,.0200043,.0050049,.0149994,.0230002
1999,6,25,0,.0099945,-.0072183,-.0049973,0,0,.0042
1999,6,28,0,-.0099945,-.0100103,0,-.0099945,.0049973,-.0226998
1999,6,29,0,.0100021,.0321497,.0050049,.0100021,.0050049,.0109
1999,6,30,1,-.0400009,-.0699997,-.0999985,-.1100006,-.125,-.1174002
1999,7,1,0,0,-.0129293,-.0100021,-.0149994,-.0100021,.0531001
1999,7,2,0,-.00535,.0238105,.0500031,.0499954,.0600052,-.0027003
1999,7,6,0,0,.0193644,-.0050049,-.0100021,-.0049973,.0198002
1999,7,7,0,0,.0049973,.0100021,.0099945,.0199966,-.0158
1999,7,8,0,-.0067457,-.0050049,-.015007,-.0149994,-.0149994,-.0345998
1999,7,9,0,0,.0049973,.0099945,.0100021,.0099945,.0105
1999,7,13,0,0,-.0100021,-.0049973,0,.0050049,-.0546002
1999,7,14,0,.0091266,.0050049,-.0050049,.0100021,.0049973,.0216002
1999,7,15,0,0,-.0050049,0,-.0049973,-.0049973,-.0038004
1999,7,16,0,0,-.0051775,-.0049973,0,0,-.0288997
1999,7,19,0,0,0,0,.0100021,0,-.0123
1999,7,20,0,0,0,-.0200043,-.0199966,-.0099945,-.0441003
1999,7,22,0,0,-.0065182,.0050049,.0149994,.0149994,.0484004
1999,7,23,0,0,-.0136393,0,.0050049,0,.0297999
1999,7,26,0,-.0049973,-.0049973,-.0100021,-.0049973,-.0049973,.0207
1999,7,27,0,-.0049973,-.0049973,-.0100021,-.0050049,-.0149994,-.0275002
1999,7,28,0,.0049973,-.0038214,-.0050049,-.0049973,-.0049973,.0230002
1999,7,29,0,0,0,0,.0100021,.0050049,.0467
1999,7,30,0,0,-.0099945,-.0050049,-.0049973,-.0050049,.0168996
1999,8,2,0,.0053419,.0046197,0,-.0049973,.0149994,.0229001
1999,8,3,0,-.0055327,-.0043147,-.0049973,0,.0099945,.0110002
1999,8,4,0,0,-.0149918,.0050049,0,.0050049,-.0230002
1999,8,5,0,.0178839,-.0250461,0,.0049973,.0050049,-.0386
1999,8,6,0,0,.0749874,-.0099945,-.0049973,0,.1198001
1999,8,9,0,.0070416,.0050049,-.0050049,0,0,.0774002
1999,8,10,0,0,-.0199966,0,0,-.0050049,.0063996
1999,8,11,0,0,-.0099945,.0050049,0,.0099945,-.0276999
1999,8,12,0,0,-.0049973,.0050049,.0050049,0,.0183001
1999,8,13,0,-.0086064,.0050049,0,-.0100021,-.0050049,-.0545998
1999,8,16,0,-.0103277,0,.0049973,.0250015,.0149994,.0299997
1999,8,17,0,0,-.0051638,-.0049973,.0049973,-.0049973,-.0409999
1999,8,18,0,0,0,-.0049973,-.0049973,.0049973,-.0328002
1999,8,19,0,0,.0119256,.0149994,.0200043,.0250015,-.0135999
1999,8,20,0,-.0140832,-.0028166,-.0100021,-.0199966,-.0149994,-.0054998
1999,8,23,0,0,-.0064646,0,-.0149994,0,.0303001
1999,8,24,1,.0400009,.0101914,-.0050049,0,-.0199966,-.0187001
1999,8,25,0,0,.0081534,-.0050049,-.0049973,-.0049973,-.0419002
1999,8,26,0,-.0049973,.0036091,-.0050049,-.015007,-.0199966,.0388002
1999,8,27,0,.0050049,.0141036,.0099945,.0149994,.0199966,.0623999
1999,8,30,0,0,.009697,.0100021,-.0050049,.0100021,.0721998
1999,8,31,0,0,.0119347,0,-.0100021,0,-.0117998
1999,9,1,0,.0051775,-.0081977,-.0049973,0,.0050049,.0100999
1999,9,2,0,0,-.0563757,.0049973,.0050049,.0100021,.0011001
1999,9,3,0,0,.0310066,.0149994,.0250015,.0149994,-.0816998
1999,9,7,0,0,-.0344518,.0049973,0,.0100021,.0404
1999,9,8,0,.0068248,.0049973,-.0049973,.0050049,0,.0058999
1999,9,9,0,0,-.0050049,-.0050049,-.0149994,-.0099945,.0194001
1999,9,10,0,-.0074959,0,0,.0050049,0,-.0482001
1999,9,13,0,0,.0199966,-.0049973,-.0099945,-.0049973,.0123
1999,9,14,0,.0093699,-.0049973,.0100021,.0049973,-.0049973,.0292997
1999,9,15,0,-.0100098,-.0048323,-.0049973,-.0050049,-.0099945,-.0377998
1999,9,16,0,-.0107247,-.0099505,-.0049973,-.0100021,-.0100021,-.0314999
1999,9,17,0,0,.0055525,-.0200043,-.0099945,-.0100021,-.0023003
1999,9,20,0,0,0,.0050049,.0149994,.0049973,.0215001
1999,9,21,0,-.0166829,.0033366,.0049973,.0050049,0,.0019002
1999,9,22,0,.0187397,-.0136393,-.0100021,-.0049973,0,.0005999
1999,9,23,0,0,0,-.0049973,-.0100021,-.0050049,-.0194001
1999,9,24,0,-.0050049,-.0049934,-.0199966,-.0299988,-.0100021,-.0682001
1999,9,27,0,0,.0083288,-.0049973,-.0049973,-.0100021,.0504003
1999,9,28,0,-.0050049,.0050049,.0099945,.0100021,.0149994,0
1999,9,29,0,-.0049973,.0057111,0,.0100021,0,.0531998
1999,9,30,0,-.0050049,.0180946,-.0049973,0,-.0100021,-.0611
1999,10,1,0,-.0051717,-.0047546,0,.0100021,.0049973,.0903001
1999,10,4,0,-.0057463,-.0037242,-.0050049,-.0050049,-.0100021,-.0253
1999,10,5,1,-.041726,-.0058878,.0750046,.0999985,.1100006,.0619001
1999,10,6,0,.0061966,.0050049,.0249939,.0200043,.0299988,.0283999
1999,10,7,0,0,-.0149994,-.0099945,0,.0049973,.0046
1999,10,8,0,0,.0100021,.0299988,.0299988,.0450058,-.0098
1999,10,12,0,-.0081659,-.0050049,.0049973,.0049973,.0049973,.0197001
1999,10,13,0,0,-.0049973,.0049973,.0200043,.0149994,.0362
1999,10,14,0,-.0091266,.0003042,.0050049,0,.0050049,.0337996
1999,10,15,0,-.009697,-.0100232,-.0100021,-.0049973,-.0200043,-.0699997
1999,10,18,0,-.0119165,.0012768,.0049973,-.0149994,-.0099945,.0208998
1999,10,19,0,0,-.0061966,.0100021,.0099945,.0200043,.0450001
1999,10,20,0,-.0281878,.0082215,0,.0100021,.0100021,.0151
1999,10,21,0,0,.0067457,0,-.0049973,-.0149994,.0061998
1999,10,22,0,.0172128,-.0140939,.0050049,.0050049,.0049973,.0149002
1999,10,25,0,.0049973,-.0023796,0,-.0100021,-.0149994,.0184002
1999,10,26,0,-.0049973,-.0136036,-.0099945,0,-.0099945,.0288
1999,10,27,0,.0049973,.0049973,-.0099945,-.0049973,.0050049,-.0419002
1999,10,28,0,-.0049973,.0046849,-.0050049,-.0099945,-.0100021,-.0344
1999,10,29,0,.0049973,-.0156738,0,-.0050049,0,-.0704002
1999,11,1,0,0,.0110653,-.0149994,-.0100021,-.0099945,.0216002
1999,11,2,0,0,0,0,.0049973,.0049973,.0049
1999,11,3,0,.0055525,.0038312,.0049973,.0050049,.0049973,-.0113001
1999,11,4,0,.0057749,-.0141163,-.0050049,0,0,-.0384998
1999,11,5,0,.0059967,-.0172405,.0049973,.0099945,.0050049,-.0185003
1999,11,8,0,0,.0049973,0,0,.0050049,.026
1999,11,9,0,.0071389,.0300064,-.0050049,0,-.0050049,.0334001
1999,11,10,0,-.0074959,-.0099945,.0049973,.0049973,-.0049973,.0466003
1999,11,12,0,.0083288,.0050049,.0050049,-.0100021,-.0049973,-.0227003
1999,11,15,0,.0100098,.0049973,0,-.0099945,-.0200043,.0083003
1999,11,16,1,.0750078,.1059807,.0749969,.0799942,.0649948,.0474997
1999,11,17,0,0,0,-.0149994,-.0049973,-.0049973,.0276003
1999,11,18,0,-.0124931,-.0214396,-.0049973,0,.0049973,.0072999
1999,11,19,0,-.0136497,-.0029301,0,.0100021,-.0050049,.0015998
1999,11,22,0,0,.0064548,0,0,-.0099945,.0296001
1999,11,23,0,0,0,-.0049973,0,.0050049,.0036001
1999,11,24,0,.0100021,.0022564,.0100021,.0299988,.0400009,.0160999
1999,11,26,0,0,.0163193,-.0049973,-.0049973,-.0049973,.0263
1999,11,29,0,0,.0086064,.0149994,.0200043,.0199966,.0367999
1999,11,30,0,0,0,.0049973,.0100021,.0250015,-.0201998
1999,12,1,0,0,.0119165,0,.0049973,.0050049,.0299997
1999,12,2,0,-.00535,-.0044387,0,.0049973,0,.0173001
1999,12,3,0,-.0055411,.0241579,.0050049,.0149994,.0100021,-.0587001
1999,12,6,0,.0061966,-.0130128,-.0049973,0,.0049973,.0044003
1999,12,7,0,-.0064646,-.0050049,.0050049,-.0050049,0,-.0194001
1999,12,8,0,-.0067354,.0050049,0,.0049973,.0099945,.0288
1999,12,9,0,.0070416,0,0,.0099945,0,-.0183001
1999,12,10,0,0,.0050049,-.0049973,.0050049,0,-.0193
1999,12,13,0,0,.0100021,.0100021,.0100021,0,.0421
1999,12,14,0,.0091126,-.0049973,.0049973,.0049973,.0050049,.0867
1999,12,15,0,.0193644,.004492,.0049973,.0149994,.0149994,.0201001
1999,12,16,0,0,-.0053674,-.0050049,.0049973,.0049973,.0537
1999,12,17,0,.0110653,-.0068591,.0049973,0,-.0199966,.0117002
1999,12,20,0,.0141047,-.0254529,.0100021,.0250015,.0250015,.0644999
1999,12,21,1,.0154915,-.0065149,.0499954,.0400009,.0550003,-.0039001
1999,12,22,0,-.0172128,.0134582,.0149994,0,.0100021,.0004001
1999,12,23,0,-.077487,.0203661,.0049973,0,0,-.0050001
1999,12,27,0,-.015007,.0155258,.0099945,-.0049973,-.0049973,-.0283999
1999,12,28,0,.0049973,-.0111173,-.0050049,.0050049,0,.0096002
1999,12,29,0,-.0049973,.0143402,.0049973,.0100021,.0049973,-.0292001
1999,12,30,0,-.0050049,.0053624,.0049973,0,.0100021,-.0079002
1999,12,31,0,.0049973,.0719176,.0400009,.0400009,.0400009,.0564003
2000,1,3,0,0,0,.0099945,.0099945,.0100021,.0882001
2000,1,4,0,0,.0131746,-.0100021,-.0149994,-.0100021,-.0574002
2000,1,5,0,0,0,0,0,.0049973,.0615001
2000,1,6,0,.0062061,0,-.0049973,-.0050049,-.0099945,-.0268002
2000,1,7,0,.0064646,0,-.0099945,-.0049973,-.0149994,-.0174999
2000,1,10,0,.0147651,-.0049973,0,.0100021,.0100021,.0401001
2000,1,11,0,-.0077457,0,.0049973,.0099945,.0149994,.0418
2000,1,12,0,-.0326261,-.0100021,-.0049973,.0049973,-.0050049,.0332999
2000,1,13,0,.0086064,.0152125,0,-.0100021,-.0049973,-.0558
2000,1,14,0,.0364645,.0028271,-.0049973,.0149994,.0249939,.0239
2000,1,18,0,-.0119165,.0012768,.0049973,-.0099945,-.0049973,.0166998
2000,1,19,0,-.0129096,.0030983,.0049973,.0050049,.0100021,-.0219998
2000,1,20,0,-.0140832,.0105624,-.0049973,.0050049,.0100021,.0261998
2000,1,21,0,0,0,.0100021,.0099945,.0149994,-.0144
2000,1,24,0,-.0049973,.0020443,-.0050049,-.0100021,-.0050049,-.0151
2000,1,25,0,0,.0073882,.0149994,.0200043,.0250015,.0046
2000,1,26,0,0,.0086195,.0050049,.0049973,.0050049,.0146003
2000,1,27,0,.0049973,-.0132419,.0049973,.0049973,0,.0341997
2000,1,28,0,-.0049973,.0143671,-.0049973,.0050049,0,.0508003
2000,1,31,0,.0049973,.005013,.0049973,.0050049,.0099945,.0492997
2000,2,1,0,.0051836,.0047709,.0099945,.0049973,.0100021,.0081
2000,2,2,1,-.053707,-.0112182,-.0050049,.0100021,.0300064,.0263
2000,2,3,0,.0055824,-.0272145,.0100021,.0049973,.0099945,-.0570998
2000,2,4,0,0,.017239,.0050049,.0049973,.0100021,.0506997
2000,2,7,0,0,-.0193644,0,.0049973,0,.0272002
2000,2,8,0,0,.0050049,-.0099945,-.0049973,-.0099945,-.0167999
2000,2,9,0,.0145031,0,-.0050049,-.0050049,-.0050049,-.0058002
2000,2,10,0,0,.0049973,-.0049973,.0049973,0,-.0099001
2000,2,11,0,0,0,0,-.0049973,-.0099945,-.0165997
2000,2,14,0,0,.0050049,.0049973,0,0,-.0169001
2000,2,15,0,-.0103515,.0100021,.0100021,.0049973,.0049973,.0030999
2000,2,16,0,0,-.0055525,0,-.0050049,-.0049973,-.0053
2000,2,17,0,-.0120767,.001858,-.0149994,-.0149994,-.0100021,.0524001
2000,2,18,0,0,-.0060059,-.0249939,-.0400009,-.0299988,-.0216002
2000,2,22,0,0,0,-.0250015,-.0250015,-.034996,-.0362997
2000,2,23,0,-.0049973,-.0115254,-.0100021,-.0050049,.0049973,.0538998
2000,2,24,0,-.0049973,-.0125046,-.0149994,-.0299988,-.0299988,-.0574999
2000,2,25,0,.0049973,.0049973,-.0100021,-.0100021,0,-.0430999
2000,2,28,0,0,-.0083288,-.0099945,-.0099945,0,.0088
2000,2,29,0,-.0049973,.0126401,0,0,0,.0409999
2000,3,1,0,.0103277,.0003332,0,-.0100021,-.0050049,-.0163002
2000,3,2,0,0,-.0230819,-.0050049,.0049973,0,.0066004
2000,3,3,0,-.0055327,.008299,.0050049,0,0,-.0040002
2000,3,6,0,-.0061966,.0243529,0,-.0049973,-.0049973,.0346999
2000,3,7,0,.0064548,.0170739,.0100021,.0050049,0,-.0307999
2000,3,8,0,.0067354,-.0050049,.0049973,0,0,.0065999
2000,3,9,0,0,-.0049973,.0049973,.0049973,.0099945,-.0169001
2000,3,10,0,0,0,.0049973,.0049973,.0100021,.0524001
2000,3,13,0,-.0086064,.0100021,0,.0100021,.0050049,-.0103002
2000,3,14,0,-.0091126,0,-.0050049,.0050049,0,-.0033998
2000,3,15,0,0,-.0051638,.0049973,0,.0049973,.0184002
2000,3,16,0,0,-.0106838,-.0049973,-.0049973,-.0050049,-.0134001
2000,3,17,0,0,0,-.0050049,0,-.0050049,.0176001
2000,3,20,0,-.0141047,.0020896,-.0050049,-.0100021,-.0199966,.0154996
2000,3,21,1,-.0310066,.0330737,-.0100021,0,0,-.0096998
2000,3,22,0,.017239,-.0127419,-.0050049,.0100021,.0050049,-.0085998
2000,3,23,0,.0193644,.0061721,.0249939,.0350037,.0450058,.0261998
2000,3,24,0,0,-.0147651,-.0100021,.0050049,.0100021,.0668001
2000,3,27,0,.0050049,.0127388,-.0200043,-.0050049,-.0200043,-.0007
2000,3,28,0,.0050049,-.0113268,.0100021,.0050049,.0149994,-.0206003
2000,3,29,0,.0100021,.00032,.0199966,.015007,.0249939,-.0005999
2000,3,30,0,-.0050049,.0053385,-.0149994,-.0149994,-.0149994,-.0539999
2000,3,31,0,-.0049973,-.0049973,.0149994,.0099945,0,.0093999
2000,4,3,0,.0055525,-.0076881,.0099945,.0050049,0,-.0402999
2000,4,4,0,0,-.0129293,.0299988,.0550003,.0550003,-.0844002
2000,4,5,0,0,0,-.0350037,-.0250015,-.0299988,.0124002
2000,4,6,0,.0062561,-.0567446,-.0100021,-.0099945,-.0149994,.0204
2000,4,7,0,-.0065182,.0049973,-.0099945,-.0049973,-.015007,.0166998
2000,4,10,0,-.0150032,.0049973,.0100021,0,.0049973,-.0200996
2000,4,11,0,-.0078904,0,0,-.0049973,-.0049973,.0189996
2000,4,12,0,0,.0049973,-.0100021,-.0149994,-.0149994,.0095
2000,4,13,0,-.0088321,-.0050049,-.0049973,-.0149994,-.0100021,.0065002
2000,4,14,0,.0093699,-.0106622,-.0100021,-.0100021,-.0199966,-.0964999
2000,4,17,0,0,.0107166,.0299988,.0299988,.0350037,.0295
2000,4,18,0,0,0,-.0049973,-.0100021,-.0049973,-.0064001
2000,4,19,0,0,-.0062466,.0049973,.0100021,.0149994,.0121999
2000,4,20,0,0,0,-.0199966,-.0250015,-.0400009,.0299001
2000,4,24,0,.0099945,-.0104488,-.0050049,0,0,-.0025001
2000,4,25,0,.0049973,.0049973,.0100021,.0049973,.015007,.0798001
2000,4,26,0,.0049973,.00501,-.0100021,-.0149994,-.0149994,.0215998
2000,4,27,0,.0050049,.0049914,.0149994,.015007,.0149994,.079
2000,4,28,0,0,-.0093699,.0100021,.0149994,.0199966,.0571003
2000,5,1,0,0,0,0,.0100021,.0049973,.0346999
2000,5,2,0,0,.0107247,-.0100021,-.0099945,0,.0166998
2000,5,3,0,-.0055327,.0095564,.0149994,.0149994,.0149994,.0287004
2000,5,4,0,-.0114839,.0379825,.0049973,0,-.0049973,.0207
2000,5,5,0,.0059583,.0027803,.0199966,.0200043,.0149994,.0606999
2000,5,8,0,0,-.037508,-.0049973,0,0,.0379
2000,5,9,0,.0070416,-.0050049,.0050049,.0050049,.0049973,-.0099001
2000,5,10,0,0,0,.0100021,.0049973,.0100021,.0102
2000,5,11,0,0,.0250015,-.0049973,-.0100021,-.0049973,.0042
2000,5,12,0,0,.0049973,.0050049,0,0,.0869002
2000,5,15,0,.0096822,0,.0049973,-.0100021,.0049973,-.0264001
2000,5,16,1,.0413264,.0550003,.0449982,.0500031,.0400009,.0148001
2000,5,17,0,0,.0055411,-.0099945,-.0100021,-.0099945,.0267
2000,5,18,0,-.0119165,-.0036757,.0050049,.0049973,.0049973,.027
2000,5,19,0,0,-.0062061,.0049973,-.0049973,0,-.0474
2000,5,22,0,0,.0064548,.0250015,.0300064,.0249939,-.0405002
2000,5,23,0,.0193644,-.0092211,.0100021,0,0,-.0012002
2000,5,24,0,-.0049973,.0027485,.0149994,.0299988,.034996,.0189004
2000,5,25,0,0,-.0081534,-.0149994,-.0099945,-.0199966,-.0598001
2000,5,26,0,0,.0344387,.0400009,.0600052,.0550003,-.0216002
2000,5,30,0,-.0049973,.0041154,.0049973,.0149994,.0099945,.0421
2000,5,31,0,-.0049973,.0282157,-.0100021,-.0149994,-.0099945,-.0347996
2000,6,1,0,-.0051696,.0310091,.0149994,.0200043,.0250015,-.0638003
2000,6,2,0,.0053624,-.0084904,0,-.0100021,-.0100021,-.1066999
2000,6,5,0,0,.0140832,-.0050049,-.0100021,-.0100021,-.0002999
2000,6,6,0,.0062561,-.0131378,-.0099945,-.015007,-.0149994,.0337
2000,6,7,0,0,.0100021,-.0050049,.0049973,-.0049973,.0132999
2000,6,8,0,0,0,.0050049,-.0050049,-.0100021,.0025001
2000,6,9,0,.0071498,0,0,-.0049973,0,.0128999
2000,6,12,0,.0083415,-.0049973,-.0099945,-.0100021,-.0149994,-.0162997
2000,6,13,0,0,-.0099945,.0049973,-.0050049,0,-.0465002
2000,6,14,0,0,0,.0049973,.0049973,.0100021,-.0517998
2000,6,15,0,0,-.0051638,-.0049973,0,-.0100021,-.0028
2000,6,16,0,0,0,-.0100021,-.0100021,-.0100021,-.0574002
2000,6,19,0,0,.0166149,.0049973,0,.0050049,.0058002
2000,6,20,0,0,0,.0049973,0,0,.0109
2000,6,21,0,0,-.0064646,.0100021,.0100021,.0100021,.0510998
2000,6,22,0,0,.0067457,.0149994,.0149994,.0100021,-.0177002
2000,6,23,0,-.0050049,-.0049941,0,-.0049973,-.0050049,.0365005
2000,6,26,0,.0050049,-.0097602,-.0149994,-.0049973,-.0149994,-.0422001
2000,6,27,0,-.0050049,-.0049931,.0100021,0,0,.0193996
2000,6,28,1,-.0299988,.004453,-.0249939,-.034996,-.0400009,-.0180998
2000,6,29,0,0,0,0,0,.0049973,-.0265999
2000,6,30,0,.0049973,-.0053304,.0049973,.0049973,0,-.0044003
2000,7,3,0,0,-.0110653,-.0400009,-.0399933,-.0400009,-.0274997
2000,7,5,0,0,.0238512,-.0100021,-.0149994,-.0049973,-.0146003
2000,7,6,0,0,0,-.0100021,.0049973,-.0049973,.0383
2000,7,7,0,-.0064548,.0157784,0,-.0050049,-.0099945,-.0587997
2000,7,10,0,0,-.0193939,0,-.0049973,-.0049973,.0040998
2000,7,11,0,0,.0149994,.0099945,.0050049,.0149994,.0146999
2000,7,12,0,-.0081534,-.0049973,-.0050049,.0099945,.0050049,.0120001
2000,7,13,0,0,.0050049,-.0050049,0,-.0050049,-.0258999
2000,7,14,0,0,.0049973,.0149994,.0199966,.0199966,.0678
2000,7,17,0,-.0110653,0,-.0100021,-.0099945,-.0099945,.0194998
2000,7,18,0,.0119165,.0099945,.0149994,.0100021,.0100021,-.0180998
2000,7,19,0,0,.0051696,-.0049973,-.0050049,-.0049973,.0175996
2000,7,20,0,0,.0120026,.0149994,.0149994,.0200043,-.1134996
2000,7,21,0,0,-.0062561,-.0050049,-.0050049,0,.0063
2000,7,24,0,0,-.0130463,.0050049,.0049973,.0100021,.0174999
2000,7,25,0,.0050049,-.0086344,-.0100021,-.0049973,-.0049973,-.0061002
2000,7,26,0,-.0050049,.0028976,.0049973,.0049973,0,.0013003
2000,7,27,0,.0049973,-.0033315,-.0049973,0,-.0049973,-.0186
2000,7,28,0,-.0049973,.0126401,-.0100021,-.0149994,-.0200043,.0360999
2000,7,31,0,.0049973,.0050116,.0100021,.0100021,.0049973,.0188999
2000,8,1,0,-.0051717,.0151815,-.0049973,.0050049,0,-.0047002
2000,8,2,0,0,-.0250053,-.0049973,-.0049973,-.0100021,-.026
2000,8,3,0,0,.0136497,0,.0099945,.0099945,.0008001
2000,8,4,0,-.0057376,.0114752,.0100021,.0050049,.0050049,-.0538998
2000,8,7,0,-.0129096,-.0032181,.0049973,-.0049973,.0050049,.0359998
2000,8,8,0,-.0067354,-.0002459,-.0100021,-.0099945,-.0149994,-.0193
2000,8,9,0,0,-.0100021,-.0100021,-.015007,-.0149994,.0037999
2000,8,10,0,.0073882,0,-.0100021,-.0099945,-.0100021,-.0202999
2000,8,11,0,.0077457,.0050049,.0049973,0,.0049973,.0681
2000,8,14,0,0,0,0,-.0049973,-.0050049,-.007
2000,8,15,0,0,0,0,0,.0050049,.0163999
2000,8,16,0,-.0103277,.0007123,.0049973,0,0,-.0021
2000,8,17,0,.0110653,-.0011856,-.0049973,-.0049973,0,-.0044999
2000,8,18,0,-.0119165,.007503,0,-.0050049,0,-.0247002
2000,8,21,0,.0155151,-.0089419,0,0,.0049973,.013
2000,8,22,1,0,0,.0099945,.0250015,.0250015,-.0030999
2000,8,23,0,0,.0073769,-.0050049,0,0,-.0372
2000,8,24,0,0,-.0077576,-.0049973,-.0050049,-.0100021,-.0092998
2000,8,25,0,-.0050049,.0194803,0,.0049973,0,-.0032001
2000,8,28,0,.0050049,.0049917,-.0049973,-.0100021,-.0049973,.0046
2000,8,29,0,-.0050049,-.0049891,0,.0049973,.0050049,.0345998
2000,8,30,0,.0050049,-.0060774,0,-.0049973,.0049973,-.0159998
2000,8,31,0,0,0,0,-.0050049,-.0049973,-.0505004
2000,9,1,0,0,0,.0250015,.0299988,.0350037,-.0618997
2000,9,5,0,0,0,-.0100021,0,-.0049973,.0053997
2000,9,6,0,0,0,-.0100021,-.0100021,-.0099945,.0225
2000,9,7,0,0,-.0050049,-.0049973,.0049973,0,.0178003
2000,9,8,0,0,.0100021,.0049973,.0049973,0,-.0245004
2000,9,11,0,0,-.0049973,-.0050049,-.0049973,-.0099945,.0057001
2000,9,12,0,0,-.0049973,0,0,-.0049973,.0111003
2000,9,13,0,0,.0049973,.0049973,-.0049973,-.0049973,-.0604
2000,9,14,0,0,0,-.0100021,0,0,.0228
2000,9,15,0,0,.0051775,-.0049973,-.0200043,-.0099945,-.0416002
2000,9,18,0,-.0250053,-.0035681,-.0049973,-.0100021,-.0100021,-.0379
2000,9,19,0,0,.011105,0,-.0049973,.0049973,.0331001
2000,9,20,0,0,.0062466,.0100021,.0100021,.0099945,.0267997
2000,9,21,0,-.0166829,-.0079688,-.0099945,-.0149994,-.0199966,-.0056996
2000,9,22,0,0,.0068144,.0050049,.0049973,.0100021,-.0202999
2000,9,25,0,-.0050049,.0021449,0,-.0100021,-.0050049,.0384998
2000,9,26,0,.0050049,.0124893,.0049973,-.0049973,.0049973,-.0159001
2000,9,27,0,-.0049973,-.0049973,-.0099945,-.0100021,-.015007,-.0018001
2000,9,28,0,0,0,.0049973,-.0049973,-.0100021,.0113001
2000,9,29,0,0,-.0099945,0,-.0049973,-.0049973,-.0103002
2000,10,2,0,0,0,.0100021,.0100021,.0100021,.0036001
2000,10,3,1,0,0,.034996,.0499954,.0650024,.0146003
2000,10,4,0,.0057376,.0035166,.0050049,-.0100021,0,.0186996
2000,10,5,0,.0059583,.0027549,0,-.0049973,-.0100021,.0002003
2000,10,6,0,0,.0187397,.0149994,.0199966,.0200043,.0109997
2000,10,10,0,0,-.0099945,-.0149994,-.0100021,-.0100021,-.0077996
2000,10,11,0,.0077457,-.0100021,-.0149994,-.0099945,-.0250015,-.0631003
2000,10,12,0,.0081534,.0099945,0,0,.0050049,-.0746999
2000,10,13,0,0,.0049973,-.0100021,-.0050049,-.0100021,.0117002
2000,10,16,0,0,0,.0050049,.0100021,.0149994,.0321999
2000,10,17,0,0,.0051638,-.0049973,.0050049,-.0049973,-.0397
2000,10,18,0,.0119165,-.0017654,0,.0099945,.0100021,-.0036001
2000,10,19,0,0,.0119256,.0249939,.0199966,.0199966,.0395002
2000,10,20,0,0,-.0124026,0,-.0100021,-.0100021,-.0089002
2000,10,23,0,0,0,-.0049973,-.0100021,-.0099945,.0011001
2000,10,24,0,0,-.0067457,-.0099945,0,-.0050049,.0311999
2000,10,25,0,0,.0232491,.0200043,.0100021,.0149994,.0606999
2000,10,26,0,.0049973,.0049973,.0100021,.0100021,.0100021,-.0046997
2000,10,27,0,0,.0172259,.0200043,.0049973,.0099945,.0118999
2000,10,30,0,0,-.0091266,0,.0050049,0,.0053
2000,10,31,0,.0049973,-.0046849,.0049973,.0049973,.0049973,-.0127001
2000,11,1,0,0,0,.0050049,.0099945,0,-.0425
2000,11,2,0,0,-.0129096,-.0049973,.0099945,0,-.0205998
2000,11,3,0,0,.0140832,-.0099945,-.0049973,-.0100021,.0467997
2000,11,6,0,0,.0154915,.0100021,-.0050049,.0049973,.0399003
2000,11,7,0,0,-.0172128,-.0099945,-.0149994,-.0149994,.0011001
2000,11,8,0,0,0,-.0049973,0,0,-.0001001
2000,11,9,0,0,.0099945,.0049973,.0099945,.0100021,-.0404
2000,11,10,0,0,-.0049973,0,.0049973,.0049973,-.0063
2000,11,13,0,.0088187,.0099945,0,.0049973,.0099945,-.0197001
2000,11,14,0,0,.0053419,0,.0099945,.0049973,.0057998
2000,11,15,1,.0100098,-.0158488,.0100021,.0049973,.0049973,-.0147996
2000,11,16,0,-.0107247,.0015889,-.0050049,.0050049,.0049973,-.0248003
2000,11,17,0,0,0,.0049973,-.0099945,0,-.0202999
2000,11,20,0,0,.0067457,.0050049,.0050049,0,-.0001998
2000,11,21,0,0,-.0070523,.0050049,-.0050049,-.0050049,-.0184002
2000,11,22,0,0,0,.0250015,.0250015,.0350037,-.0141001
2000,11,24,0,.0049973,-.0027485,.0149994,.0250015,.0249939,.0201001
