year,month,day,FOMCused,dffr1,dffr2,dedfutbeg2_m,dedfutbeg3,dedfutbeg4,DNY1
1995,2,1,1,.0518519,.06,.0999985,.17,.18,.0344
1995,2,2,0,-.0107692,0,.0100021,.02,.09,.0797
1995,2,3,0,0,-.13,-.2900009,-.36,-.37,-.2182999
1995,2,6,0,-.0127273,.01,.0299988,.06,.06,.0267
1995,2,7,0,0,-.01,0,0,-.02,-.0062003
1995,2,8,0,0,-.01,-.0400009,-.03,-.01,-.0239
1995,2,9,0,0,.02,.0699997,.08,.06,.0135002
1995,2,10,0,0,.0222222,.0400009,.08,.1,.0809002
1995,2,13,0,0,0,0,0,0,-.0073004
1995,2,14,0,-.02,-.032,-.0500031,-.1,-.14,-.0627999
1995,2,16,0,-.0933333,-.0641667,-.2299957,-.28,-.28,-.1457996
1995,2,17,0,0,.0130435,.0199966,.03,.05,.0140996
1995,2,21,0,0,.015,.0100021,.04,.04,.0187001
1995,2,22,0,-.01,-.0889474,-.2200012,-.33,-.37,-.1086998
1995,2,23,0,0,-.0166667,0,.03,.04,-.0556002
1995,2,24,0,0,.0176471,-.0299988,-.01,-.02,.0351
1995,2,27,0,-.01,-.01,-.0699997,-.11,-.16,-.0837002
1995,2,28,0,.01,.01,.0100021,-.01,-.01,.0013003
1995,3,1,0,0,0,.0500031,.02,0,.0128999
1995,3,2,0,-.0213793,.0427586,.0399933,.09,.09,.0447998
1995,3,3,0,0,.0666667,.0700073,.1,.09,.0363002
1995,3,6,0,.0124,.02,.0399933,.06,.06,.0686998
1995,3,7,0,0,.03,.0699997,.05,.05,.0139999
1995,3,8,0,-.0134783,-.04,-.109993,-.12,-.11,-.0318999
1995,3,9,0,-.0704545,-.03,-.1100006,-.12,-.1,-.0668998
1995,3,13,0,0,-.0413333,-.0800018,-.09,-.09,-.0643997
1995,3,14,0,-.0182353,-.0201217,-.0599976,-.08,-.1,-.0437002
1995,3,15,0,.019375,.020067,.0399933,.03,.02,.0103002
1995,3,16,0,0,-.022963,-.0399933,-.04,-.07,-.0310001
1995,3,17,0,-.0221429,.0161813,.0399933,.04,.05,.0106001
1995,3,21,0,.062,-.0215652,.0100021,.03,.01,.0092001
1995,3,22,0,-.0344444,.0140909,0,.02,.04,.0235996
1995,3,23,0,.03875,-.0332143,0,0,0,-.0103998
1995,3,24,0,-.01,-.01,-.0999985,-.13,-.14,-.0509
1995,3,27,0,0,-.0326316,-.0400009,-.03,-.04,-.0332999
1995,3,28,1,0,.0775,.1100006,.14,.14,.0612998
1995,3,29,0,0,-.0206667,-.0599976,-.04,-.03,-.0065999
1995,3,30,0,0,0,.0299988,.03,.04,.0309
1995,3,31,0,.01,.0338462,.1100006,.12,.11,.0509
1995,4,3,0,0,-.0258333,-.0400009,-.05,-.07,-.0304999
1995,4,4,0,.0115385,-.0282051,-.0400009,-.06,-.05,-.0363998
1995,4,5,0,-.012,.0345,-.0199966,-.02,-.02,-.0134001
1995,4,6,0,-.025,-.05,-.0600052,-.07,-.07,-.0418
1995,4,7,0,0,0,0,0,0,-.0089002
1995,4,10,0,0,0,0,0,0,.0120001
1995,4,11,0,0,-.03,-.0299988,-.03,-.03,-.0216999
1995,4,12,0,0,0,-.0199966,-.02,-.01,-.0179
1995,4,13,0,-.0176471,-.0511156,-.1200027,-.14,-.15,-.0753999
1995,4,17,0,.0461538,-.0032967,-.0100021,-.02,-.04,-.0237002
1995,4,18,0,0,0,-.0199966,-.03,-.04,-.0282001
1995,4,19,0,-.0272727,.0068182,.0199966,.04,.04,.0310001
1995,4,20,0,0,-.0391304,-.0499954,-.06,-.06,-.0348001
1995,4,21,0,-.0333333,-.0015152,-.0100021,-.01,0,.0029001
1995,4,24,0,.01,.0242857,0,0,.01,.0285001
1995,4,25,0,.01,-.0066667,.0100021,.02,.02,.013
1995,4,26,0,0,0,.0099945,.01,.03,.0163999
1995,4,27,0,0,0,.0500031,.07,.06,.0342002
1995,5,1,0,0,0,.0300064,.04,.05,.0029001
1995,5,2,0,0,-.0214286,-.0600052,-.08,-.08,-.0538001
1995,5,3,0,-.0110714,-.0354221,-.0899963,-.13,-.14,-.0994997
1995,5,4,0,-.0114815,-.037037,-.0400009,-.1,-.1,-.0638003
1995,5,5,0,0,-.1,-.2600021,-.31,-.31,-.1141996
1995,5,8,0,.0134783,.0379348,.0100021,.03,.02,.0253997
1995,5,9,0,0,-.01,-.0999985,-.14,-.15,-.0527997
1995,5,10,0,0,0,.0099945,.04,.05,.0239
1995,5,11,0,0,.03,.090004,.08,.08,.0229998
1995,5,12,0,0,0,0,0,-.02,.0474
1995,5,15,0,.019375,0,-.0200043,-.05,-.04,-.0426998
1995,5,16,0,0,-.01,-.0399933,-.04,-.04,-.0201001
1995,5,17,0,-.0221429,-.008699,0,-.01,-.01,-.0091
1995,5,18,0,0,.0238462,.0499954,.07,.08,.0546999
1995,5,19,0,0,0,0,0,0,.0033002
1995,5,22,0,0,0,.0200043,.03,.03,.0214996
1995,5,23,1,0,-.0124,-.0699997,-.1,-.09,-.0506997
1995,5,24,0,-.02,-.051,-.1200027,-.14,-.17,-.1101999
1995,5,25,0,.01,-.0063158,0,0,.01,.0152998
1995,5,26,0,0,.0172222,0,.01,0,-.0158
1995,5,30,0,0,-.0182353,-.0599976,-.1,-.11,-.0528002
1995,5,31,0,-.01,.0342857,0,.01,0,-.0067997
1995,6,1,0,-.0206897,-.1382759,-.1699973,-.18,-.19,-.1321001
1995,6,2,0,-.0214286,-.1727381,-.1700058,-.2,-.2,-.1849999
1995,6,5,0,.024,.0690909,-.0099945,-.01,-.02,.0317001
1995,6,6,0,0,.093,.0299988,.05,.05,.0249
1995,6,7,0,.026087,.07,.2799988,.3,.28,.1412997
1995,6,8,0,0,.03,.0299988,.04,.06,.0882001
1995,6,9,0,.0285714,.04,.2000046,.23,.24,.1231999
1995,6,12,0,0,-.01,-.1100006,-.12,-.1,-.0155001
1995,6,13,0,-.0176471,-.13,-.3600006,-.4,-.4,-.2781
1995,6,14,0,.01875,.01,.0499954,.04,.03,.0142002
1995,6,15,0,0,.0103333,.090004,.09,.09,.046
1995,6,16,0,.0214286,.0305911,0,.01,.01,.0402999
1995,6,19,0,0,-.0332143,-.090004,-.09,-.09,-.0941
1995,6,20,0,.03,.0185185,.0600052,.06,.06,.046
1995,6,21,0,0,-.0258333,-.0600052,-.05,-.06,-.0169001
1995,6,22,0,0,-.0673913,-.1199951,-.11,-.1,-.0601997
1995,6,23,0,.01,.01,.0299988,.02,.02,.0216999
1995,6,26,0,.03,.0447619,.0800018,.09,.08,.0447001
1995,6,27,0,0,0,.0199966,.03,.04,.0249996
1995,6,28,0,-.01,-.0282353,-.0599976,-.08,-.08,-.0274
1995,6,29,0,.07,.1475,.2699966,.31,.3,.1200004
1995,6,30,0,-.03,-.0713333,-.1100006,-.13,-.1,-.0481
1995,7,3,0,-.0110714,-.008699,-.0099945,-.02,-.03,-.0078001
1995,7,5,0,-.0357692,.0018343,-.0100021,-.01,-.01,-.0103002
1995,7,6,1,-.0124,-.2108,-.25,-.26,-.25,-.1718998
1995,7,7,0,0,0,.0199966,.01,0,-.0269003
1995,7,10,0,0,0,.0100021,.01,.02,.0204
1995,7,11,0,.0155,.03,.0699997,.07,.06,.0441999
1995,7,12,0,0,0,-.0299988,-.02,-.01,-.0077996
1995,7,13,0,0,0,0,0,0,.006
1995,7,14,0,0,.04,.0999985,.1,.09,.0688996
1995,7,17,0,-.0221429,.02,.0699997,.09,.11,.0360003
1995,7,18,0,0,0,.0200043,.02,.03,-.0001001
1995,7,19,0,0,.0310345,.0799942,.12,.14,.0749998
1995,7,20,0,0,0,-.0199966,-.02,-.02,.0092001
1995,7,21,0,0,.0125,.0499954,.06,.08,.0218
1995,7,24,0,0,0,0,-.01,-.02,.0153999
1995,7,25,0,-.01,.0036364,0,-.01,-.02,-.0127001
1995,7,26,0,0,0,.0100021,.02,.03,.0176001
1995,7,27,0,0,-.0333333,-.0999985,-.1,-.11,-.0653996
1995,7,28,0,-.01,-.01,.0500031,.05,.04,.0088
1995,7,31,0,.01,-.00875,-.0400009,-.05,-.04,-.0270004
1995,8,1,0,0,.06,.0599976,.07,.06,.0487003
1995,8,2,0,0,-.025,-.0500031,-.06,-.06,-.0544
1995,8,3,0,.0110714,.0354221,.0600052,.06,.07,.0572996
1995,8,4,0,0,-.03,-.0299988,-.03,-.02,-.0316
1995,8,7,0,.0129167,-.0301389,-.0300064,-.02,-.02,-.0143995
1995,8,8,0,0,-.0375,0,0,-.01,.0091
1995,8,9,0,0,.02,0,.01,.02,.0074
1995,8,10,0,0,.02,.0400009,.02,.02,.0175996
1995,8,11,0,0,.03,.1300049,.15,.15,.0789003
1995,8,14,0,-.0182353,0,-.0100021,-.02,-.01,-.0080004
1995,8,15,0,.019375,.02,.0299988,.05,.06,.0430002
1995,8,16,0,0,0,0,-.01,-.03,-.0135999
1995,8,17,0,0,0,.0400009,.05,.06,.0356998
1995,8,18,0,-.0238462,.0035328,0,0,0,.0025001
1995,8,21,0,0,-.0119231,-.0500031,-.05,-.06,-.0458002
1995,8,22,1,0,0,.0200043,.03,.03,.0220003
1995,8,23,0,0,0,0,0,0,.0095997
1995,8,24,0,-.01,-.0565,-.1200027,-.13,-.14,-.0955
1995,8,25,0,0,-.0326316,-.0899963,-.13,-.15,-.0688996
1995,8,28,0,0,0,0,-.03,-.05,-.0296001
1995,8,29,0,.01,.0513333,.0599976,.08,.08,.0653
1995,8,30,0,0,-.0221429,-.0299988,-.05,-.05,-.0544
1995,8,31,0,-.01,-.01,0,0,-.01,-.0214
1995,9,1,0,.0103448,-.0163793,-.0999982,-.1,-.11,-.0481
1995,9,5,0,0,.0563636,.0099945,-.01,-.02,.0023999
1995,9,6,0,0,0,.0100021,0,0,.0018001
1995,9,7,0,.0130435,.03,.0800018,.08,.07,.0365
1995,9,8,0,-.0136364,0,0,0,.02,.0229001
1995,9,11,0,0,.01,-.0100021,-.01,-.01,-.0027003
1995,9,12,0,0,-.03,-.0699997,-.07,-.07,-.0506997
1995,9,13,0,.0176471,.02,.0200043,.02,.02,.0317998
1995,9,14,0,-.01875,-.04,-.1399994,-.15,-.15,-.0942001
1995,9,15,0,.04,.0089655,.0399933,.04,.04,.0326004
1995,9,18,0,-.025,.0232143,.0500031,.06,.06,.0405998
1995,9,19,0,.0272727,-.0252525,-.0299988,-.02,-.03,-.0416002
1995,9,20,0,-.03,.02,-.0200043,-.03,-.03,-.0030999
1995,9,21,0,.0333333,.042029,.1200027,.13,.13,.0558
1995,9,22,0,0,.0136364,0,.01,.01,.0165
1995,9,25,0,.01,.01,.0100021,.01,.03,.0314002
1995,9,26,1,.04,.04,.0699997,.07,.05,.0339999
1995,9,27,0,.01,.0276471,.0100021,0,0,.0177002
1995,9,28,0,0,.01875,.0099945,.02,.03,.007
1995,9,29,0,0,-.06,-.0799942,-.1,-.1,-.0489001
1995,10,2,0,0,.0428571,0,-.01,-.02,-.0170002
1995,10,3,0,0,-.0230769,-.0200043,-.03,-.04,-.0137997
1995,10,4,0,0,-.03,-.0299988,-.04,-.06,-.027
1995,10,5,0,0,.0333333,-.0200043,-.02,-.02,-.0178003
1995,10,6,0,0,0,.0100021,.01,.01,-.0004001
1995,10,10,0,0,.01,.0200043,.03,.03,-.0004997
1995,10,11,0,0,.01,0,0,0,.0201998
1995,10,12,0,.0163158,0,-.0100021,-.03,-.04,-.0214996
1995,10,13,0,-.0172222,0,-.0400009,-.06,-.08,-.0327001
1995,10,16,0,.0206667,0,0,0,.01,.0106001
1995,10,17,0,0,0,-.0100021,-.02,-.02,-.0292001
1995,10,18,0,-.0238462,.0379772,.0100021,.03,.03,.0121999
1995,10,19,0,0,0,0,-.01,-.01,.0046
1995,10,20,0,0,.0372,.0500031,.07,.07,.0365
1995,10,23,0,.03875,.0016146,.0299988,.03,.03,.0116
1995,10,24,0,-.01,.0034783,-.0699997,-.09,-.1,-.0251999
1995,10,25,0,.01,-.052,-.0600052,-.06,-.05,-.0310001
1995,10,26,0,-.01,.0226316,0,.01,.02,-.0393
1995,10,27,0,.01,.01,-.0099945,-.01,0,.0173998
1995,10,30,0,0,.0182353,0,-.01,-.01,-.0012999
1995,10,31,0,0,0,-.0100021,-.01,-.02,.0065999
1995,11,1,0,0,0,-.0899963,-.12,-.13,-.0695
1995,11,2,0,-.0107143,-.086369,-.0600052,-.07,-.06,-.0415998
1995,11,3,0,.0111111,-.020202,.0100021,0,-.01,-.0080004
1995,11,6,0,-.0125,.08825,.0299988,.03,.04,.0087004
1995,11,7,0,.0130435,.0025604,.0299988,.04,.04,.0306997
1995,11,8,0,0,-.04,-.0800018,-.07,-.07,-.0383
1995,11,9,0,0,.02,.0100021,.01,0,-.0015998
1995,11,10,0,.015,.01,.0400009,.03,.04,.0349998
1995,11,13,0,-.0176471,-.01,-.0199966,-.03,-.03,-.0209999
1995,11,14,0,-.01875,.0012931,-.0100021,0,0,-.0005002
1995,11,15,1,.08,-.1008333,.0299988,.03,.02,.0110002
1995,11,16,0,0,0,-.0199966,-.04,-.04,-.0316
1995,11,17,0,0,-.0119231,-.0200043,-.01,-.03,-.0058999
1995,11,20,0,.06,-.0343478,0,0,0,-.0061002
1995,11,21,0,0,0,.0299988,.03,.03,.0178003
1995,11,22,0,-.0375,.047381,.0100021,.02,.02,-.0081
1995,11,24,0,.02,-.011,-.0199966,-.02,-.02,-.0079002
1995,11,27,0,0,.0163158,-.0100021,-.02,-.03,-.0088
1995,11,28,0,0,.0206667,.0100021,0,0,.0100002
1995,11,29,0,.01,.01,-.0100021,-.03,-.03,-.0134001
1995,11,30,0,-.01,-.01,-.0400009,-.07,-.08,-.0399003
1995,12,1,0,.0103333,-.0163611,.0900031,-.03,-.04,-.0318999
1995,12,4,0,-.0114815,-.0063786,-.1399994,-.04,-.06,-.0202999
1995,12,5,0,-.0238462,.0685577,.1399994,.01,.02,.0018001
1995,12,6,0,.0124,0,-.1399994,.01,.03,-.0067
1995,12,7,0,.0129167,.04,.1899948,.03,.05,.0132999
1995,12,8,0,0,.05,.0800018,.02,.01,.0364003
1995,12,11,0,0,-.01,-.0199966,-.02,-.03,-.0044003
1995,12,12,0,.0163158,.02,-.1900024,.01,.01,.0082002
1995,12,13,0,0,.02,0,-.01,0,.0056
1995,12,14,0,-.0182353,-.0097059,-.0200043,-.01,-.02,-.0079002
1995,12,15,0,0,-.0214815,-.0299988,-.04,-.04,-.0362997
1995,12,18,0,0,.03625,.0699997,.1,.11,.0585999
1995,12,19,1,-.1033333,-.08,-.1100006,-.12,-.14,-.0535002
1995,12,20,0,-.0281818,.0089669,.0100021,.01,0,-.0517998
1995,12,21,0,.093,-.021619,.0200043,.01,.02,.0119996
1995,12,22,0,-.0344444,.001,0,-.03,-.03,-.0194998
1995,12,26,0,0,0,-.0100021,-.02,-.02,-.0261002
1995,12,27,0,0,-.018125,-.0200043,-.04,-.04,-.0116997
1995,12,28,0,0,-.0193333,-.0499954,-.04,-.05,-.0430002
1995,12,29,0,-.01,.0107143,-.0100021,-.01,0,-.0346999
1996,1,2,0,-.0106897,.0354642,.0199966,.01,.01,.0239
1996,1,3,0,.0221429,-.0492063,-.0099945,-.02,-.03,-.0275998
1996,1,4,0,0,0,0,0,0,.0057998
1996,1,5,0,0,.01,0,.01,.01,.0167999
1996,1,8,0,0,.01,.0099945,0,.01,.0007
1996,1,9,0,-.0140909,0,-.0199966,-.01,-.01,-.0152998
1996,1,10,0,-.0147619,.02,.0500031,.05,.06,.0112
1996,1,11,0,.0155,-.02,-.0200043,-.02,-.04,-.0022001
1996,1,12,0,0,-.01,-.0599976,-.07,-.06,-.0352998
1996,1,16,0,0,-.0206667,-.090004,-.1,-.12,-.0791001
1996,1,17,0,.0442857,-.0180423,-.0099945,-.03,-.05,-.0226002
1996,1,18,0,0,-.0238462,-.0200043,-.03,-.04,-.0404
1996,1,19,0,0,.0124,.0100021,0,0,.0178003
1996,1,22,0,0,.0129167,.0500031,.05,.07,.0345998
1996,1,23,0,0,.0134783,-.0100021,0,0,.0124002
1996,1,24,0,0,0,0,-.03,-.04,-.0178003
1996,1,25,0,0,.0163158,.0400009,.04,.05,.0108004
1996,1,26,0,-.01,-.01,-.0400009,-.04,-.06,-.0213003
1996,1,29,0,0,0,.0199966,.02,.03,.0047002
1996,1,30,0,-.03,-.03,-.0599976,-.05,-.07,-.0451002
1996,1,31,1,-.07,-.07,-.0800018,-.08,-.09,-.0496998
1996,2,1,0,0,-.0258333,.0100021,0,0,-.0388002
1996,2,2,0,-.0214815,.0108754,-.0299988,-.04,-.03,-.0411997
1996,2,5,0,.0120833,-.025375,.0099945,.02,.04,.0318999
1996,2,6,0,0,0,0,0,0,-.0117002
1996,2,7,0,-.0131818,0,-.0099945,-.01,-.02,-.0190001
1996,2,8,0,0,-.01,-.0100021,-.01,-.02,-.0084
1996,2,9,0,0,-.01,-.0199966,-.02,-.02,-.0197997
1996,2,12,0,0,0,-.0200043,-.03,-.03,-.0236001
1996,2,13,0,-.018125,0,-.0100021,-.02,-.02,-.0195003
1996,2,14,0,0,.0103448,.0200043,.01,.02,.0132003
1996,2,15,0,-.0621429,.0258673,.0299988,.05,.06,-.0030003
1996,2,16,0,0,.0111111,.0199966,.03,.03,.0104003
1996,2,20,0,-.0322222,.0857265,.3500061,.42,.43,.2205
1996,2,21,0,0,-.024,-.0500031,-.05,-.01,.0615997
1996,2,22,0,-.01,-.01,-.0899963,-.11,-.12,-.0742998
1996,2,23,0,0,.0142857,0,.02,.02,-.0001001
1996,2,26,0,0,.03,.0299988,.02,.01,.0446
1996,2,27,0,.01,.01,.0599976,.1,.12,.0574999
1996,2,28,0,0,.0333333,.090004,.15,.18,.0424004
1996,2,29,0,0,0,0,.01,.01,.0374999
1996,3,1,0,.031,-.1425714,-.1900024,-.21,-.2,-.0911002
1996,3,4,0,.022963,-.0069516,-.0699997,-.09,-.11,-.0421996
1996,3,5,0,0,.05,.090004,.1,.1,.0382996
1996,3,6,0,-.0124,.0486909,.0599976,.11,.12,.0490003
1996,3,7,0,0,0,.0200043,.03,.04,.0387001
1996,3,8,0,.0269565,.1,.4399948,.52,.59,.2309999
1996,3,11,0,0,-.01,-.0599976,-.08,-.08,.0264001
1996,3,12,0,.0326316,.01,.0199966,.04,.04,.0167999
1996,3,13,0,.0344444,0,-.0199966,-.03,-.05,-.0156002
1996,3,14,0,0,0,-.0200043,-.01,-.02,-.0036001
1996,3,15,0,.0775,.03,.1700058,.18,.19,.0751004
1996,3,18,0,-.0238462,.0007949,0,0,0,.0173998
1996,3,19,0,0,0,-.0200043,-.03,-.02,-.0075998
1996,3,20,0,0,-.0110714,-.1199951,-.14,-.14,-.0510001
1996,3,21,0,-.031,-.00496,0,-.02,-.03,-.0040002
1996,3,22,0,0,.0129167,.0099945,.02,.01,-.0225
1996,3,25,0,0,-.0134783,-.0599976,-.09,-.09,-.0207
1996,3,26,1,.01,.01,.0100021,0,0,-.0051999
1996,3,27,0,0,.0147619,.0799942,.11,.15,.0448003
1996,3,28,0,.01,.01,.0400009,.06,.08,.0320997
1996,3,29,0,0,-.0364706,-.0899963,-.1,-.12,-.0268998
1996,4,1,0,.0103448,.0290517,0,-.01,-.01,.0005999
1996,4,2,0,-.0107143,.0114286,-.0100021,-.03,-.04,-.0124998
1996,4,3,0,.0111111,-.0134921,.0100021,.02,.03,.0120997
1996,4,4,0,0,.0281818,.0299988,.04,.06,.0002999
1996,4,5,0,-.012,.0562,.1999969,.27,.31,.2120004
1996,4,8,0,0,0,0,.04,.05,.0077996
1996,4,9,0,-.0285714,.0433929,-.0399933,-.06,-.07,-.0214996
1996,4,10,0,0,0,.0299988,.05,.06,-.0024004
1996,4,11,0,-.0157895,.01,0,.04,.03,.0132003
1996,4,12,0,0,-.02,-.1200027,-.18,-.22,-.0567002
1996,4,15,0,-.02,-.01,-.0199966,-.04,-.04,-.0527997
1996,4,16,0,-.0214286,0,0,0,0,-.0108004
1996,4,17,0,.0230769,-.0025641,.0199966,.03,.04,.0154004
1996,4,18,0,-.05,.0192308,.0100021,.02,.02,.0163999
1996,4,19,0,-.0272727,-.0065455,-.0400009,-.05,-.08,-.026
1996,4,22,0,0,0,0,-.04,-.04,-.0339999
1996,4,23,0,0,0,.0100021,.01,.01,.0099001
1996,4,24,0,0,0,.0299988,.04,.05,.0054998
1996,4,25,0,0,0,0,.01,0,.0033002
1996,4,26,0,0,0,-.0200043,-.01,-.02,-.0055003
1996,4,29,0,0,0,.0300064,.05,.05,.0376
1996,4,30,0,0,.01875,.0499954,.08,.08,.0518003
1996,5,1,0,0,-.0230769,0,-.02,-.01,.0100999
1996,5,2,0,0,.05,.1200027,.14,.16,.0777998
1996,5,3,0,-.0110714,-.0081494,-.0200043,-.01,0,.0014
1996,5,6,0,0,-.03,-.0099945,-.03,-.03,-.0163999
1996,5,7,0,0,0,0,.02,.01,.0008998
1996,5,8,0,0,-.02,-.0400009,-.06,-.07,.0273004
1996,5,9,0,0,0,.0099945,.02,.02,-.0266004
1996,5,10,0,0,-.01,-.0599976,-.11,-.13,-.0411997
1996,5,13,0,0,0,-.0100021,0,-.02,-.0351
1996,5,14,0,-.0182353,-.01,-.0299988,-.05,-.05,-.0226002
1996,5,15,0,.019375,.0096875,0,0,0,.0042
1996,5,16,0,0,0,.0200043,.05,.07,.0257001
1996,5,17,0,-.0221429,-.008699,0,-.01,-.01,-.0092001
1996,5,20,0,0,0,-.0200043,-.02,-.03,-.0205998
1996,5,21,1,-.031,.0143929,0,.01,.02,-.0026002
1996,5,22,0,0,0,0,-.02,-.03,.0033998
1996,5,23,0,0,0,.0200043,.03,.04,.0015001
1996,5,24,0,0,0,-.0200043,-.03,-.04,.0124002
1996,5,28,0,0,0,0,.02,.02,-.0019999
1996,5,29,0,0,.058125,.090004,.15,.17,.0651999
1996,5,30,0,0,-.0206667,0,0,-.01,.0462999
1996,5,31,0,.01,.01,.0499954,.08,.1,.0086002
1996,6,3,0,-.0111111,.0392308,.0099969,.01,.01,.0488
1996,6,4,0,0,-.0516667,-.0099945,-.01,-.01,-.0136003
1996,6,5,0,0,0,-.0200043,-.02,-.03,0
1996,6,6,0,0,-.03875,-.0999985,-.12,-.12,-.0464001
1996,6,7,0,0,.09,.2300034,.27,.28,.1365004
1996,6,10,0,0,0,.0099945,.01,.02,.0237999
1996,6,11,0,-.0157895,-.03,0,0,0,-.0023999
1996,6,12,0,0,.01,0,0,0,.0014997
1996,6,13,0,0,-.01,-.0299988,-.04,-.03,-.007
1996,6,14,0,.01875,-.01,-.0699997,-.07,-.07,-.0219998
1996,6,17,0,0,-.0206667,-.0400009,-.05,-.04,-.0272999
1996,6,18,0,0,.0106897,.0100021,.02,.02,-.0237002
1996,6,19,0,0,.0119231,.0400009,.06,.06,.0223002
1996,6,20,0,.12,-.0164,.0199966,.02,.02,.0377998
1996,6,21,0,0,-.0129167,-.0199966,-.04,-.03,-.0074997
1996,6,24,0,-.01,-.01,-.0200043,-.03,-.03,-.0044003
1996,6,25,0,0,.0140909,-.0199966,-.02,-.02,-.0092001
1996,6,26,0,.01,-.0063158,-.0100021,0,0,-.0014997
1996,6,27,0,-.03,-.0127778,-.0999985,-.13,-.13,-.0377002
1996,6,28,0,-.03,-.0664706,-.0800018,-.13,-.15,-.0604
1996,7,1,0,.0206667,-1.16e-10,.0299988,.04,.04,-.0033998
1996,7,2,0,.0641379,.0142529,.0699997,.11,.11,.0781999
1996,7,3,1,-.0553571,-.0402597,-.0499954,-.04,-.05,-.0019999
1996,7,5,0,.0596154,.1452448,.2699966,.31,.31,.1566997
1996,7,8,0,0,0,0,-.01,-.01,.0121002
1996,7,9,0,-.0140909,-.0688889,-.0400009,-.05,-.05,-.0046
1996,7,10,0,-.0442857,.0110714,-.0699997,-.1,-.09,-.0514002
1996,7,11,0,-.0155,-.03,-.0699997,-.07,-.06,-.0324998
1996,7,12,0,0,0,.0100021,0,0,-.0325003
1996,7,15,0,.03875,.01,.0400009,.03,.02,.0302
1996,7,16,0,0,-.04,-.1100006,-.13,-.13,-.0209999
1996,7,17,0,0,.0111111,.0199966,.03,.02,-.0549998
1996,7,18,0,0,-.0692308,-.0599976,-.07,-.1,-.0379
1996,7,19,0,-.0516667,.0343333,.0500031,.07,.07,.0152998
1996,7,22,0,0,0,.0299988,.05,.05,.0250001
1996,7,23,0,0,.0142857,-.0100021,-.02,-.02,.0402002
1996,7,24,0,0,-.03,.0100021,.01,.02,-.0219002
1996,7,25,0,.01,.0257895,.0100021,.02,.01,.0098
1996,7,26,0,0,-.0166667,0,0,.01,-.0029998
1996,7,29,0,.01,.0452941,.0599976,.07,.08,.0509
1996,7,30,0,-.01,-.01,-.0500031,-.05,-.05,-.0027003
1996,7,31,0,-.01,-.0561538,-.0400009,-.07,-.08,-.0481
1996,8,1,0,0,-.175,-.1299973,-.16,-.19,-.0922999
1996,8,2,0,0,-.1909091,-.2099991,-.22,-.22,-.1300998
1996,8,5,0,-.0119231,-.0061538,.0199966,.02,.03,-.0266004
1996,8,6,0,-.0124,0,.0200043,.03,.03,.0031004
1996,8,7,0,-.0129167,-.01,.0100021,0,.01,.0098996
1996,8,8,0,0,0,0,0,.01,.0004001
1996,8,9,0,0,-.01,-.0400009,-.06,-.06,-.0067997
1996,8,12,0,-.0163158,0,-.0100021,-.01,-.01,-.0261002
1996,8,13,0,0,.01,.0599976,.06,.06,.007
1996,8,14,0,-.0364706,.0012157,0,0,0,.0188999
1996,8,15,0,0,.0106897,.0200043,.04,.03,.0091
1996,8,16,0,0,-.0221429,-.0400009,-.05,-.06,-.0021996
1996,8,19,0,-.0258333,.0038272,.0100021,.01,.02,-.0009003
1996,8,20,1,-.0281818,0,-.0100021,-.01,-.01,.0014
1996,8,21,0,-.031,-.0026957,0,.01,.02,-.0026999
1996,8,22,0,0,0,-.0100021,0,0,-.0056
1996,8,23,0,0,.0295238,.0699997,.09,.09,.0573997
1996,8,27,0,0,.0155,.0699997,.1,.11,.0750003
1996,8,28,0,-.01,.009375,0,0,0,-.0029001
1996,8,29,0,.02,.02,.0299988,.06,.07,.0191002
1996,8,30,0,.01,.0542857,.1100006,.13,.13,.0915999
1996,9,3,0,.0444444,.0576923,-1.22e-06,0,-.01,.0892
1996,9,4,0,-.0230769,.0484615,.0299988,.02,.02,-.0118999
1996,9,5,0,0,-.0688889,.0200043,.01,.02,.0244999
1996,9,6,0,-.0125,-.0028125,-.090004,-.08,-.08,-.0362
1996,9,9,0,-.0142857,-.02,-.0400009,-.04,-.05,.0095
1996,9,10,0,0,.01,.0300064,.03,.04,.0088997
1996,9,11,0,-.0157895,.01,0,0,0,.0386004
1996,9,12,0,-.0333333,-.03,-.0600052,-.06,-.06,-.0738001
1996,9,13,0,0,-.09,-.1800003,-.18,-.19,-.1552
1996,9,16,0,.0214286,0,0,-.01,0,.0123
1996,9,17,0,-.0230769,.0525199,.0999985,.12,.12,.0693998
1996,9,18,0,0,0,0,0,.01,.0523
1996,9,19,0,-.0272727,.0294545,.0300064,.03,.02,-.0011001
1996,9,20,0,.06,-.015,-.0100021,-.02,-.02,.0018001
1996,9,23,0,0,0,0,-.01,-.01,-.0044999
1996,9,24,1,-.13,-.1123529,-.1299973,-.12,-.12,-.1258001
1996,9,25,0,0,-.0166667,-.0500031,-.05,-.06,-.0297999
1996,9,26,0,-.01,-.0276471,-.0500031,-.05,-.04,-.0531001
1996,9,27,0,0,0,.0200043,.02,.03,.0112
1996,9,30,0,0,0,.0299988,.03,.03,.0555
1996,10,1,0,0,-.025,-.0699997,-.07,-.07,-.0214996
1996,10,2,0,-.0106897,-.0088088,-.0500031,-.05,-.07,-.0379004
1996,10,3,0,0,0,.0100021,.01,0,.0020003
