year,month,gs1,gs10,sven5f5,bkeven05,exp_gdp_12m,exp_cpi_12m,us_cpi,us_ip,logsp500,us_gdpdef,us_rgdp,ebpnew
2003,10,1.25,4.29,6.0263863,1.9146591,3.6482143,1.8660715,521.98151,454.8009,694.57581,446.80032,947.22388,-.52029997
2003,11,1.34,4.3000002,5.9138446,1.9629111,4.0240741,1.8407408,522.03558,455.62152,695.68579,446.95447,947.62323,-.54180002
2003,12,1.3099999,4.27,5.8417182,1.9741955,4.3158336,1.8047222,522.30548,455.5502,698.58441,447.20901,947.55188,-.4955
2004,1,1.24,4.1500001,5.7330198,1.99392,4.6185184,1.6185185,522.73584,455.7485,703.1665,447.57562,947.31293,-.70880002
2004,2,1.24,4.0799999,5.6462684,2.1727843,4.5381961,1.569706,522.95032,456.35437,704.18304,447.86746,948.25323,-.32820001
2004,3,1.1900001,3.8299999,5.3935132,2.2381477,4.4781189,1.7376429,523.16431,455.86423,702.46307,448.12546,948.66077,-.51599997
2004,4,1.4299999,4.3499999,5.8737764,2.3109858,4.3633814,1.8520833,523.32452,456.2944,703.29437,448.38931,948.56073,-.7367
2004,5,1.78,4.7199998,6.1409349,2.467675,4.3458204,2.148519,523.75055,457.10672,700.63635,448.73428,949.35779,-.3466
2004,6,2.1199999,4.73,6.0599141,2.4821999,4.2897463,2.3434975,524.12177,456.28763,703.25586,449.04355,948.61328,-.35969999
2004,7,2.0999999,4.5,5.7972431,2.3638477,4.1218171,2.4194179,524.2276,457.04764,700.91693,449.20645,949.75739,-.3026
2004,8,2.02,4.2800002,5.5879636,2.3196092,3.9475071,2.5222867,524.28046,457.12897,699.29553,449.31873,949.74957,-.4201
2004,9,2.1199999,4.1300001,5.3660479,2.2160666,3.7392473,2.4638176,524.59711,457.20786,701.88251,449.48386,949.65302,-.5564
2004,10,2.23,4.0999999,5.30404,2.343075,3.7197428,2.4143972,525.12256,458.14963,701.93579,449.75168,950.54614,-.53189999
2004,11,2.5,4.1900001,5.2842951,2.5818851,3.5509558,2.426182,525.59314,458.33612,706.43481,450.06754,950.4903,-.66100001
2004,12,2.6700001,4.23,5.2402453,2.608891,3.5960991,2.5205562,525.59314,459.05591,708.98151,450.28967,950.64679,-.71539998
2005,1,2.8599999,4.2199998,5.0390401,2.5427101,3.5757473,2.4940107,525.54102,459.51401,707.45874,450.59262,951.81567,-.70609999
2005,2,3.03,4.1700001,4.8126211,2.6487684,3.4780457,2.3746738,525.95764,460.19058,708.98474,450.9758,951.39258,-.94779998
2005,3,3.3,4.5,5.0894909,2.8608999,3.6499071,2.4685445,526.3208,460.03397,708.49609,451.2995,951.64276,-.65689999
2005,4,3.3199999,4.3400002,4.9250193,2.7622049,3.6418142,2.62604,526.63104,460.16821,705.99811,451.55347,951.92743,-.44580001
2005,5,3.3299999,4.1399999,4.6621141,2.5684142,3.371525,2.7265024,526.57941,460.33264,707.25983,451.68622,951.6944,-.352
2005,6,3.3599999,4,4.4245319,2.3648818,3.3848844,2.7676172,526.63104,460.73996,709.19543,451.80295,952.68292,-.51359999
2005,7,3.6400001,4.1799998,4.5374699,2.3153751,3.3973343,2.7545271,527.24866,460.41666,710.73547,452.15552,952.90485,-.6099
2005,8,3.8699999,4.2600002,4.5688305,2.4013653,3.4565175,2.706424,527.86249,460.61948,711.01001,452.49591,953.39154,-.6182
2005,9,3.8499999,4.1999998,4.5762858,2.5973618,3.3535178,2.9196618,529.22992,458.76617,711.11499,453.18042,952.59491,-.50669998
2005,10,4.1799998,4.46,4.7865353,2.6243501,3.3358123,3.0571761,529.38074,460.01065,708.33582,453.33722,953.03967,-.3978
2005,11,4.3299999,4.54,4.8631749,2.4788499,3.3347402,3.0932779,528.8772,461.02859,712.17792,453.30023,953.42493,-.3721
2005,12,4.3499999,4.4699998,4.7530427,2.3013904,3.430593,3.0030119,528.8772,461.62268,714.07471,453.46664,954.26404,-.35499999
2006,1,4.4499998,4.4200001,4.6449747,2.4054899,3.3791516,2.8406849,529.48114,461.74081,715.28522,453.94464,954.31348,-.40920001
2006,2,4.6799998,4.5700002,4.6872792,2.6027842,3.2249501,2.831383,529.53131,461.78445,715.24054,454.1358,954.57977,-.37400001
2006,3,4.77,4.7199998,4.9066086,2.6070521,3.2816424,2.7984352,529.68164,461.9715,716.52936,454.36938,955.44635,-.44220001
2006,4,4.9000001,4.9899998,5.2457209,2.6170843,3.2315619,2.7581909,530.18115,462.40036,717.12964,454.72717,954.92969,-.47549999
2006,5,5,5.1100001,5.3912816,2.695941,3.2218621,2.9065807,530.47961,462.26062,716.2066,454.95258,955.15808,-.36919999
2006,6,5.1599998,5.1100001,5.3044772,2.5989454,3.1603174,2.9999452,530.72772,462.62503,713.33929,455.17532,955.08319,-.41069999
2006,7,5.2199998,5.0900002,5.254375,2.5650549,3.1124644,2.9746618,531.2713,462.59421,713.98108,455.46225,954.69794,-.32010001
2006,8,5.0799999,4.8800001,5.0837827,2.5187173,2.9825072,3.1145751,531.71393,462.94003,716.01868,455.75632,955.0871,-.3459
2006,9,4.9699998,4.7199998,4.9461598,2.26458,2.8940721,2.963275,531.22205,462.76682,718.34778,455.72455,955.45465,-.421
2006,10,5.0100002,4.73,4.9235096,2.1424904,2.8102932,2.7620146,530.77728,462.72241,721.77252,455.71255,955.62799,-.44049999
2006,11,5.0100002,4.5999999,4.7610478,2.1308763,2.6111968,2.4583371,530.82678,462.63629,723.66455,455.90833,956.15039,-.41690001
2006,12,4.9400001,4.5599999,4.7594452,2.20069,2.4238219,2.0647283,531.36987,463.68539,725.56976,456.36798,955.70276,-.53130001
2007,1,5.0599999,4.7600002,4.9181142,2.2410047,2.4226139,1.8046317,531.53564,463.19379,726.1181,456.7868,955.73956,-.58279997
2007,2,5.0500002,4.7199998,4.8990369,2.3208632,2.6915817,1.7897234,531.92273,464.21375,727.60944,457.13571,956.26147,-.60930002
2007,3,4.9200001,4.5599999,4.8417726,2.3963819,2.5264289,1.9450929,532.44141,464.39465,724.91809,457.41422,955.61401,-.39719999
2007,4,4.9299998,4.6900001,4.9882236,2.4347477,2.4594796,2.1264391,532.74103,465.11728,728.80396,457.51288,956.47839,-.3989
2007,5,4.9099998,4.75,4.98595,2.3608909,2.3336806,2.3606524,533.15344,465.15833,732.07495,457.68173,956.76031,-.62040001
2007,6,4.96,5.0999999,5.3365808,2.3141191,2.4104829,2.49261,533.38489,465.16537,732.28339,457.81848,956.72369,-.41890001
2007,7,4.96,5,5.3112764,2.2066524,2.4595852,2.53216,533.56274,465.12051,732.70538,457.93445,956.59094,-.033399999
2007,8,4.4699998,4.6700001,5.1997132,1.9813043,2.3438482,2.5377505,533.59357,465.31238,728.24982,457.96753,957.53021,.084600002
2007,9,4.1399999,4.52,5.1496263,1.9781842,2.2607551,2.4283426,534.01642,465.65894,731.05237,458.14709,957.8938,.0125
2007,10,4.0999999,4.5300002,5.174264,2.0859864,2.2598295,2.3890865,534.32428,465.17865,733.93158,458.22089,957.44678,-.080399998
2007,11,3.5,4.1500001,5.0356798,2.243325,2.2635813,2.6120541,535.10712,465.70935,728.70587,458.4834,957.58618,.252
2007,12,3.26,4.0999999,5.1970201,2.1544499,2.1057427,2.6037169,535.39648,465.70157,729.98297,458.65308,957.87762,.3937
2008,1,2.71,3.74,5.0084238,2.0970619,1.973438,2.8176489,535.74066,465.41461,723.00781,458.87048,957.79584,.62669998
2008,2,2.05,3.74,5.2845798,2.1419599,1.7024245,2.7911587,535.98218,465.08517,721.12909,459.01691,956.20105,.82959998
2008,3,1.54,3.51,5.24823,2.170145,1.5460279,3.2551994,536.33929,464.84012,718.35223,459.17618,956.58783,1.0456001
2008,4,1.74,3.6800001,5.1558228,2.160491,1.519968,3.2487826,536.5705,464.09262,722.29083,459.24606,956.86578,.5636
2008,5,2.0599999,3.8800001,5.1587429,2.3842571,1.5373347,3.3182423,537.16052,463.58719,724.5639,459.4498,956.90277,.59429997
2008,6,2.4200001,4.0999999,5.257338,2.4948809,1.5738147,3.3610289,538.20288,463.42279,720.1358,459.82437,958.29431,.69239998
2008,7,2.28,4.0100002,5.2226229,2.4137909,1.5046719,3.5507174,538.91449,462.8956,713.69354,460.0351,957.58575,.95450002
2008,8,2.1800001,3.8900001,5.1605382,1.9306142,1.4857483,3.5620785,538.7655,461.4006,715.57648,460.09344,957.15015,1.0999
2008,9,1.91,3.6900001,5.1207571,1.3031952,1.5145681,3.432909,538.85101,456.99979,710.66064,460.44705,955.97015,1.6214
2008,10,1.42,3.8099999,6.1060452,-.042740908,.38798317,2.8525698,537.98743,457.94031,687.6059,460.56326,955.10864,3.1241
2008,11,1.0700001,3.53,6.1228223,-1.1551944,-.28184009,1.8499852,536.20105,456.70456,678.3634,460.22867,955.58624,2.6445999
2008,12,.49000001,2.4200001,4.5306411,-1.4063091,-1.1001041,.6089493,535.37427,453.7356,677.66809,460.19983,953.54053,2.7451
2009,1,.44,2.52,4.6832952,-.61142498,-1.7613083,-.52454042,535.62701,451.34024,676.45605,460.47549,953.63348,2.4233
2009,2,.62,2.8699999,5.0484424,.19908947,-1.7550329,-.66208434,535.9906,450.68835,669.24658,460.69382,953.45984,2.8929
2009,3,.63999999,2.8199999,4.8033729,.25223637,-2.0632558,-.51071179,535.89185,449.07834,662.95306,460.56082,953.10718,2.4247999
2009,4,.55000001,2.9300001,4.8054142,.60078096,-1.6172755,-.15184747,535.99249,448.17316,674.35126,460.42169,953.08112,2.0339999
2009,5,.5,3.29,5.3583498,.81515002,-1.3254508,.0068046148,536.13953,447.09802,680.42542,460.30472,953.32404,1.1943001
2009,6,.50999999,3.72,5.73,1.3130363,-.82887411,.34750414,536.96606,446.6655,683.09985,460.51071,953.29132,.77600002
2009,7,.47999999,3.5599999,5.5675273,1.024841,-.27008724,.61035281,536.93628,447.7121,683.95923,460.33975,953.16779,.19400001
2009,8,.46000001,3.5899999,5.4544902,1.0451809,.26002669,.84723485,537.27057,448.81125,691.74329,460.40137,953.75397,-.065499999
2009,9,.40000001,3.4000001,5.2445192,1.1519858,.77130353,1.0860816,537.46344,449.5611,695.1344,460.43008,953.78009,-.042399999
2009,10,.37,3.3900001,5.1870904,1.337738,1.323153,1.3067704,537.76318,449.88492,697.32281,460.58252,954.93866,-.2261
2009,11,.31,3.4000001,5.3346419,1.5860263,1.8544805,1.629127,538.09753,450.29282,699.216,460.71439,954.58514,-.082400002
2009,12,.37,3.5899999,5.5389228,1.7260864,2.2494898,1.9273069,538.14954,450.56427,701.24554,460.7619,953.93152,-.52429998
2010,1,.34999999,3.73,5.6313157,1.9069,2.9102645,2.2224553,538.21436,451.70337,702.42767,460.91861,954.61359,-.2218
2010,2,.34999999,3.6900001,5.6477842,1.8361,3.103195,2.2627313,538.11914,452.06879,699.31622,461.00482,954.8056,-.015900001
2010,3,.40000001,3.73,5.5751781,1.8340956,3.1098263,2.1352966,538.15228,452.76346,704.92963,461.19092,955.48157,-.14470001
2010,4,.44999999,3.8499999,5.5782681,1.9694409,3.1309497,2.0197482,538.17529,453.1825,708.78375,461.33176,955.84167,-.27419999
2010,5,.37,3.4200001,5.1556249,1.7346801,3.2319522,1.9858766,538.12329,454.67398,702.55945,461.48523,955.85278,-.1867
2010,6,.31999999,3.2,4.9181089,1.5369409,3.2012329,1.7000076,538.08142,454.86591,698.78235,461.62292,956.27832,-.0383
2010,7,.28999999,3.01,4.734262,1.3105571,3.0516789,1.5972766,538.26813,455.32629,698.45337,461.77939,956.729,.1234
2010,8,.25999999,2.7,4.3077002,1.2235454,2.8164883,1.4835,538.41418,455.74338,699.14362,461.94708,956.42706,-.40669999
2010,9,.25999999,2.6500001,4.2695665,1.2253429,2.516362,1.4659685,538.57556,456.02386,702.29413,462.08093,956.83167,-.075000003
2010,10,.23,2.54,4.2546148,1.496805,2.4507227,1.5136842,538.92316,455.78531,706.61121,462.30231,957.41486,-.031500001
2010,11,.25,2.76,4.5325398,1.565995,2.4397905,1.4615594,539.17621,455.82495,708.91504,462.44257,956.99268,-.16670001
2010,12,.28999999,3.29,5.1345272,1.7345272,2.6714196,1.4919014,539.57709,456.68909,712.40955,462.59521,957.40186,-.41980001
2011,1,.27000001,3.3900001,5.2618999,1.964745,3.1928163,1.6570812,539.90088,456.58615,715.66583,462.70279,956.35278,.0233
2011,2,.28999999,3.5799999,5.3279209,2.1179738,3.2426832,1.9109027,540.2218,456.14639,718.62329,462.85953,956.41583,-.24250001
2011,3,.25999999,3.4100001,5.1539521,2.2867913,3.11748,2.281574,540.73779,457.10394,717.35645,463.10114,957.75024,-.28380001
2011,4,.25,3.46,5.1833148,2.40047,3.0094745,2.5429263,541.20612,456.71848,719.40649,463.3981,957.94904,-.24600001
2011,5,.19,3.1700001,4.9342618,2.1915238,2.8457062,2.693517,541.5238,456.94092,719.91632,463.66257,957.60663,-.1287
2011,6,.18000001,3,4.8576136,1.9528455,2.7677994,2.6511428,541.5238,457.17685,716.02936,463.7814,957.18042,-.003
2011,7,.19,3,4.9123349,2.0544,2.7391334,2.5902219,541.78546,457.60678,718.93073,464.04224,957.64014,-.070500001
2011,8,.11,2.3,3.9001999,1.7706348,2.1394496,2.5051837,542.1004,458.19293,707.77557,464.25296,958.17047,-.2041
2011,9,.1,1.98,3.3208382,1.5709763,1.9647865,2.4158211,542.31732,458.11725,706.80688,464.34875,957.49048,.2823
2011,10,.11,2.1500001,3.5076799,1.63705,1.8633755,2.3435731,542.38483,458.8252,709.60724,464.3075,959.24493,-.2341
2011,11,.11,2.01,3.31071,1.77667,2.014555,2.2866511,542.5694,458.69849,711.185,464.36905,958.77759,.38069999
2011,12,.12,1.98,3.2416525,1.7333286,2.08797,2.1511564,542.5932,459.20068,712.55426,464.40341,958.60748,.1445
2012,1,.12,1.97,3.2455399,1.812665,2.2402544,1.9426895,542.86523,459.84113,717.0564,464.66531,959.15686,.050500002
2012,2,.16,1.97,3.2351451,2.053345,2.2687101,2.0357614,543.07874,460.138,720.97009,464.88394,960.2356,-.058600001
2012,3,.19,2.1700001,3.4965272,2.1764591,2.3181145,2.222955,543.2879,459.58005,723.65118,465.10883,959.22748,-.46020001
2012,4,.18000001,2.05,3.337357,2.076262,2.3779676,2.2837226,543.4538,460.37952,723.44867,465.27094,959.82806,-.285
2012,5,.19,1.8,2.8990409,1.9445591,2.3689427,2.2135053,543.24677,460.55542,720.13745,465.32462,960.02325,-.26359999
2012,6,.19,1.62,2.5575094,1.8000524,2.2812574,2.102139,543.16412,460.58469,718.80231,465.43051,960.12378,.0195
2012,7,.19,1.53,2.4518523,1.8109667,2.210058,1.9489298,543.19299,460.82056,721.50757,465.59412,960.44312,-.1638
2012,8,.18000001,1.6799999,2.7291434,1.9634478,2.1666512,2.0011513,543.77228,460.43018,724.66821,465.89935,959.69391,-.36379999
2012,9,.18000001,1.72,2.8200212,2.1945,2.1441381,2.0291531,544.24829,460.43079,727.47705,466.13956,960.20142,-.28080001
2012,10,.18000001,1.75,2.8161001,2.2353239,2.0387006,1.991606,544.51758,460.72311,727.08807,466.31015,959.53717,-.2911
2012,11,.18000001,1.65,2.6604099,2.15219,1.9765078,2.005687,544.34949,461.21487,724.03003,466.25201,959.93866,-.15800001
2012,12,.16,1.72,2.7725151,2.23768,1.9458688,1.9736764,544.3374,461.49048,726.00201,466.28671,960.80621,-.2511
2013,1,.15000001,1.91,3.0984523,2.3291333,2.0122523,1.8709998,544.50635,461.40854,730.00641,466.47415,961.21033,-.15350001
2013,2,.16,1.98,3.2305684,2.4665632,1.9597518,1.8302636,545.09741,461.97345,732.13947,466.78207,960.34863,-.1047
2013,3,.15000001,1.96,3.2028351,2.4926801,2.0020831,1.8537233,544.80255,462.2735,734.65448,466.76111,960.71375,-.1602
2013,4,.12,1.76,2.8547683,2.304909,2.2373655,1.9300612,544.58533,462.18326,735.9278,466.7583,960.9671,-.2026
2013,5,.12,1.9299999,3.1214499,2.0759273,2.1887474,1.7405916,544.63751,462.19446,740.23553,466.85019,960.5033,-.57160002
2013,6,.14,2.3,3.6096549,1.81718,2.2588029,1.6865518,544.83484,462.37268,738.94232,467.03241,961.47443,-.42910001
2013,7,.12,2.5799999,4.0162454,1.9008863,2.2644341,1.6973715,545.05621,461.80569,741.97852,467.18521,961.49139,-.040600002
2013,8,.13,2.74,4.264782,1.9174591,2.1633308,1.7495198,545.24237,462.57294,742.06348,467.36484,961.87054,-.1514
2013,9,.12,2.8099999,4.2895751,1.8896,2.3195848,1.7695746,545.37469,463.05502,743.08099,467.53387,961.89917,-.16509999
2013,10,.12,2.6199999,4.1180501,1.9395819,2.3215818,1.7464324,545.4115,462.95975,745.00952,467.72021,962.29504,-.055399999
2013,11,.12,2.72,4.3580947,1.9190842,2.4040959,1.7457658,545.5838,463.2869,748.63562,467.87976,963.04913,-.0017
2013,12,.13,2.9000001,4.5541525,1.8738762,2.4990764,1.6749128,545.84064,463.5679,749.98523,468.02487,962.89789,-.14139999
2014,1,.12,2.8599999,4.3460951,2.0116143,2.8241282,1.6258997,546.12225,463.08994,750.78857,468.17422,962.17462,-.32769999
2014,2,.12,2.71,4.1625371,2.0359631,2.9065721,1.6177046,546.24408,464.08191,750.49609,468.25867,962.46216,-.2269
2014,3,.13,2.72,4.036881,2.0574477,2.822978,1.7100538,546.37384,464.97095,753.0224,468.43845,962.69513,-.29629999
2014,4,.11,2.71,3.9162714,2.0222285,2.7847722,1.7339813,546.58258,465.18695,753.06213,468.66815,963.15027,-.39039999
2014,5,.1,2.5599999,3.6993334,2.0465095,2.6678681,1.8230245,546.73511,465.47211,754.4209,468.8634,963.6955,-.4113
2014,6,.1,2.5999999,3.7137144,2.0953381,2.5642457,1.8476607,546.81824,465.84247,757.409,469.02325,963.93677,-.34150001
2014,7,.11,2.54,3.5477819,2.1229818,2.3139155,2.0145924,546.98474,465.8634,758.73615,469.22253,964.68756,-.35699999
2014,8,.11,2.4200001,3.3557856,2.0027049,2.6421101,2.0298467,546.914,465.79999,758.14813,469.28552,965.21533,-.36129999
2014,9,.11,2.53,3.445281,1.8286619,2.7470326,1.994571,547.01086,466.09161,759.75098,469.40988,964.67346,-.26570001
2014,10,.1,2.3,3.202759,1.6472864,2.8469861,1.8164309,547.01929,466.14542,756.90375,469.45871,965.27423,-.27739999
2014,11,.13,2.3299999,3.1859276,1.6537666,2.8737657,1.6268063,546.85577,466.92093,762.29437,469.47745,965.3526,-.013
2014,12,.20999999,2.21,2.8809273,1.4193,2.952565,1.3568022,546.50598,466.70148,762.7674,469.4166,965.25928,-.0219
2015,1,.2,1.88,2.4906001,1.38605,3.2122638,.6752941,545.92151,465.97986,761.48932,469.23459,965.7431,-.20550001
2015,2,.22,1.98,2.6249578,1.6600474,3.1510348,.48134536,546.16644,465.8067,764.11786,469.42892,966.60706,-.4364
2015,3,.25,2.04,2.7040772,1.6876409,3.0300701,.56458187,546.37854,465.46695,764.03229,469.63669,966.0423,-.25510001
2015,4,.23,1.9400001,2.6488774,1.7931045,2.8471329,.62115657,546.46832,465.07401,764.72437,469.76791,966.64136,-.1055
2015,5,.23999999,2.2,3.035955,1.745725,2.603915,.83988011,546.76001,464.7121,765.53638,469.99188,966.55042,-.0515
2015,6,.28,2.3599999,3.2239408,1.7339001,2.4574976,.98695016,546.98267,464.43207,764.93512,470.15353,967.20129,.084700003
2015,7,.30000001,2.3199999,3.1511228,1.6006727,2.5743039,1.1947658,547.17493,464.93307,764.69,470.26456,966.91205,.1126
2015,8,.38,2.1700001,2.9000332,1.331762,2.5371301,1.3032358,547.14764,464.92743,762.06396,470.30984,967.01666,.2967
2015,9,.37,2.1700001,2.9720857,1.2226809,2.6437955,1.3361979,547.00287,464.63486,757.271,470.3497,967.64679,.40779999
2015,10,.25999999,2.0699999,2.8595667,1.23,2.5983095,1.4119775,547.13965,464.44342,761.32324,470.46161,967.25305,.31189999
2015,11,.47999999,2.26,3.0089684,1.3267,2.5631971,1.4695573,547.29132,463.85712,764.04193,470.56708,967.09088,.38510001
2015,12,.64999998,2.24,2.9274864,1.2875863,2.5240266,1.571438,547.16235,463.39316,762.7583,470.50885,967.43268,.55519998
2016,1,.54000002,2.0899999,2.7863262,1.2287,2.4031763,1.5003026,547.27161,463.93997,755.935,470.54477,967.091,.74180001
2016,2,.52999997,1.78,2.4674399,1.153235,2.1766868,1.4055336,547.14636,463.73325,755.19318,470.52423,966.93042,.76950002
2016,3,.66000003,1.89,2.5290456,1.4980909,2.1360099,1.4567059,547.25983,463.01193,761.18195,470.66122,968.06085,.42289999
2016,4,.56,1.8099999,2.4431334,1.5334381,2.0628982,1.5073957,547.60785,463.34631,763.79742,471.00739,967.93732,.082599998
2016,5,.58999997,1.8099999,2.4149857,1.5471762,1.9450333,1.5471152,547.79773,463.23495,763.31525,471.1983,967.65417,.089100003
2016,6,.55000001,1.64,2.1965728,1.451009,2.0462594,1.7205555,547.99805,463.59409,764.19922,471.323,968.0058,-.14489999
2016,7,.50999999,1.5,1.98392,1.410225,2.0573351,1.7739856,548.02136,463.68365,767.27124,471.37399,968.08344,-.18889999
2016,8,.56999999,1.5599999,2.0396218,1.3389435,1.9576381,1.8706954,548.22583,463.61444,768.59247,471.50665,968.61316,-.184
2016,9,.58999997,1.63,2.1411238,1.4168857,2.0243134,1.8777266,548.48218,463.46298,767.67938,471.67215,969.00983,-.2368
2016,10,.66000003,1.76,2.3004301,1.61638,2.0508249,2.0314212,548.76727,463.64188,766.99719,471.89218,968.33911,-.20119999
2016,11,.74000001,2.1400001,2.783555,1.7536,2.1071296,2.1099567,548.97595,463.42221,768.01691,471.99847,969.34698,-.90090001
2016,12,.87,2.49,3.1758761,1.8681333,2.1949306,,549.23248,464.21527,771.71863,472.1666,969.42865,-.33360001
