,Unnamed: 0,Unnamed: 1,Global Factor Paper Version 1990:2012,Global Factor -- 1980:2019 - New Datalist
374,,2011-3,0.12114910244795643,1.1173640122571873
375,,2011-4,0.34163760205585353,1.2719619866273804
376,,2011-5,0.18204728356609598,1.1499853278017012
377,,2011-6,0.0477785020141027,0.9911009671459913
378,,2011-7,-0.2297015830909804,0.8745761322556396
379,,2011-8,-0.7593035412199688,0.3286363416351227
380,,2011-9,-1.5616603490561805,-0.428220627959838
381,,2011-10,-0.8121311961774141,0.21247776336114302
382,,2011-11,-0.9702485074544436,-0.09046877657522574
383,,2011-12,-1.1044413833129305,-0.16759762098151712
384,,2012-1,-0.792705117527955,0.21973366516826986
385,,2012-2,-0.5514454664768824,0.4699432245837817
386,,2012-3,-0.5633783139174937,0.39331286502926394
387,,2012-4,-0.6658533476016585,0.3151658605156397
388,,2012-5,-1.3317715114958553,-0.2775977508391068
389,,2012-6,-1.160021971499749,-0.11501630861338792
390,,2012-7,-1.1858122647174902,-0.04535267993930048
391,,2012-8,-1.0652693623158167,0.021816920245992192
392,,2012-9,-0.9548582018572968,0.15339364324882152
393,,2012-10,-1.0115390461181129,0.1644585181115997
394,,2012-11,-0.9476395752655261,0.2353634269431081
395,,2012-12,-0.8237297786275121,0.37635673103136075
396,,2013-1,,0.5021128772807294
397,,2013-2,,0.46153379060460814
398,,2013-3,,0.435751591334684
399,,2013-4,,0.4938050570365743
400,,2013-5,,0.5127198425054265
401,,2013-6,,0.2302958174468447
402,,2013-7,,0.41614934027290235
403,,2013-8,,0.35973944024993976
404,,2013-9,,0.5282364171044802
405,,2013-10,,0.6378670900654497
406,,2013-11,,0.6321633833249585
407,,2013-12,,0.6877066093287925
408,,2014-1,,0.5264277577946009
409,,2014-2,,0.7471567493733171
410,,2014-3,,0.7146310886040181
411,,2014-4,,0.7861213735076228
412,,2014-5,,0.828097385872932
413,,2014-6,,0.8728870324805587
414,,2014-7,,0.8063551131124275
415,,2014-8,,0.8140216630801548
416,,2014-9,,0.5188171881344987
417,,2014-10,,0.4723777943713352
418,,2014-11,,0.45510671603609243
419,,2014-12,,0.31814284349576855
420,,2015-1,,0.19501290239190486
421,,2015-2,,0.4006632456386277
422,,2015-3,,0.25498088169486777
423,,2015-4,,0.39295933162428615
424,,2015-5,,0.3162437371962849
425,,2015-6,,0.10265625348591097
426,,2015-7,,-0.05369835204952875
427,,2015-8,,-0.39620152881490506
428,,2015-9,,-0.691645355187649
429,,2015-10,,-0.3806852401028491
430,,2015-11,,-0.46286520102393514
431,,2015-12,,-0.7222970886016576
432,,2016-1,,-1.0938571411330764
433,,2016-2,,-1.0753050416112422
434,,2016-3,,-0.6877946135133242
435,,2016-4,,-0.5113526887764726
436,,2016-5,,-0.592996698795581
437,,2016-6,,-0.7523926557481723
438,,2016-7,,-0.5524591154998066
439,,2016-8,,-0.5083081685227275
440,,2016-9,,-0.5068683620629962
441,,2016-10,,-0.627763311173553
442,,2016-11,,-0.5572782153183132
443,,2016-12,,-0.5081084891378569
444,,2017-1,,-0.3914542149534095
445,,2017-2,,-0.38695281499756673
446,,2017-3,,-0.35099500021500163
447,,2017-4,,-0.32301313866709774
448,,2017-5,,-0.3286480371842699
449,,2017-6,,-0.338348258959888
450,,2017-7,,-0.21918832824440557
451,,2017-8,,-0.2608098078741242
452,,2017-9,,-0.16432068486645326
453,,2017-10,,-0.12867372626461634
454,,2017-11,,-0.1457000134774267
455,,2017-12,,-0.03923407108628931
456,,2018-1,,0.06868081477928564
457,,2018-2,,-0.21689483732653383
458,,2018-3,,-0.2971707220220134
459,,2018-4,,-0.23516629494918578
460,,2018-5,,-0.2731747756620482
461,,2018-6,,-0.38289575628899186
462,,2018-7,,-0.31986354687491203
463,,2018-8,,-0.4448514532307921
464,,2018-9,,-0.47917118632218814
465,,2018-10,,-0.936105148708752
466,,2018-11,,-1.0497510300410575
467,,2018-12,,-1.3536217076971164
468,,2019-1,,-0.9635212126441476
469,,2019-2,,-0.9015684867665336
470,,2019-3,,-0.924631936921348
471,,2019-4,,-0.8125042107371442
472,,2019-5,,
473,,2019-6,,
474,,2019-7,,
475,,2019-8,,
476,,2019-9,,
477,,2019-10,,
478,,2019-11,,
479,,2019-12,,
