NAME,Industrial Production,Capacity Utilization,Housing Starts,House Price Index,Unemployment Rate,CPI All,PCE Deflator,BIS Real EER,Total Nonrevolving Credit,S&P 500,1Y Treasury Rate,Term Spread 10Y-1Y,GZ Excess Bond Premium,GZ Credit Spread,Mortgage Spread,Global Factor,Global Mkt Volatility,Global Risk Aversion,Global Risk Aversion (w\ Controls),Risk Aversion Index BEX,Risk Aversion Index BHD,Risk Appetite Index CBC,CBOE VIX Index,Leverage US Brokers & Dealers,Leverage EU Global Banks ,Leverage EU G-Sifi,Leverage US Banks ,Leverage EU Banks ,Global Private Liquidity,Global Cross Border Flows,Global Domestic Credit,Global Credit Ex US,Floaters Domestic Credit,EU Domestic Credit,EA Domestic Credit,UK Domestic Credit,Global Inflows All Sectors,Global Inflows  Banks,Global Inflows Non-Banks,EU Inflows All Sectors,EU Inflows  Banks,EU Inflows Non-Banks,EA Inflows All Sectors,EA Inflows Banks,EA Inflows Non-Banks,UK Inflows All Sectors,UK Inflows Banks,UK Inflows Non-Banks,Floaters Inflows All Sectors,Floaters Inflows  Banks,Floaters Inflows Non-Banks,Global Real Economic Activity,Global Real Economic Activity Ex US,OECD + 6 IP (Baumeister & Hamilton),Index of Global Real Activity (Kilian),"World GDP (WB, interpolated from annual)",World Production (CPB-NBEPA),EA Industrial Production,UK Industrial Production,UK Corporate Spread,GER Corporate Spread,EA Policy Rate,UK Policy Rate,EUR to 1 USD,GBP to 1 USD,DAX Stock Market,FTSE All Share 
LABEL,INDPRO,CAPUTIL,HOUST,CSHPI,UNRATE,CPIAUCSL,PCEPI,BISREER,NONREVSL,SP500,DGS1,YCSLOPE,EBP,GZSPREAD,MTGSPR,GLOBALF,GLOBALV,GLOBALRA,GLOBALRA2,RAI,RAV,RAPP,VIX,USBDLEV,EUBDLEV,EUGSIFLEV,USBANKSL,EUBANKSL,GLBPLIQ,GLBCBLIQ,GLBCREDIT,GLBCREXUS,FLTCREDIT,EUCREDIT,EACREDIT,UKCREDIT,GLBINFLALL,GLBINFLB,GLBINFLNB,EUINFLALL,EUINFLB,EUINFLNB,EAINFLALL,EAINFLB,EAINFLNB,UKINFLALL,UKINFLB,UKINFLNB,FLTINFLALL,FLTINFLB,FLTINFLNB,GREA,GREAEXUS,BHWORLDIP,KGLOBALREA,WBWORLDGPD,CPBWORLDIP,EAIP,UKIP,UKCORPSP,GERCORPSP,EARATE,UKRATE,EURUSD,GBPUSD,DAX,FTSEAS
1980-10-01,391.24289230324473,77.6458,732.8437352895162,382.8641396489095,7.5,443.9115601658009,381.16279193729895,463.90884041915524,568.7789939730902,486.90717297744686,12.4904545454545,-0.739090909090909,-0.1916,0.8468,2.04,55.36256419451823,113.80810854421466,-6.310956,,,,18.6,,215.0426647627407,324.28403937673613,312.3632437338427,-17.422615427132428,2.686552355324229,1572.8960677427879,1179.3288317159622,879.3760142696653,846.3705418921522,840.0106799742064,775.7499154668573,765.1014310429131,547.2853891173211,686.5577782022378,655.4559850117059,554.4066473716857,616.2273518388586,593.7177877122472,455.2541989555099,584.9448143246497,555.7471131765819,446.1363407219968,484.92834228405195,478.35692869055845,211.23270232448115,658.0546695585398,626.8563056512954,525.9741908141505,388.2014211955733,0.452497909121415,388.2014211955733,54.749075,2.089926734170411,,420.3422990762233,435.9269647551265,1.17,0.3600000000000012,7.5,16.0,-5.947400555428615,-88.23202123030018,619.3997144518067,572.4434414387063
1980-11-01,392.9711635099203,78.8908,731.986492980897,383.42776568032934,7.5,444.9685283147696,381.97322625326984,465.7857508267098,568.8867125138353,491.0446566840823,14.1505882352941,-1.46588235294118,0.2838,0.9742,1.53,58.27029815265045,119.960934749162,-10.97652,,,,25.7,,204.37467596662034,324.28403937673613,312.3747191878051,-17.509794012350724,2.5881858970748395,1572.762501180988,1188.3198533909385,880.5725412181519,847.4310155024481,841.1032979202595,775.303121635653,764.2182581187984,551.4704682064483,688.8465499553914,658.4452542888623,554.9614195150868,619.3246395294043,597.8410522966968,455.0077378253404,587.9236792495631,560.0774774112256,445.7302144848948,488.4852025625805,482.0059018278959,212.64014227074804,660.6363209852686,630.1818976374464,526.7146178562787,389.1187853261579,0.101176147204435,389.1187853261579,64.5696,1.9625134210711215,,420.3519793627895,435.5425952876702,1.13,0.6900000000000013,7.5,14.0,-1.8958097268075984,-87.3007377357796,620.5163639594192,572.7694294702513
1980-12-01,393.55168510038794,78.8914,730.1147805856032,383.9667343236006,7.2,445.89876758100104,382.6181852550023,466.90835117317437,569.3563774461869,489.4101477840304,14.8809090909091,-2.03681818181818,0.0167,1.0694,1.95,50.69369175045175,137.4821415724837,-8.405609,,,,13.5,,197.86538878671436,324.28403937673613,312.3811424057744,-17.658334785049483,2.436225266168523,1578.6495685523184,1195.2927256348628,881.1457049210999,847.9315182573853,841.6201651667972,774.6360947693313,763.0365315230772,553.4720953293851,690.6746770608481,660.6847464034961,555.6233290263474,621.4322057516392,600.4745957413896,454.8695068060075,589.4711326621094,562.4212433036241,445.50214875401315,491.8117877562347,485.43245051344473,213.4284777562345,662.6697881501993,632.7538490135117,527.4065656745744,389.1490039499622,-1.40159210664353,389.1490039499622,68.202333,1.878198820743049,,419.92167212937454,434.12046401536264,0.539999999999999,0.4800000000000004,7.5,14.0,0.7219119339756455,-85.26691235768301,617.5659348283616,567.6719555106512
1981-01-01,393.00299037206037,78.4107,734.4072850573066,384.39582745140166,7.5,446.8204330914934,383.5768114908974,465.3484046266642,569.5542284012669,489.0349128221754,14.0847619047619,-1.51619047619048,0.3393,1.043,2.33,46.7901436338641,112.14957143357853,2.735297,,,,7.5,,201.2715835150552,324.60990045059776,310.52172033465916,-18.371950770487903,1.8521905258676918,1572.181924710574,1201.5039250634193,880.725680680858,847.1941473301566,840.8247348393306,772.951456425754,761.2384125598849,550.9524729689539,691.9324193743078,661.9383784238373,556.6750367997221,622.2430668216165,601.167127995979,455.48497108905354,589.4200638379252,562.2082997175183,446.09109924966566,494.7555875347594,488.55580871891544,213.4418902195669,663.9861705172488,634.2463538759564,528.1085719626572,388.86610271511387,0.0920324904369427,388.86610271511387,63.888484,1.8398411329588304,,419.5875464973139,434.12046401536264,0.82,0.35999999999999943,7.5,14.0,2.756902394505111,-87.66763412400621,614.9322631723562,566.6322876495819
1981-02-01,392.5107034976069,77.7193,712.7693699347399,384.8657129806326,7.4,447.7336814478207,384.5819098304841,468.13902118995003,570.0221475150103,485.51503912558604,14.5683333333333,-1.37388888888889,0.1086,0.8673,1.940001,52.22811532976544,96.5793160716717,1.745651,,,,11.7,,206.64051819313144,325.1443034470543,307.38173781301657,-19.36635573866095,0.9655284571343854,1571.6703636530447,1205.8517666169219,879.8584173106095,845.6731500061545,839.1915447808607,770.3517298851853,758.969642865751,546.218831659219,692.8611077459914,662.8186329111016,557.7380029818546,622.7709707544191,601.5950668915028,456.5902453412897,589.2949478096108,561.7194820595472,447.22663801508685,497.1942420563386,491.1528254617293,213.44929057758804,664.9459280686128,635.3140404993102,528.6927444487737,389.35009258806116,0.284270366030712,389.35009258806116,61.694298,1.82790856106676,,420.92130427325145,435.02779363593015,0.949999999999999,-0.4299999999999997,7.5,14.0,8.961750395540129,-83.0340609736152,615.9729436912202,571.755387874012
1981-03-01,393.04226882735094,77.7685,717.4724309836377,385.3334009079466,7.4,448.41318576110353,385.2739983264307,468.3611612294654,570.6594849553254,489.1851758106289,13.7109090909091,-0.595,-0.0177,0.8357,2.28,61.09180004403588,124.62444677463421,-15.13035,,,,20.2,,209.76497613285048,325.4673777824418,305.42605470964526,-19.953367467090935,0.18523423541265882,1575.8999492529706,1211.8863067081752,878.7574632853979,843.7520587743526,837.1506559658897,767.2358391220882,756.1584040450958,541.7222430715508,693.2966781316181,663.2204655365227,558.4916352673522,623.0012833859214,601.77534459309,457.5813463327093,589.0837256490621,560.9669577822486,448.4741152765679,498.39764163395716,492.43581929146967,213.45214079467905,665.3930846130805,635.8064078994279,529.1796149557771,388.9941800143718,-0.674339261392017,388.9941800143718,50.166471,1.846337982842683,,419.6125961323313,434.3805421853684,1.32,0.7899999999999991,7.5,12.0,7.383353001220799,-80.28532406480025,618.1671598175927,573.5700950224475
1981-04-01,392.598310817237,77.9553,721.5239978730098,386.00979325632267,7.2,448.97593344767637,385.70598273528594,469.61071809801933,571.0451851503586,490.08204280890493,14.3219047619048,-0.642380952380952,0.5308,1.124,1.9,64.17382158484388,96.27181965061115,-10.11221,,,,22.1,,208.41213273947,325.4410515406891,305.446624105268,-19.89937723800754,-0.18016930857200378,1570.9672722810121,1216.8002070714151,877.2774312385693,841.2310580357861,834.5522537414839,763.5453759565029,752.3941693948783,539.2448122980833,693.0529397422898,662.8356400516038,558.7169248665156,621.9600133029463,600.4091031458147,457.99496084419553,587.8923106884473,558.9116042694903,449.3369458309349,497.4619669655578,491.7103358272341,209.03126535736246,664.8676017842979,635.0311570676442,529.434558664076,388.8721419910863,-1.32796618829773,388.8721419910863,45.810426,1.8816004643809947,,420.6750563136495,435.28552573736016,1.23,0.9100000000000001,7.5,12.0,10.114393757409461,-77.71665860635197,623.519473203058,580.5436128382701
1981-05-01,393.2272591646833,78.1367,703.8783541388542,386.53505972297154,7.5,449.64707690647504,386.15083551869674,472.3308714005133,571.526825975929,488.05266087492356,16.1965,-2.097,0.3434,1.1823,2.299999,63.53547221369265,74.12343050004284,-3.1462,,,,14.3,,205.34437342930318,325.39019618002266,305.495183405914,-19.795205001153725,-0.46811645970457105,1569.1300618829878,1218.8890880771391,875.4954197431381,838.203182810192,831.470084717266,759.3748817985932,747.9926299439277,537.1320256593682,692.5805952298284,662.0883283775592,558.8582814988217,619.9181197771927,597.7168813334209,458.3163591840023,585.818884173805,555.7430689225367,450.22604318867286,495.630030302992,490.2943619633067,199.89845462987657,663.8450177674607,633.5169300296543,529.6279794290795,388.9564081297222,-1.88429838078176,388.9564081297222,35.7359,1.9285649539514838,,420.2162767127315,433.4672938290411,1.51,0.8399999999999999,7.5,12.0,15.952618632601146,-73.63982225542603,621.0399253648137,575.4412215607523
1981-06-01,393.68170762860876,77.5107,695.1772164398911,387.07842574115483,7.5,450.53498507058805,386.54553696118114,474.07494802299146,571.7032635604575,488.507207112091,14.8590909090909,-1.38681818181818,0.4145,1.0656,3.23,57.31579830745532,107.74085537929128,-6.530814,,,,13.5,,202.5381264829892,325.36384960873346,305.5456388388633,-19.741300073861336,-0.7831701873327448,1571.7252345845225,1221.8983934950384,874.6670710145064,836.7893544164351,830.036826308964,757.4614858774031,745.9452349653902,535.6175117946046,692.3351030556665,661.699112847023,559.1083990730586,618.8440698867938,596.2936463493444,458.83901859480744,584.7533551294016,554.1494890944946,451.4369821661595,494.66797141265727,489.55311669580806,194.8193255069882,663.3113149053117,632.7236538614802,529.9496670895229,389.3974914033264,-2.15187535592214,389.3974914033264,40.985906,1.977085941749257,,420.6469985011238,435.67088266895917,1.15,1.5,7.5,12.0,19.548742611894216,-67.99606187557697,627.9646494601413,577.0100661249359
1981-07-01,394.32386867143856,77.4376,694.793706861497,387.5151530652241,7.2,451.6338972281476,387.14718075724977,476.7374065862946,572.2385035755675,486.05872978525963,15.7186363636364,-1.43772727272727,0.4144,1.0919,2.55,49.63288102434438,115.03263880939578,-0.9311141,,,,8.3,,200.09156386034087,325.4050754144947,305.585747127895,-19.90504828748701,-1.1638932696348743,1567.3049808897163,1225.2669930906957,875.0553020101055,837.1274398948882,830.3650498116973,758.1556039997228,746.8916220147531,534.3536678620071,693.3290672295543,662.634966164952,560.4337277397302,619.4490469522573,596.6331169121901,460.97888700322153,585.2177918106736,554.2257116929813,454.05056918770737,495.7579940198552,490.7072565029299,195.2078061283338,664.1543434673495,633.4607200883639,531.2933173015134,390.0161737897952,-2.27851709740437,390.0161737897952,32.631262,2.023004833762898,,421.2588711484103,436.18239273563626,1.28999999999999,1.0899999999999999,7.5,12.0,22.138851293492465,-62.79150856223298,629.6556681069359,576.6506851228163
1981-08-01,394.3071958978453,77.3087,684.587987526405,387.9499813722586,7.4,452.3960130562548,387.76592780001863,478.4988612563928,572.3112114294358,486.4452783918174,16.7185714285714,-1.78142857142857,0.2525,0.9778,2.350001,40.18446469388088,107.72204682712719,10.60589,,,,-7.4,,197.8001050918724,325.50765820272545,305.63084948196695,-20.302332080257273,-1.5994545848756938,1568.859637218931,1228.6407618182448,876.003553550826,837.983425545737,831.1996152601477,759.7776075595693,748.9370295283787,533.3322420737794,695.6095123922016,664.7710107776612,563.0290970726329,620.9072366644532,597.4997153206442,464.6887589757628,586.3911992293233,554.4445639410578,457.8142368827787,498.03972226232315,493.0792930180941,196.23292789866858,666.0936517445185,635.1499932330859,533.8189679976622,389.4428119277028,-3.58212075335625,389.4428119277028,15.03232,2.0571573309329905,,418.3427060184916,436.4371699435161,1.25,1.3200000000000003,7.5,12.6875,24.59561933008651,-59.9001322669716,627.9084117606557,581.302544382825
1981-09-01,393.67858594539695,76.7314,681.4542897259959,388.2594194737334,7.6,453.36741842830213,388.36646823230916,476.3967197735089,573.4638170195798,477.3223770984341,16.5228571428571,-1.19904761904762,0.4263,1.1512,2.84,26.887474038227477,146.00828649431645,12.96474,,,,-31.5,,196.8230612343834,325.63555483781334,305.7031614049517,-20.776076783960562,-2.167994176880543,1574.7047331768329,1231.6826590464707,877.1499881234208,839.0809723706809,832.2768216446134,761.5904625637763,750.8754297295068,532.9285306001007,698.074920224234,667.0552102719033,565.9109323944457,622.6313324189703,598.6250980055095,468.1825624877054,587.8905965195225,554.7779524880075,461.2652126335847,500.03761822418073,495.05526087390604,197.63007827603224,668.1984529603336,636.9680068017387,536.6116192112472,389.7616528688272,-2.56884906526707,389.7616528688272,12.952684,2.071919294738156,,420.7364723776596,436.69129968638333,1.06,1.2300000000000004,7.5,14.0,18.453663702465857,-59.58650577533916,620.5163639594192,562.9382152079951
1981-10-01,392.9858994275673,75.836,677.1935555839602,388.5268268119326,7.9,453.6891345234797,388.8160548163471,475.3159063701541,573.6021823415497,478.5823685681349,15.3814285714286,-0.233333333333333,0.5841,1.2999,3.300001,28.566901936859786,145.64646388870386,11.38869,,,,-28.4,,200.82981035053433,325.811941289217,306.207322530698,-21.48806586515632,-3.527004305188824,1573.0966801435404,1234.2079721121142,879.3727962873596,841.7403530212325,834.9620940200042,764.3811604024211,752.8676629101489,541.2455628185161,701.3617759303635,669.9666223772086,570.2338978740645,625.7659719652361,601.5111294187801,471.93441258618896,591.501767370713,558.095393413905,464.85866237801315,501.40379954982643,496.23022615883616,202.27509659419246,671.1687340815248,639.4971785386326,540.6827540179935,389.7933817309563,-2.20894915163188,389.7933817309563,15.480137,2.0609917239145403,,420.8923250164752,437.57570216602863,1.67,1.0500000000000007,7.5,15.125,14.202508006780961,-61.014593405653926,620.7180582593395,565.704021210407
1981-11-01,391.8647018134751,74.7398,672.9824070489475,388.7320392787774,8.3,454.11648560121785,389.34719945332705,473.4266759322502,573.9801272272905,481.13710165719897,12.4083333333333,0.984444444444444,0.2768,1.4661,4.44,27.769616187466834,126.85458452609815,17.5547,,,,-17.8,,207.61076960712032,326.06798621848753,307.00550540615643,-22.391934740973944,-5.281250419664969,1575.9996693593569,1237.424879275332,882.0866485937261,845.200800671679,838.4824357443553,767.5048128839355,754.7676015552483,554.5731010833791,704.9491071460599,673.1174235297785,575.0112822422439,629.4829412493885,605.3158659420001,475.4805472664351,596.1515684955634,563.3926948850866,468.1743181204575,502.5975928808358,497.19588058518093,208.66183978016707,674.399093297215,642.2232585521331,545.1759308541723,389.3612161152494,-2.44730781867964,389.3612161152494,14.506906,2.0181512277660962,,420.6027746748649,436.94478524670217,2.1,1.0099999999999998,7.5,14.5625,13.082835330310377,-64.31688107537038,623.2644460908291,575.3016984533899
1981-12-01,390.7549012028699,73.3233,681.3444599510896,388.936831486334,8.5,454.4358046591334,389.65031937701093,473.18909387672477,573.7776088760673,481.8667360250496,12.85,0.874545454545454,0.5949,1.4359,3.2,27.680610143484845,103.77624972994626,24.23704,,,,-24.5,,211.21507160895408,326.43566212108226,307.4397578736417,-23.21532280836829,-6.202766743727877,1579.0544046916089,1244.1065713201533,883.4589360785255,846.9737179181392,840.2888710760569,769.0417458155672,755.6561148654054,561.3247383421643,707.1885709314666,675.1919847424009,577.6623930831335,631.3381365719996,607.2680412516647,477.1243790137296,598.5129523150106,566.2032966795069,469.8123044036914,503.97668206025037,498.4352918502061,211.92630358665076,676.0536352280319,643.5509137183622,547.8574293459775,388.6176442292871,-2.76453850375677,388.6176442292871,7.556894,1.9333591297574948,,419.76493101404026,434.63994570307307,1.16,0.7599999999999997,7.5,14.375,14.362075435700444,-64.35892217116013,619.5221384622002,574.6586503647766
